#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABAO01000046.1:1194-2162|-     -            323 58708at91347         -            281  2.3e-151  500.8   0.2   1   1  2.9e-153  1.2e-150  498.4   0.2     1   280     5   316     5   317 0.93 NZ_ABAO01000046.1_2 # 1194 # 2162 # -1 # ID=68_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;gc_cont=0.551
NZ_ABAO01000002.1:73809-75827|-   -            673 58708at91347         -            281    0.0027   15.0   0.5   2   3   8.1e-05     0.035   11.4   0.0     2    46   374   419   373   452 0.84 NZ_ABAO01000002.1_72 # 73809 # 75827 # -1 # ID=112_72;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.587
NZ_ABAO01000002.1:73809-75827|-   -            673 58708at91347         -            281    0.0027   15.0   0.5   3   3      0.11        47    1.1   0.0   135   155   496   516   494   523 0.81 NZ_ABAO01000002.1_72 # 73809 # 75827 # -1 # ID=112_72;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.587
NZ_ABAO01000042.1:21246-23789|+   -            848 58708at91347         -            281     0.011   13.0   0.0   1   2    0.0001     0.043   11.1   0.0    88   173    96   184    70   198 0.84 NZ_ABAO01000042.1_27 # 21246 # 23789 # 1 # ID=72_27;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.569
NZ_ABAO01000042.1:21246-23789|+   -            848 58708at91347         -            281     0.011   13.0   0.0   2   2         1   4.3e+02   -2.1   0.0    63   106   203   246   186   277 0.75 NZ_ABAO01000042.1_27 # 21246 # 23789 # 1 # ID=72_27;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.569
NZ_ABAO01000005.1:185179-186420|+ -            414 58708at91347         -            281     0.014   12.7   2.0   1   2     0.017       7.4    3.7   0.0     4    20   126   142   123   165 0.79 NZ_ABAO01000005.1_172 # 185179 # 186420 # 1 # ID=109_172;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.510
NZ_ABAO01000005.1:185179-186420|+ -            414 58708at91347         -            281     0.014   12.7   2.0   2   2   0.00076      0.32    8.2   0.6   205   280   339   409   246   410 0.79 NZ_ABAO01000005.1_172 # 185179 # 186420 # 1 # ID=109_172;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.510
NZ_ABAO01000051.1:6679-8568|-     -            630 58708at91347         -            281     0.021   12.1   0.4   1   2   0.00013     0.055   10.7   0.3     4    41     8    46     6    55 0.84 NZ_ABAO01000051.1_10 # 6679 # 8568 # -1 # ID=63_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552
NZ_ABAO01000051.1:6679-8568|-     -            630 58708at91347         -            281     0.021   12.1   0.4   2   2         3   1.3e+03   -3.6   0.0   243   275   362   392   334   394 0.71 NZ_ABAO01000051.1_10 # 6679 # 8568 # -1 # ID=63_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552
NZ_ABAO01000001.3:136751-137413|+ -            221 58708at91347         -            281      0.12    9.6   2.5   1   2    0.0013      0.57    7.4   1.9     5    67     8    76     5   182 0.59 NZ_ABAO01000001.3_122 # 136751 # 137413 # 1 # ID=113_122;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.561
NZ_ABAO01000001.3:136751-137413|+ -            221 58708at91347         -            281      0.12    9.6   2.5   2   2       0.1        44    1.2   0.0   179   214   151   186   145   199 0.87 NZ_ABAO01000001.3_122 # 136751 # 137413 # 1 # ID=113_122;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.561
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/58708at91347.hmm
# Target file:     reports/busco-results/data/00-reads/GCF_000170255.1_ASM17025v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout reports/busco-results/data/00-reads/GCF_000170255.1_ASM17025v1_genomic.fna/run_enterobacterales_odb10/hmmer_output/58708at91347.out --cpu 1 /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/58708at91347.hmm reports/busco-results/data/00-reads/GCF_000170255.1_ASM17025v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /Users/dizzler/Projects/School/BIOL4600-Capstone
# Date:            Sat Feb 21 22:05:13 2026
# [ok]
