#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABFH02000001.1:1059169-1060539|+ -            457 47034at91347         -            399  1.1e-197  654.9   0.6   1   1  3.1e-200  1.3e-197  654.6   0.6     1   394     7   443     7   454 0.92 NZ_ABFH02000001.1_943 # 1059169 # 1060539 # 1 # ID=5_943;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.532
NZ_ABFH02000002.1:245210-246118|+   -            303 47034at91347         -            399    0.0012   15.9   0.1   3   3      0.95     4e+02   -2.2   0.0   161   184   237   260   214   274 0.83 NZ_ABFH02000002.1_248 # 245210 # 246118 # 1 # ID=4_248;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.497
NZ_ABFH02000001.1:2115470-2116180|+ -            237 47034at91347         -            399    0.0049   13.9   0.0   1   1   1.8e-05    0.0073   13.3   0.0     3    37    11    45     9    58 0.91 NZ_ABFH02000001.1_1915 # 2115470 # 2116180 # 1 # ID=5_1915;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.581
NZ_ABFH02000002.1:397627-398607|-   -            327 47034at91347         -            399     0.011   12.7   0.9   1   2   0.00031      0.13    9.2   0.1   217   285    62   126    49   181 0.70 NZ_ABFH02000002.1_395 # 397627 # 398607 # -1 # ID=4_395;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.512
NZ_ABFH02000002.1:397627-398607|-   -            327 47034at91347         -            399     0.011   12.7   0.9   2   2     0.062        26    1.6   0.1   234   277   238   283   222   302 0.56 NZ_ABFH02000002.1_395 # 397627 # 398607 # -1 # ID=4_395;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.512
NZ_ABFH02000001.1:2946341-2947234|+ -            298 47034at91347         -            399     0.015   12.3   0.2   1   3    0.0022      0.92    6.4   0.2     3    37     7    44     5    67 0.77 NZ_ABFH02000001.1_2685 # 2946341 # 2947234 # 1 # ID=5_2685;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.512
NZ_ABFH02000001.1:2946341-2947234|+ -            298 47034at91347         -            399     0.015   12.3   0.2   2   3     0.061        26    1.7   0.0    53    87    99   133    87   152 0.86 NZ_ABFH02000001.1_2685 # 2946341 # 2947234 # 1 # ID=5_2685;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.512
NZ_ABFH02000001.1:2946341-2947234|+ -            298 47034at91347         -            399     0.015   12.3   0.2   3   3      0.17        70    0.2   0.0   117   152   184   219   160   258 0.66 NZ_ABFH02000001.1_2685 # 2946341 # 2947234 # 1 # ID=5_2685;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.512
NZ_ABFH02000001.1:929830-930414|+   -            195 47034at91347         -            399     0.054   10.5   0.0   1   1   0.00014     0.059   10.3   0.0     3    38    10    44     8   123 0.73 NZ_ABFH02000001.1_832 # 929830 # 930414 # 1 # ID=5_832;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.554
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/47034at91347.hmm
# Target file:     reports/busco-results/data/00-reads/GCF_000171535.2_ASM17153v2_genomic.fna/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout reports/busco-results/data/00-reads/GCF_000171535.2_ASM17153v2_genomic.fna/run_enterobacterales_odb10/hmmer_output/47034at91347.out --cpu 1 /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/47034at91347.hmm reports/busco-results/data/00-reads/GCF_000171535.2_ASM17153v2_genomic.fna/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /Users/dizzler/Projects/School/BIOL4600-Capstone
# Date:            Sat Feb 21 22:06:44 2026
# [ok]
