"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000007545.1_ASM754v1_genomic","GCF_000020745.1_ASM2074v1_genomic","GCF_000020885.1_ASM2088v1_genomic","GCF_000020925.1_ASM2092v1_genomic","GCF_000022165.1_ASM2216v1_genomic","GCF_000170215.1_ASM17021v1_genomic","GCF_000170255.1_ASM17025v1_genomic","GCF_000171255.1_ASM17125v1_genomic","GCF_000171275.1_ASM17127v1_genomic","GCF_000171315.1_ASM17131v1_genomic","GCF_000171415.1_ASM17141v1_genomic","GCF_000171515.1_ASM17151v1_genomic","GCF_000171535.2_ASM17153v2_genomic"
"group_1124","","","13","13","1","11","1873","","","","263","266","263","GCF_000007545.1_ASM754v1_genomic_14198","GCF_000020745.1_ASM2074v1_genomic_14401","GCF_000020885.1_ASM2088v1_genomic_14407","GCF_000020925.1_ASM2092v1_genomic_14935","GCF_000022165.1_ASM2216v1_genomic_14737","GCF_000170215.1_ASM17021v1_genomic_14136","GCF_000170255.1_ASM17025v1_genomic_14606","GCF_000171255.1_ASM17125v1_genomic_13569","GCF_000171275.1_ASM17127v1_genomic_3243","GCF_000171315.1_ASM17131v1_genomic_14233","GCF_000171415.1_ASM17141v1_genomic_14678","GCF_000171515.1_ASM17151v1_genomic_14159","GCF_000171535.2_ASM17153v2_genomic_14621"
"group_1126","","","13","13","1","11","1882","","","","686","707","687","GCF_000007545.1_ASM754v1_genomic_23476","GCF_000020745.1_ASM2074v1_genomic_2334","GCF_000020885.1_ASM2088v1_genomic_35904","GCF_000020925.1_ASM2092v1_genomic_13713","GCF_000022165.1_ASM2216v1_genomic_13491","GCF_000170215.1_ASM17021v1_genomic_12948","GCF_000170255.1_ASM17025v1_genomic_13372","GCF_000171255.1_ASM17125v1_genomic_16120","GCF_000171275.1_ASM17127v1_genomic_32625","GCF_000171315.1_ASM17131v1_genomic_16859","GCF_000171415.1_ASM17141v1_genomic_6558","GCF_000171515.1_ASM17151v1_genomic_2539","GCF_000171535.2_ASM17153v2_genomic_18795"
"group_1127","","","13","13","1","11","1898","","","","821","821","821","GCF_000007545.1_ASM754v1_genomic_25915","GCF_000020745.1_ASM2074v1_genomic_170","GCF_000020885.1_ASM2088v1_genomic_27324","GCF_000020925.1_ASM2092v1_genomic_31631","GCF_000022165.1_ASM2216v1_genomic_1073","GCF_000170215.1_ASM17021v1_genomic_1057","GCF_000170255.1_ASM17025v1_genomic_1057","GCF_000171255.1_ASM17125v1_genomic_22119","GCF_000171275.1_ASM17127v1_genomic_5344","GCF_000171315.1_ASM17131v1_genomic_23958","GCF_000171415.1_ASM17141v1_genomic_24198","GCF_000171515.1_ASM17151v1_genomic_23275","GCF_000171535.2_ASM17153v2_genomic_24013"
"group_1128","","","13","13","1","11","1900","","","","1148","1148","1148","GCF_000007545.1_ASM754v1_genomic_7999","GCF_000020745.1_ASM2074v1_genomic_23206","GCF_000020885.1_ASM2088v1_genomic_32416","GCF_000020925.1_ASM2092v1_genomic_7448","GCF_000022165.1_ASM2216v1_genomic_22254","GCF_000170215.1_ASM17021v1_genomic_21265","GCF_000170255.1_ASM17025v1_genomic_22078","GCF_000171255.1_ASM17125v1_genomic_1717","GCF_000171275.1_ASM17127v1_genomic_17796","GCF_000171315.1_ASM17131v1_genomic_17511","GCF_000171415.1_ASM17141v1_genomic_28210","GCF_000171515.1_ASM17151v1_genomic_26987","GCF_000171535.2_ASM17153v2_genomic_28182"
"group_1129","","","13","13","1","11","1910","","","","941","941","941","GCF_000007545.1_ASM754v1_genomic_13382","GCF_000020745.1_ASM2074v1_genomic_9579","GCF_000020885.1_ASM2088v1_genomic_29725","GCF_000020925.1_ASM2092v1_genomic_7403","GCF_000022165.1_ASM2216v1_genomic_22794","GCF_000170215.1_ASM17021v1_genomic_34326","GCF_000170255.1_ASM17025v1_genomic_22607","GCF_000171255.1_ASM17125v1_genomic_20556","GCF_000171275.1_ASM17127v1_genomic_28426","GCF_000171315.1_ASM17131v1_genomic_6039","GCF_000171415.1_ASM17141v1_genomic_11495","GCF_000171515.1_ASM17151v1_genomic_34829","GCF_000171535.2_ASM17153v2_genomic_19223"
"group_1130","","","13","13","1","11","1919","","","","530","530","530","GCF_000007545.1_ASM754v1_genomic_11014","GCF_000020745.1_ASM2074v1_genomic_23230","GCF_000020885.1_ASM2088v1_genomic_33497","GCF_000020925.1_ASM2092v1_genomic_15165","GCF_000022165.1_ASM2216v1_genomic_33889","GCF_000170215.1_ASM17021v1_genomic_32290","GCF_000170255.1_ASM17025v1_genomic_33588","GCF_000171255.1_ASM17125v1_genomic_25714","GCF_000171275.1_ASM17127v1_genomic_7890","GCF_000171315.1_ASM17131v1_genomic_13084","GCF_000171415.1_ASM17141v1_genomic_27544","GCF_000171515.1_ASM17151v1_genomic_37991","GCF_000171535.2_ASM17153v2_genomic_15836"
"group_1131","","","13","13","1","11","1927","","","","812","935","821","GCF_000007545.1_ASM754v1_genomic_6705","GCF_000020745.1_ASM2074v1_genomic_29511","GCF_000020885.1_ASM2088v1_genomic_38181","GCF_000020925.1_ASM2092v1_genomic_38460","GCF_000022165.1_ASM2216v1_genomic_17691","GCF_000170215.1_ASM17021v1_genomic_16910","GCF_000170255.1_ASM17025v1_genomic_17523","GCF_000171255.1_ASM17125v1_genomic_11926","GCF_000171275.1_ASM17127v1_genomic_2734","GCF_000171315.1_ASM17131v1_genomic_16985","GCF_000171415.1_ASM17141v1_genomic_28066","GCF_000171515.1_ASM17151v1_genomic_38252","GCF_000171535.2_ASM17153v2_genomic_10339"
"group_1132","","","13","13","1","11","1930","","","","2306","2351","2347","GCF_000007545.1_ASM754v1_genomic_1130","GCF_000020745.1_ASM2074v1_genomic_10410","GCF_000020885.1_ASM2088v1_genomic_23057","GCF_000020925.1_ASM2092v1_genomic_26301","GCF_000022165.1_ASM2216v1_genomic_3757","GCF_000170215.1_ASM17021v1_genomic_3573","GCF_000170255.1_ASM17025v1_genomic_5839","GCF_000171255.1_ASM17125v1_genomic_23177","GCF_000171275.1_ASM17127v1_genomic_13681","GCF_000171315.1_ASM17131v1_genomic_3451","GCF_000171415.1_ASM17141v1_genomic_11886","GCF_000171515.1_ASM17151v1_genomic_30284","GCF_000171535.2_ASM17153v2_genomic_35898"
"group_1133","","","13","13","1","11","1934","","","","695","695","695","GCF_000007545.1_ASM754v1_genomic_21389","GCF_000020745.1_ASM2074v1_genomic_7534","GCF_000020885.1_ASM2088v1_genomic_28129","GCF_000020925.1_ASM2092v1_genomic_12643","GCF_000022165.1_ASM2216v1_genomic_37290","GCF_000170215.1_ASM17021v1_genomic_35602","GCF_000170255.1_ASM17025v1_genomic_36964","GCF_000171255.1_ASM17125v1_genomic_7288","GCF_000171275.1_ASM17127v1_genomic_36036","GCF_000171315.1_ASM17131v1_genomic_35760","GCF_000171415.1_ASM17141v1_genomic_27724","GCF_000171515.1_ASM17151v1_genomic_35953","GCF_000171535.2_ASM17153v2_genomic_23678"
"group_1134","","","13","13","1","11","1941","","","","983","1031","986","GCF_000007545.1_ASM754v1_genomic_32534","GCF_000020745.1_ASM2074v1_genomic_37874","GCF_000020885.1_ASM2088v1_genomic_33626","GCF_000020925.1_ASM2092v1_genomic_8545","GCF_000022165.1_ASM2216v1_genomic_27987","GCF_000170215.1_ASM17021v1_genomic_26620","GCF_000170255.1_ASM17025v1_genomic_27754","GCF_000171255.1_ASM17125v1_genomic_6447","GCF_000171275.1_ASM17127v1_genomic_27242","GCF_000171315.1_ASM17131v1_genomic_26855","GCF_000171415.1_ASM17141v1_genomic_24665","GCF_000171515.1_ASM17151v1_genomic_23847","GCF_000171535.2_ASM17153v2_genomic_980"
"group_1135","","","13","13","1","11","1943","","","","146","146","146","GCF_000007545.1_ASM754v1_genomic_32772","GCF_000020745.1_ASM2074v1_genomic_35405","GCF_000020885.1_ASM2088v1_genomic_33095","GCF_000020925.1_ASM2092v1_genomic_33940","GCF_000022165.1_ASM2216v1_genomic_6507","GCF_000170215.1_ASM17021v1_genomic_6270","GCF_000170255.1_ASM17025v1_genomic_6443","GCF_000171255.1_ASM17125v1_genomic_5892","GCF_000171275.1_ASM17127v1_genomic_32216","GCF_000171315.1_ASM17131v1_genomic_6175","GCF_000171415.1_ASM17141v1_genomic_12022","GCF_000171515.1_ASM17151v1_genomic_32888","GCF_000171535.2_ASM17153v2_genomic_33502"
"group_1136","","","13","13","1","11","1947","","","","1571","1697","1590","GCF_000007545.1_ASM754v1_genomic_19872","GCF_000020745.1_ASM2074v1_genomic_28458","GCF_000020885.1_ASM2088v1_genomic_13437","GCF_000020925.1_ASM2092v1_genomic_39186","GCF_000022165.1_ASM2216v1_genomic_24320","GCF_000170215.1_ASM17021v1_genomic_23159","GCF_000170255.1_ASM17025v1_genomic_24118","GCF_000171255.1_ASM17125v1_genomic_7135","GCF_000171275.1_ASM17127v1_genomic_23680","GCF_000171315.1_ASM17131v1_genomic_23362","GCF_000171415.1_ASM17141v1_genomic_23044","GCF_000171515.1_ASM17151v1_genomic_2378","GCF_000171535.2_ASM17153v2_genomic_28373"
"group_1137","","","13","13","1","11","1950","","","","494","509","495","GCF_000007545.1_ASM754v1_genomic_5021","GCF_000020745.1_ASM2074v1_genomic_8688","GCF_000020885.1_ASM2088v1_genomic_33473","GCF_000020925.1_ASM2092v1_genomic_14233","GCF_000022165.1_ASM2216v1_genomic_18441","GCF_000170215.1_ASM17021v1_genomic_17653","GCF_000170255.1_ASM17025v1_genomic_18274","GCF_000171255.1_ASM17125v1_genomic_1988","GCF_000171275.1_ASM17127v1_genomic_32567","GCF_000171315.1_ASM17131v1_genomic_17731","GCF_000171415.1_ASM17141v1_genomic_19712","GCF_000171515.1_ASM17151v1_genomic_19107","GCF_000171535.2_ASM17153v2_genomic_18305"
"group_1138","","","13","13","1","11","1967","","","","863","1151","1128","GCF_000007545.1_ASM754v1_genomic_34325","GCF_000020745.1_ASM2074v1_genomic_30928","GCF_000020885.1_ASM2088v1_genomic_33405","GCF_000020925.1_ASM2092v1_genomic_1526","GCF_000022165.1_ASM2216v1_genomic_25547","GCF_000170215.1_ASM17021v1_genomic_24328","GCF_000170255.1_ASM17025v1_genomic_25334","GCF_000171255.1_ASM17125v1_genomic_24772","GCF_000171275.1_ASM17127v1_genomic_15039","GCF_000171315.1_ASM17131v1_genomic_17026","GCF_000171415.1_ASM17141v1_genomic_36790","GCF_000171515.1_ASM17151v1_genomic_26935","GCF_000171535.2_ASM17153v2_genomic_20085"
"group_1140","","","13","13","1","11","1978","","","","1202","1202","1202","GCF_000007545.1_ASM754v1_genomic_35933","GCF_000020745.1_ASM2074v1_genomic_27260","GCF_000020885.1_ASM2088v1_genomic_36885","GCF_000020925.1_ASM2092v1_genomic_22197","GCF_000022165.1_ASM2216v1_genomic_20120","GCF_000170215.1_ASM17021v1_genomic_9222","GCF_000170255.1_ASM17025v1_genomic_19934","GCF_000171255.1_ASM17125v1_genomic_3011","GCF_000171275.1_ASM17127v1_genomic_8546","GCF_000171315.1_ASM17131v1_genomic_19396","GCF_000171415.1_ASM17141v1_genomic_3539","GCF_000171515.1_ASM17151v1_genomic_29718","GCF_000171535.2_ASM17153v2_genomic_1499"
"group_1141","","","13","13","1","11","1984","","","","950","950","950","GCF_000007545.1_ASM754v1_genomic_30102","GCF_000020745.1_ASM2074v1_genomic_932","GCF_000020885.1_ASM2088v1_genomic_8958","GCF_000020925.1_ASM2092v1_genomic_27584","GCF_000022165.1_ASM2216v1_genomic_27749","GCF_000170215.1_ASM17021v1_genomic_12109","GCF_000170255.1_ASM17025v1_genomic_27519","GCF_000171255.1_ASM17125v1_genomic_3305","GCF_000171275.1_ASM17127v1_genomic_34661","GCF_000171315.1_ASM17131v1_genomic_22900","GCF_000171415.1_ASM17141v1_genomic_12770","GCF_000171515.1_ASM17151v1_genomic_11880","GCF_000171535.2_ASM17153v2_genomic_35556"
"group_1142","","","13","13","1","11","1990","","","","176","176","176","GCF_000007545.1_ASM754v1_genomic_3169","GCF_000020745.1_ASM2074v1_genomic_30473","GCF_000020885.1_ASM2088v1_genomic_3194","GCF_000020925.1_ASM2092v1_genomic_31144","GCF_000022165.1_ASM2216v1_genomic_3348","GCF_000170215.1_ASM17021v1_genomic_3165","GCF_000170255.1_ASM17025v1_genomic_3288","GCF_000171255.1_ASM17125v1_genomic_3006","GCF_000171275.1_ASM17127v1_genomic_3086","GCF_000171315.1_ASM17131v1_genomic_3061","GCF_000171415.1_ASM17141v1_genomic_3392","GCF_000171515.1_ASM17151v1_genomic_30155","GCF_000171535.2_ASM17153v2_genomic_30699"
"group_1144","","","13","13","1","11","2032","","","","854","854","854","GCF_000007545.1_ASM754v1_genomic_4494","GCF_000020745.1_ASM2074v1_genomic_1698","GCF_000020885.1_ASM2088v1_genomic_11453","GCF_000020925.1_ASM2092v1_genomic_15604","GCF_000022165.1_ASM2216v1_genomic_6929","GCF_000170215.1_ASM17021v1_genomic_6678","GCF_000170255.1_ASM17025v1_genomic_6867","GCF_000171255.1_ASM17125v1_genomic_1548","GCF_000171275.1_ASM17127v1_genomic_22729","GCF_000171315.1_ASM17131v1_genomic_32815","GCF_000171415.1_ASM17141v1_genomic_6975","GCF_000171515.1_ASM17151v1_genomic_6625","GCF_000171535.2_ASM17153v2_genomic_16724"
"group_1146","","","13","13","1","11","2043","","","","140","140","140","GCF_000007545.1_ASM754v1_genomic_26110","GCF_000020745.1_ASM2074v1_genomic_26459","GCF_000020885.1_ASM2088v1_genomic_26428","GCF_000020925.1_ASM2092v1_genomic_27076","GCF_000022165.1_ASM2216v1_genomic_23808","GCF_000170215.1_ASM17021v1_genomic_22692","GCF_000170255.1_ASM17025v1_genomic_23614","GCF_000171255.1_ASM17125v1_genomic_24779","GCF_000171275.1_ASM17127v1_genomic_22350","GCF_000171315.1_ASM17131v1_genomic_22874","GCF_000171415.1_ASM17141v1_genomic_26932","GCF_000171515.1_ASM17151v1_genomic_22868","GCF_000171535.2_ASM17153v2_genomic_26710"
"group_1147","","","13","13","1","11","2046","","","","845","890","886","GCF_000007545.1_ASM754v1_genomic_1662","GCF_000020745.1_ASM2074v1_genomic_29429","GCF_000020885.1_ASM2088v1_genomic_33193","GCF_000020925.1_ASM2092v1_genomic_37376","GCF_000022165.1_ASM2216v1_genomic_2234","GCF_000170215.1_ASM17021v1_genomic_22111","GCF_000170255.1_ASM17025v1_genomic_2207","GCF_000171255.1_ASM17125v1_genomic_28511","GCF_000171275.1_ASM17127v1_genomic_17233","GCF_000171315.1_ASM17131v1_genomic_23760","GCF_000171415.1_ASM17141v1_genomic_7008","GCF_000171515.1_ASM17151v1_genomic_35375","GCF_000171535.2_ASM17153v2_genomic_12233"
"group_1148","","","13","13","1","11","2070","","","","800","800","800","GCF_000007545.1_ASM754v1_genomic_9630","GCF_000020745.1_ASM2074v1_genomic_36700","GCF_000020885.1_ASM2088v1_genomic_5090","GCF_000020925.1_ASM2092v1_genomic_20674","GCF_000022165.1_ASM2216v1_genomic_4371","GCF_000170215.1_ASM17021v1_genomic_22277","GCF_000170255.1_ASM17025v1_genomic_4303","GCF_000171255.1_ASM17125v1_genomic_13210","GCF_000171275.1_ASM17127v1_genomic_18553","GCF_000171315.1_ASM17131v1_genomic_8155","GCF_000171415.1_ASM17141v1_genomic_17811","GCF_000171515.1_ASM17151v1_genomic_8654","GCF_000171535.2_ASM17153v2_genomic_12187"
"group_1149","","","13","13","1","11","2072","","","","1517","1559","1539","GCF_000007545.1_ASM754v1_genomic_27722","GCF_000020745.1_ASM2074v1_genomic_11588","GCF_000020885.1_ASM2088v1_genomic_20820","GCF_000020925.1_ASM2092v1_genomic_3649","GCF_000022165.1_ASM2216v1_genomic_29456","GCF_000170215.1_ASM17021v1_genomic_4601","GCF_000170255.1_ASM17025v1_genomic_39072","GCF_000171255.1_ASM17125v1_genomic_11210","GCF_000171275.1_ASM17127v1_genomic_11349","GCF_000171315.1_ASM17131v1_genomic_22108","GCF_000171415.1_ASM17141v1_genomic_9257","GCF_000171515.1_ASM17151v1_genomic_36636","GCF_000171535.2_ASM17153v2_genomic_5321"
"group_115","","","13","13","1","11","5141","","","","185","311","271","GCF_000007545.1_ASM754v1_genomic_29284","GCF_000020745.1_ASM2074v1_genomic_16144","GCF_000020885.1_ASM2088v1_genomic_14563","GCF_000020925.1_ASM2092v1_genomic_31120","GCF_000022165.1_ASM2216v1_genomic_30542","GCF_000170215.1_ASM17021v1_genomic_33238","GCF_000170255.1_ASM17025v1_genomic_30289","GCF_000171255.1_ASM17125v1_genomic_22226","GCF_000171275.1_ASM17127v1_genomic_14066","GCF_000171315.1_ASM17131v1_genomic_3886","GCF_000171415.1_ASM17141v1_genomic_34476","GCF_000171515.1_ASM17151v1_genomic_29474","GCF_000171535.2_ASM17153v2_genomic_30021"
"group_1150","","","13","13","1","11","2106","","","","422","422","422","GCF_000007545.1_ASM754v1_genomic_30371","GCF_000020745.1_ASM2074v1_genomic_1259","GCF_000020885.1_ASM2088v1_genomic_22627","GCF_000020925.1_ASM2092v1_genomic_23315","GCF_000022165.1_ASM2216v1_genomic_22427","GCF_000170215.1_ASM17021v1_genomic_21430","GCF_000170255.1_ASM17025v1_genomic_22241","GCF_000171255.1_ASM17125v1_genomic_32996","GCF_000171275.1_ASM17127v1_genomic_15200","GCF_000171315.1_ASM17131v1_genomic_29100","GCF_000171415.1_ASM17141v1_genomic_1732","GCF_000171515.1_ASM17151v1_genomic_21561","GCF_000171535.2_ASM17153v2_genomic_37180"
"group_1151","","","13","13","1","11","2107","","","","701","719","702","GCF_000007545.1_ASM754v1_genomic_2550","GCF_000020745.1_ASM2074v1_genomic_11145","GCF_000020885.1_ASM2088v1_genomic_5087","GCF_000020925.1_ASM2092v1_genomic_6585","GCF_000022165.1_ASM2216v1_genomic_10186","GCF_000170215.1_ASM17021v1_genomic_9799","GCF_000170255.1_ASM17025v1_genomic_10090","GCF_000171255.1_ASM17125v1_genomic_11922","GCF_000171275.1_ASM17127v1_genomic_35062","GCF_000171315.1_ASM17131v1_genomic_36452","GCF_000171415.1_ASM17141v1_genomic_19220","GCF_000171515.1_ASM17151v1_genomic_17596","GCF_000171535.2_ASM17153v2_genomic_8532"
"group_1157","","","13","13","1","11","7432","","","","680","680","680","GCF_000007545.1_ASM754v1_genomic_3021","GCF_000020745.1_ASM2074v1_genomic_24593","GCF_000020885.1_ASM2088v1_genomic_19533","GCF_000020925.1_ASM2092v1_genomic_14637","GCF_000022165.1_ASM2216v1_genomic_2297","GCF_000170215.1_ASM17021v1_genomic_15296","GCF_000170255.1_ASM17025v1_genomic_2271","GCF_000171255.1_ASM17125v1_genomic_26621","GCF_000171275.1_ASM17127v1_genomic_25568","GCF_000171315.1_ASM17131v1_genomic_16880","GCF_000171415.1_ASM17141v1_genomic_10692","GCF_000171515.1_ASM17151v1_genomic_10137","GCF_000171535.2_ASM17153v2_genomic_17411"
"group_1158","","","13","13","1","11","7438","","","","752","899","887","GCF_000007545.1_ASM754v1_genomic_12003","GCF_000020745.1_ASM2074v1_genomic_6639","GCF_000020885.1_ASM2088v1_genomic_2675","GCF_000020925.1_ASM2092v1_genomic_27781","GCF_000022165.1_ASM2216v1_genomic_35217","GCF_000170215.1_ASM17021v1_genomic_11937","GCF_000170255.1_ASM17025v1_genomic_34917","GCF_000171255.1_ASM17125v1_genomic_7338","GCF_000171275.1_ASM17127v1_genomic_10439","GCF_000171315.1_ASM17131v1_genomic_33734","GCF_000171415.1_ASM17141v1_genomic_37822","GCF_000171515.1_ASM17151v1_genomic_19418","GCF_000171535.2_ASM17153v2_genomic_19258"
