# BUSCO version is: 6.0.0 
# The lineage dataset is: enterobacterales_odb10 (Creation date: 2024-01-08, number of genomes: 212, number of BUSCOs: 440)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
12072at91347	Complete	NZ_ABFG01000007.1	123914	125803	+	836.6	455	https://v10-1.orthodb.org/?query=12072at91347	ATP-dependent RNA helicase DeaD
12374at91347	Complete	NZ_ABFG01000003.1	256350	258212	+	971.7	523	https://v10-1.orthodb.org/?query=12374at91347	1-deoxy-D-xylulose-5-phosphate synthase
12745at91347	Complete	NZ_ABFG01000003.1	191956	190028	-	806.7	500	https://v10-1.orthodb.org/?query=12745at91347	DNA polymerase III subunit gamma/tau
12922at91347	Complete	NZ_ABFG01000004.1	305791	307632	+	768.1	497	https://v10-1.orthodb.org/?query=12922at91347	NADH-plastoquinone oxidoreductase, chain 5
13022at91347	Complete	NZ_ABFG01000001.1	180544	179114	-	615.1	381	https://v10-1.orthodb.org/?query=13022at91347	Exodeoxyribonuclease I
13051at91347	Complete	NZ_ABFG01000009.1	58263	56617	-	1007.3	495	https://v10-1.orthodb.org/?query=13051at91347	GroEL-like apical domain superfamily
13068at91347	Complete	NZ_ABFG01000012.1	3358	944	-	861.5	632	https://v10-1.orthodb.org/?query=13068at91347	Outer membrane protein assembly factor BamA
13089at91347	Complete	NZ_ABFG01000006.1	22132	23703	+	805.5	442	https://v10-1.orthodb.org/?query=13089at91347	2-isopropylmalate synthase
13521at91347	Complete	NZ_ABFG01000001.1	514356	512794	-	743.8	414	https://v10-1.orthodb.org/?query=13521at91347	anthranilate synthase component I
13589at91347	Complete	NZ_ABFG01000008.1	270451	272340	+	967.0	522	https://v10-1.orthodb.org/?query=13589at91347	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
13669at91347	Complete	NZ_ABFG01000004.1	88227	89699	+	508.7	358	https://v10-1.orthodb.org/?query=13669at91347	GTPase Der
14646at91347	Complete	NZ_ABFG01000008.1	242280	240430	-	1012.1	523	https://v10-1.orthodb.org/?query=14646at91347	Dihydroxy-acid dehydratase
15307at91347	Complete	NZ_ABFG01000014.1	48708	50078	+	751.2	404	https://v10-1.orthodb.org/?query=15307at91347	Adenylosuccinate lyase
15629at91347	Complete	NZ_ABFG01000005.1	61026	64397	+	1264.3	911	https://v10-1.orthodb.org/?query=15629at91347	exonuclease V subunit gamma
15960at91347	Complete	NZ_ABFG01000008.1	283374	285203	+	853.4	495	https://v10-1.orthodb.org/?query=15960at91347	Glutamine--fructose-6-phosphate aminotransferase 
16772at91347	Complete	NZ_ABFG01000008.1	276263	277804	+	864.0	433	https://v10-1.orthodb.org/?query=16772at91347	ATP synthase subunit alpha
16784at91347	Complete	NZ_ABFG01000005.1	257138	258694	+	717.7	408	https://v10-1.orthodb.org/?query=16784at91347	Glutamate--cysteine ligase
16910at91347	Complete	NZ_ABFG01000009.1	24187	22889	-	594.6	351	https://v10-1.orthodb.org/?query=16910at91347	Adenylosuccinate synthetase
17229at91347	Complete	NZ_ABFG01000005.1	43152	44414	+	585.6	347	https://v10-1.orthodb.org/?query=17229at91347	Diaminopimelate decarboxylase
17277at91347	Complete	NZ_ABFG01000003.1	228769	227498	-	628.2	344	https://v10-1.orthodb.org/?query=17277at91347	Zinc finger, ClpX C4-type
17608at91347	Complete	NZ_ABFG01000002.1	14142	15542	+	711.6	386	https://v10-1.orthodb.org/?query=17608at91347	Chromosomal replication initiator protein DnaA
17649at91347	Complete	NZ_ABFG01000008.1	278745	280127	+	808.7	399	https://v10-1.orthodb.org/?query=17649at91347	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
17778at91347	Complete	NZ_ABFG01000008.1	18806	17430	-	813.2	419	https://v10-1.orthodb.org/?query=17778at91347	Argininosuccinate lyase
17858at91347	Complete	NZ_ABFG01000009.1	193517	191868	-	863.7	473	https://v10-1.orthodb.org/?query=17858at91347	Glucose-6-phosphate isomerase
18389at91347	Complete	NZ_ABFG01000004.1	286075	283931	-	830.0	546	https://v10-1.orthodb.org/?query=18389at91347	Phosphate acetyltransferase
18497at91347	Complete	NZ_ABFG01000001.1	500045	498585	-	777.6	436	https://v10-1.orthodb.org/?query=18497at91347	Cardiolipin synthase A
18548at91347	Complete	NZ_ABFG01000004.1	84948	86285	+	599.3	363	https://v10-1.orthodb.org/?query=18548at91347	Histidine--tRNA ligase
18659at91347	Complete	NZ_ABFG01000008.1	228665	227406	-	851.4	389	https://v10-1.orthodb.org/?query=18659at91347	Transcription termination factor Rho
18707at91347	Complete	NZ_ABFG01000007.1	114173	115675	+	676.6	394	https://v10-1.orthodb.org/?query=18707at91347	Transcription termination/antitermination protein NusA
19149at91347	Complete	NZ_ABFG01000003.1	272021	270894	-	677.6	341	https://v10-1.orthodb.org/?query=19149at91347	Queuine tRNA-ribosyltransferase
19201at91347	Complete	NZ_ABFG01000006.1	4727	3252	-	691.2	405	https://v10-1.orthodb.org/?query=19201at91347	UDP-N-acetylmuramate--L-alanine ligase
19461at91347	Complete	NZ_ABFG01000003.1	133757	132372	-	649.4	392	https://v10-1.orthodb.org/?query=19461at91347	Cysteine--tRNA ligase
19548at91347	Complete	NZ_ABFG01000004.1	46226	47479	+	735.9	367	https://v10-1.orthodb.org/?query=19548at91347	Serine hydroxymethyltransferase
19553at91347	Complete	NZ_ABFG01000006.1	1510	248	-	580.8	336	https://v10-1.orthodb.org/?query=19553at91347	Cell division protein FtsA
19608at91347	Complete	NZ_ABFG01000003.1	188937	187063	-	1007.9	546	https://v10-1.orthodb.org/?query=19608at91347	Histidine kinase/HSP90-like ATPase
19761at91347	Complete	NZ_ABFG01000023.1	5638	6969	+	667.0	371	https://v10-1.orthodb.org/?query=19761at91347	Protein translocase subunit SecY
19976at91347	Complete	NZ_ABFG01000001.1	326429	328201	+	831.6	505	https://v10-1.orthodb.org/?query=19976at91347	Aspartate--tRNA ligase
20568at91347	Complete	NZ_ABFG01000002.1	12741	11095	-	620.8	400	https://v10-1.orthodb.org/?query=20568at91347	Membrane protein insertase YidC
20637at91347	Complete	NZ_ABFG01000007.1	36212	37657	+	768.2	424	https://v10-1.orthodb.org/?query=20637at91347	Metalloprotease TldD/PmbA
20863at91347	Complete	NZ_ABFG01000017.1	20637	19483	-	666.8	334	https://v10-1.orthodb.org/?query=20863at91347	S-adenosylmethionine synthetase
20969at91347	Complete	NZ_ABFG01000002.1	135229	133952	-	620.1	367	https://v10-1.orthodb.org/?query=20969at91347	3-deoxy-D-manno-octulosonic-acid transferase, N-terminal
21870at91347	Complete	NZ_ABFG01000013.1	18776	17202	-	730.2	428	https://v10-1.orthodb.org/?query=21870at91347	Probable lipid II flippase MurJ
21912at91347	Complete	NZ_ABFG01000022.1	12244	10844	-	683.2	380	https://v10-1.orthodb.org/?query=21912at91347	Asparagine--tRNA ligase
22092at91347	Complete	NZ_ABFG01000006.1	152079	150793	-	641.9	363	https://v10-1.orthodb.org/?query=22092at91347	Threonine synthase
22118at91347	Complete	NZ_ABFG01000008.1	59746	61077	+	776.0	397	https://v10-1.orthodb.org/?query=22118at91347	ATP-dependent protease ATPase subunit HslU
22142at91347	Complete	NZ_ABFG01000001.1	320715	318982	-	842.5	492	https://v10-1.orthodb.org/?query=22142at91347	Arginine--tRNA ligase
22239at91347	Complete	NZ_ABFG01000016.1	19333	20757	+	731.9	409	https://v10-1.orthodb.org/?query=22239at91347	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
22268at91347	Complete	NZ_ABFG01000005.1	339272	340633	+	676.0	406	https://v10-1.orthodb.org/?query=22268at91347	Signal recognition particle protein
22626at91347	Complete	NZ_ABFG01000002.1	213204	215273	+	797.9	564	https://v10-1.orthodb.org/?query=22626at91347	Glycine--tRNA ligase beta subunit
23148at91347	Complete	NZ_ABFG01000003.1	224186	222315	-	695.9	526	https://v10-1.orthodb.org/?query=23148at91347	Peptidylprolyl isomerase
23303at91347	Complete	NZ_ABFG01000004.1	348692	347562	-	655.6	327	https://v10-1.orthodb.org/?query=23303at91347	Ribonucleotide reductase small subunit
23619at91347	Complete	NZ_ABFG01000010.1	176837	178126	+	662.2	365	https://v10-1.orthodb.org/?query=23619at91347	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
23866at91347	Complete	NZ_ABFG01000012.1	50438	51856	+	675.9	372	https://v10-1.orthodb.org/?query=23866at91347	Polymerase A arginine-rich C-terminal domain
24168at91347	Complete	NZ_ABFG01000008.1	236890	235415	-	783.3	418	https://v10-1.orthodb.org/?query=24168at91347	ketol-acid reductoisomerase
24492at91347	Complete	NZ_ABFG01000005.1	18053	19570	+	743.4	400	https://v10-1.orthodb.org/?query=24492at91347	Lysine--tRNA ligase
25024at91347	Complete	NZ_ABFG01000004.1	190399	188672	-	898.4	494	https://v10-1.orthodb.org/?query=25024at91347	PEP-utilising enzyme, C-terminal
25383at91347	Complete	NZ_ABFG01000012.1	92357	90933	-	690.1	399	https://v10-1.orthodb.org/?query=25383at91347	Dihydrolipoyl dehydrogenase
25899at91347	Complete	NZ_ABFG01000021.1	1661	2809	+	608.2	337	https://v10-1.orthodb.org/?query=25899at91347	Lipid-A-disaccharide synthase
26452at91347	Complete	NZ_ABFG01000003.1	243123	244487	+	576.2	382	https://v10-1.orthodb.org/?query=26452at91347	Major facilitator superfamily
26874at91347	Complete	NZ_ABFG01000002.1	15547	16647	+	380.0	292	https://v10-1.orthodb.org/?query=26874at91347	Beta sliding clamp
26959at91347	Complete	NZ_ABFG01000017.1	40447	41610	+	604.4	346	https://v10-1.orthodb.org/?query=26959at91347	Phosphoglycerate kinase
26964at91347	Complete	NZ_ABFG01000010.1	36713	35421	-	644.2	369	https://v10-1.orthodb.org/?query=26964at91347	Serine--tRNA ligase
27487at91347	Complete	NZ_ABFG01000006.1	317619	316267	-	728.9	413	https://v10-1.orthodb.org/?query=27487at91347	Metalloprotease TldD/PmbA
27549at91347	Complete	NZ_ABFG01000009.1	167087	165672	-	778.3	398	https://v10-1.orthodb.org/?query=27549at91347	DNA helicase, DnaB-like, N-terminal
27820at91347	Complete	NZ_ABFG01000005.1	366444	365089	-	652.3	386	https://v10-1.orthodb.org/?query=27820at91347	Phospholipase D-like domain
28109at91347	Complete	NZ_ABFG01000004.1	203713	205128	+	698.3	403	https://v10-1.orthodb.org/?query=28109at91347	Glutamate--tRNA ligase
29283at91347	Missing
29509at91347	Complete	NZ_ABFG01000006.1	142217	141078	-	582.7	330	https://v10-1.orthodb.org/?query=29509at91347	Chaperone protein DnaJ
29648at91347	Complete	NZ_ABFG01000004.1	194275	196290	+	825.8	544	https://v10-1.orthodb.org/?query=29648at91347	DNA ligase
29797at91347	Complete	NZ_ABFG01000005.1	349518	348358	-	503.7	335	https://v10-1.orthodb.org/?query=29797at91347	Chorismate mutase
29906at91347	Complete	NZ_ABFG01000007.1	27448	28491	+	652.1	311	https://v10-1.orthodb.org/?query=29906at91347	rod shape-determining protein
30360at91347	Complete	NZ_ABFG01000023.1	8706	9695	+	516.7	265	https://v10-1.orthodb.org/?query=30360at91347	DNA-directed RNA polymerase subunit alpha
30417at91347	Complete	NZ_ABFG01000006.1	12391	10904	-	639.8	418	https://v10-1.orthodb.org/?query=30417at91347	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
30806at91347	Complete	NZ_ABFG01000007.1	21431	20082	-	704.9	367	https://v10-1.orthodb.org/?query=30806at91347	Acetyl-CoA carboxylase, biotin carboxylase
30873at91347	Complete	NZ_ABFG01000006.1	9555	8473	-	492.6	297	https://v10-1.orthodb.org/?query=30873at91347	Phospho-N-acetylmuramoyl-pentapeptide-transferase
30994at91347	Complete	NZ_ABFG01000006.1	278032	279543	+	737.9	427	https://v10-1.orthodb.org/?query=30994at91347	leucyl aminopeptidase
31386at91347	Complete	NZ_ABFG01000014.1	3	878	+	469.3	253	https://v10-1.orthodb.org/?query=31386at91347	Glyceraldehyde-3-phosphate dehydrogenase
31545at91347	Complete	NZ_ABFG01000007.1	100601	101773	+	491.2	292	https://v10-1.orthodb.org/?query=31545at91347	GTPase Obg
31561at91347	Complete	NZ_ABFG01000011.1	129691	131547	+	811.8	504	https://v10-1.orthodb.org/?query=31561at91347	Peptidase S49
31637at91347	Complete	NZ_ABFG01000014.1	46870	47976	+	583.9	325	https://v10-1.orthodb.org/?query=31637at91347	tRNA-specific 2-thiouridylase
31738at91347	Complete	NZ_ABFG01000004.1	299305	300642	+	722.9	375	https://v10-1.orthodb.org/?query=31738at91347	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain
31787at91347	Complete	NZ_ABFG01000002.1	408595	409683	+	532.3	314	https://v10-1.orthodb.org/?query=31787at91347	3-dehydroquinate synthase
32356at91347	Complete	NZ_ABFG01000007.1	95836	97095	+	667.5	374	https://v10-1.orthodb.org/?query=32356at91347	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
32744at91347	Complete	NZ_ABFG01000006.1	98017	97067	-	439.1	260	https://v10-1.orthodb.org/?query=32744at91347	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
33151at91347	Complete	NZ_ABFG01000001.1	164025	165431	+	711.2	402	https://v10-1.orthodb.org/?query=33151at91347	6-phosphogluconate dehydrogenase
33224at91347	Complete	NZ_ABFG01000001.1	509827	508634	-	684.7	349	https://v10-1.orthodb.org/?query=33224at91347	Tryptophan synthase beta chain
33442at91347	Complete	NZ_ABFG01000001.1	511195	509837	-	638.2	398	https://v10-1.orthodb.org/?query=33442at91347	Indole-3-glycerol phosphate synthase
33787at91347	Complete	NZ_ABFG01000007.1	108249	109586	+	701.2	382	https://v10-1.orthodb.org/?query=33787at91347	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
34836at91347	Missing
35016at91347	Complete	NZ_ABFG01000004.1	239668	240753	+	565.8	312	https://v10-1.orthodb.org/?query=35016at91347	Chorismate synthase
35495at91347	Complete	NZ_ABFG01000004.1	15008	15913	+	331.9	238	https://v10-1.orthodb.org/?query=35495at91347	GTPase Era
35539at91347	Complete	NZ_ABFG01000002.1	212283	213194	+	498.2	266	https://v10-1.orthodb.org/?query=35539at91347	Glycine--tRNA ligase alpha subunit
35630at91347	Complete	NZ_ABFG01000010.1	176750	175710	-	601.5	286	https://v10-1.orthodb.org/?query=35630at91347	Biotin synthase
35760at91347	Complete	NZ_ABFG01000006.1	276537	275455	-	489.3	310	https://v10-1.orthodb.org/?query=35760at91347	LPS export ABC transporter permease LptG
35816at91347	Complete	NZ_ABFG01000006.1	102941	102003	-	446.3	275	https://v10-1.orthodb.org/?query=35816at91347	Riboflavin kinase
35918at91347	Complete	NZ_ABFG01000012.1	116430	115513	-	503.0	257	https://v10-1.orthodb.org/?query=35918at91347	UDP-3-O-acyl-N-acetylglucosamine deacetylase
36137at91347	Complete	NZ_ABFG01000002.1	159046	160065	+	495.3	283	https://v10-1.orthodb.org/?query=36137at91347	Glycerol-3-phosphate dehydrogenase 
36271at91347	Complete	NZ_ABFG01000005.1	70999	72834	+	499.0	413	https://v10-1.orthodb.org/?query=36271at91347	exonuclease V subunit alpha
36292at91347	Complete	NZ_ABFG01000017.1	41712	42791	+	592.9	324	https://v10-1.orthodb.org/?query=36292at91347	class II fructose-bisphosphate aldolase
36653at91347	Complete	NZ_ABFG01000001.1	174188	172884	-	615.9	361	https://v10-1.orthodb.org/?query=36653at91347	Histidinol dehydrogenase
36667at91347	Complete	NZ_ABFG01000008.1	87903	86941	-	515.6	279	https://v10-1.orthodb.org/?query=36667at91347	ATP-dependent 6-phosphofructokinase
37096at91347	Complete	NZ_ABFG01000007.1	231096	229855	-	569.1	357	https://v10-1.orthodb.org/?query=37096at91347	Multifunctional CCA protein
37391at91347	Complete	NZ_ABFG01000001.1	175190	174291	-	459.5	250	https://v10-1.orthodb.org/?query=37391at91347	ATP phosphoribosyltransferase
38001at91347	Complete	NZ_ABFG01000012.1	117502	116531	-	527.1	263	https://v10-1.orthodb.org/?query=38001at91347	Cell division protein FtsZ
38133at91347	Complete	NZ_ABFG01000006.1	8470	7154	-	596.2	376	https://v10-1.orthodb.org/?query=38133at91347	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
38228at91347	Complete	NZ_ABFG01000005.1	124718	126016	+	703.1	374	https://v10-1.orthodb.org/?query=38228at91347	Enolase
38408at91347	Complete	NZ_ABFG01000001.1	516227	517102	+	372.0	235	https://v10-1.orthodb.org/?query=38408at91347	Pseudouridine synthase
38762at91347	Complete	NZ_ABFG01000004.1	303396	304373	+	530.2	274	https://v10-1.orthodb.org/?query=38762at91347	NADH-quinone oxidoreductase subunit H
38913at91347	Complete	NZ_ABFG01000004.1	58410	59624	+	605.0	329	https://v10-1.orthodb.org/?query=38913at91347	Pyridoxal phosphate-dependent transferase
39012at91347	Complete	NZ_ABFG01000012.1	7891	6695	-	588.3	350	https://v10-1.orthodb.org/?query=39012at91347	1-deoxy-D-xylulose 5-phosphate reductoisomerase
39499at91347	Complete	NZ_ABFG01000001.1	454948	454001	-	511.7	276	https://v10-1.orthodb.org/?query=39499at91347	Ribose-phosphate pyrophosphokinase
40340at91347	Complete	NZ_ABFG01000001.1	171811	170744	-	515.4	299	https://v10-1.orthodb.org/?query=40340at91347	Imidazoleglycerol-phosphate dehydratase
40851at91347	Complete	NZ_ABFG01000004.1	81294	82460	+	573.8	323	https://v10-1.orthodb.org/?query=40851at91347	Dual-specificity RNA methyltransferase RlmN
40895at91347	Complete	NZ_ABFG01000001.1	341775	340333	-	770.4	422	https://v10-1.orthodb.org/?query=40895at91347	Pyruvate kinase
40939at91347	Complete	NZ_ABFG01000001.1	391768	392649	+	437.4	248	https://v10-1.orthodb.org/?query=40939at91347	Protease HtpX
41092at91347	Complete	NZ_ABFG01000005.1	57416	58291	+	412.3	241	https://v10-1.orthodb.org/?query=41092at91347	Prolipoprotein diacylglyceryl transferase
41111at91347	Complete	NZ_ABFG01000004.1	245458	246672	+	650.5	358	https://v10-1.orthodb.org/?query=41111at91347	Beta-ketoacyl synthase, C-terminal
42181at91347	Complete	NZ_ABFG01000003.1	263001	261898	-	556.7	313	https://v10-1.orthodb.org/?query=42181at91347	Riboflavin biosynthesis protein RibD
42318at91347	Complete	NZ_ABFG01000002.1	413514	414518	+	521.7	296	https://v10-1.orthodb.org/?query=42318at91347	Tryptophan--tRNA ligase
43000at91347	Complete	NZ_ABFG01000008.1	10327	9476	-	371.0	234	https://v10-1.orthodb.org/?query=43000at91347	Glutamate racemase
43106at91347	Complete	NZ_ABFG01000006.1	5913	4846	-	482.4	293	https://v10-1.orthodb.org/?query=43106at91347	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
43407at91347	Complete	NZ_ABFG01000004.1	83783	84901	+	670.6	337	https://v10-1.orthodb.org/?query=43407at91347	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
43441at91347	Complete	NZ_ABFG01000014.1	92252	91299	-	473.5	273	https://v10-1.orthodb.org/?query=43441at91347	3-oxoacyl-
43537at91347	Complete	NZ_ABFG01000007.1	225812	224067	-	749.0	485	https://v10-1.orthodb.org/?query=43537at91347	DNA primase
43538at91347	Complete	NZ_ABFG01000017.1	15389	14442	-	421.7	253	https://v10-1.orthodb.org/?query=43538at91347	Glutathione synthetase
43976at91347	Complete	NZ_ABFG01000016.1	53221	54333	+	621.6	327	https://v10-1.orthodb.org/?query=43976at91347	Probable peptidoglycan glycosyltransferase FtsW/RodA
44171at91347	Complete	NZ_ABFG01000001.1	172887	171808	-	492.7	295	https://v10-1.orthodb.org/?query=44171at91347	Histidinol-phosphate aminotransferase
44707at91347	Complete	NZ_ABFG01000003.1	255427	256326	+	399.2	246	https://v10-1.orthodb.org/?query=44707at91347	Polyprenyl synthetase
44837at91347	Complete	NZ_ABFG01000010.1	17862	16579	-	625.4	365	https://v10-1.orthodb.org/?query=44837at91347	3-phosphoshikimate 1-carboxyvinyltransferase
45215at91347	Complete	NZ_ABFG01000020.1	31421	30147	-	568.2	354	https://v10-1.orthodb.org/?query=45215at91347	Tyrosine--tRNA ligase
46153at91347	Complete	NZ_ABFG01000006.1	23703	24794	+	608.8	324	https://v10-1.orthodb.org/?query=46153at91347	3-isopropylmalate dehydrogenase
46419at91347	Complete	NZ_ABFG01000009.1	26832	25573	-	584.3	310	https://v10-1.orthodb.org/?query=46419at91347	Protein HflK
46906at91347	Complete	NZ_ABFG01000016.1	22636	23514	+	433.3	245	https://v10-1.orthodb.org/?query=46906at91347	Transporter-associated domain
