#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	1973190	1973312	-	AJBGEP_01959	4.6	6.7		RefSeq:WP_001713164.1, SO:0001217, UniParc:UPI00016C138F, UniRef:UniRef100_A0A5U7IQZ6, UniRef:UniRef50_A0A5U7IQZ6, UniRef:UniRef90_A0A5U7IQZ6
contig_1	1973913	1974071	+	AJBGEP_01960	5.7	9.7		SO:0001217, UniParc:UPI000169F439, UniRef:UniRef100_A0A455S6H5, UniRef:UniRef50_A0A447JJD1, UniRef:UniRef90_A0A447JJD1
contig_1	2095348	2095497	-	AJBGEP_02103	5.5	6.0		SO:0001217, UniParc:UPI00016A0398, UniRef:UniRef100_A0A707T441, UniRef:UniRef50_A0A707T441, UniRef:UniRef90_A0A707T441
contig_1	2358975	2359082	-	AJBGEP_02375	4.2	9.3		SO:0001217, UniParc:UPI0001603F93, UniRef:UniRef100_A0A5Y0MR90, UniRef:UniRef50_A0A447TZS5, UniRef:UniRef50_A0A5Y0MR90, UniRef:UniRef90_A0A447TZS5, UniRef:UniRef90_A0A5Y0MR90
contig_1	2392337	2392438	-	AJBGEP_02409	3.7	4.4		SO:0001217, UniParc:UPI0005D83C6C, UniRef:UniRef100_A0A8D4ZS80, UniRef:UniRef50_A0A8D4ZS80, UniRef:UniRef90_A0A8D4ZS80
contig_1	2558585	2558680	+	AJBGEP_02567	3.7	6.0		SO:0001217, UniParc:UPI00024F1C1E, UniRef:UniRef100_A0A455S3T8, UniRef:UniRef50_A0A3S4H9S7, UniRef:UniRef90_A0A3S4H9S7
contig_1	2727575	2727754	+	AJBGEP_02715	6.5	10.6		SO:0001217, UniParc:UPI000408BED3, UniRef:UniRef100_A0A4Z0LFH4, UniRef:UniRef50_A0A4Z0LFH4, UniRef:UniRef90_A0A4Z0LFH4
contig_1	2793078	2793683	+	AJBGEP_02777	22.8	11.8		SO:0001217, UniParc:UPI0001BD0EB3, UniRef:UniRef100_A0A455S1S3, UniRef:UniRef50_A0A455S1S3, UniRef:UniRef90_A0A455S1S3
contig_1	2802191	2802370	-	AJBGEP_02789	6.9	5.4		
contig_1	2919547	2919729	+	AJBGEP_02916	6.8	7.8		SO:0001217, UniParc:UPI000169E65E, UniRef:UniRef100_A0A3U8MR52, UniRef:UniRef50_A0A3U8MR52, UniRef:UniRef90_A0A3U8MR52
contig_1	2957723	2957857	-	AJBGEP_02949	4.8	10.0		SO:0001217, UniParc:UPI000425F425, UniRef:UniRef100_A0A8D5DN88, UniRef:UniRef50_A0A379WNS4, UniRef:UniRef50_A0A447JDP4, UniRef:UniRef90_A0A379WNS4, UniRef:UniRef90_A0A5H7IL20
contig_1	3226954	3227145	-	AJBGEP_03223	6.6	4.1		SO:0001217, UniParc:UPI0005D7A2F8, UniRef:UniRef100_A0A4Z0L2K4, UniRef:UniRef50_A0A659S1Q6, UniRef:UniRef90_A0A659S1Q6
contig_1	3290734	3290961	-	AJBGEP_03288	8.2	5.9		
contig_1	3311398	3311859	-	AJBGEP_03309	16.9	6.2		
contig_1	3482355	3482456	-	AJBGEP_03480	3.7	6.5		SO:0001217, UniParc:UPI000169FC40, UniRef:UniRef100_A0A6C8GI00, UniRef:UniRef50_G5R666, UniRef:UniRef90_G5R666
contig_1	3568595	3568738	-	AJBGEP_03566	5.3	9.2		SO:0001217, UniParc:UPI00017F780E, UniRef:UniRef100_A0A8D5DXP7, UniRef:UniRef50_A0A8D5DXP7, UniRef:UniRef90_A0A8D5DXP7
contig_1	3598864	3599244	+	AJBGEP_03601	14.0	7.6		SO:0001217, UniParc:UPI0001603CD5, UniRef:UniRef100_A0A8D4YQT8, UniRef:UniRef50_A0A0H2VCZ3, UniRef:UniRef90_A0A0H2VCZ3
contig_1	3728906	3729031	+	AJBGEP_03734	4.6	11.0		SO:0001217, UniParc:UPI00016A00C2, UniRef:UniRef100_A0A455S0S9, UniRef:UniRef50_A0A379T4N8, UniRef:UniRef90_A0A379T4N8
contig_1	4066916	4067077	-	AJBGEP_04051	6.0	9.3		RefSeq:WP_152936421.1, SO:0001217, UniParc:UPI0005D9C553, UniRef:UniRef100_A0A455SGF8, UniRef:UniRef50_A0A455SGF8, UniRef:UniRef90_A0A455SGF8
contig_1	4078387	4078488	+	AJBGEP_04063	3.7	5.5		SO:0001217, UniParc:UPI0005D92894, UniRef:UniRef100_A0A455S9T1, UniRef:UniRef50_A0A3S4G6C1, UniRef:UniRef90_A0A3S4G6C1
contig_1	4388486	4388623	-	AJBGEP_04369	5.5	5.0		SO:0001217, UniParc:UPI00016A2184, UniRef:UniRef100_A0A455RZQ3, UniRef:UniRef50_A0A5Y2LYL8, UniRef:UniRef90_A0A455RZQ3
contig_1	4670877	4671191	-	AJBGEP_04628	12.1	8.7		SO:0001217, UniParc:UPI00016A2162, UniRef:UniRef100_A0A3T3EQM6, UniRef:UniRef50_A0A3U8EHJ2, UniRef:UniRef90_A0A3U8EHJ2
contig_1	4673931	4674110	-	AJBGEP_04631	6.8	6.8		SO:0001217, UniParc:UPI00016A2163, UniRef:UniRef100_A0A719DB58, UniRef:UniRef50_A0A5V6ND51, UniRef:UniRef90_A0A5V6ND51
contig_1	4765449	4765556	-	AJBGEP_04712	4.1	9.7		SO:0001217, UniParc:UPI0005D84673, UniRef:UniRef100_A0A455RY24, UniRef:UniRef50_A0A0J1LPK6, UniRef:UniRef90_A0A3S4G6C7
contig_1	4856468	4856575	+	AJBGEP_04804	4.2	5.4		SO:0001217, UniParc:UPI0003E45E31, UniRef:UniRef100_A0A8D4XY29, UniRef:UniRef50_A0A2X4TXI3, UniRef:UniRef90_A0A2X5BPJ9
contig_2	668	841	+	AJBGEP_04820	6.0	11.8		SO:0001217, UniParc:UPI0005991846, UniRef:UniRef100_A0A0B7J1Q6, UniRef:UniRef50_A0A0B7J1Q6, UniRef:UniRef90_A0A0B7J1Q6
contig_2	6534	6719	-	AJBGEP_04830	6.7	8.0		SO:0001217, UniParc:UPI0003167489, UniRef:UniRef100_A0A738QVW9, UniRef:UniRef50_A0A5V0WBE4, UniRef:UniRef90_A0A738QVW9
contig_2	8423	8536	+	AJBGEP_04834	4.2	6.5		SO:0001217, UniParc:UPI0001812ADC, UniRef:UniRef100_A0A484WV28, UniRef:UniRef50_A0A484WV28, UniRef:UniRef90_A0A484WV28
contig_2	24238	24525	-	AJBGEP_04852	10.6	11.6		RefSeq:WP_071530243.1, SO:0001217, UniParc:UPI0004F62411, UniRef:UniRef100_A0A724WRM7, UniRef:UniRef50_A0A736X0J9, UniRef:UniRef90_A0A736X0J9
contig_2	32582	32713	+	AJBGEP_04863	4.9	7.9		RefSeq:WP_001526971.1, SO:0001217, UniParc:UPI0001812A30, UniRef:UniRef100_E8XLJ5, UniRef:UniRef50_E8XLJ5, UniRef:UniRef90_E8XLJ5
contig_2	43535	43675	+	AJBGEP_04875	5.0	6.5		SO:0001217, UniParc:UPI0003E56209, UniRef:UniRef100_A0A0B7J200, UniRef:UniRef50_A0A0B7J200, UniRef:UniRef90_A0A0B7J200
contig_2	58713	58871	+	AJBGEP_04895	5.7	6.5		RefSeq:WP_001704449.1, SO:0001217, UniParc:UPI00024BBDB0, UniRef:UniRef100_H3JT76, UniRef:UniRef50_H3JT76, UniRef:UniRef90_H3JT76
