# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_42	cds	7721	8104	+	IKCLMC_00072	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZN00
contig_42	cds	8132	8710	+	IKCLMC_00073	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZN01
contig_42	cds	8759	9889	-	IKCLMC_00074	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZN02
contig_42	cds	9998	10399	+	IKCLMC_00075	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZN03
contig_42	cds	10410	11153	+	IKCLMC_00076	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZN04
contig_42	cds	11204	11599	+	IKCLMC_00077	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZN05
contig_42	cds	11620	11934	+	IKCLMC_00078	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZN06
contig_42	cds	11906	15001	+	IKCLMC_00079	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016C06C7
contig_42	cds	15004	15333	+	IKCLMC_00080	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZN08
contig_42	cds	15343	16041	+	IKCLMC_00081	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZN09
contig_42	cds	16033	16638	-	IKCLMC_00082	392.0	6.1e-138	1.0	1.0	0.990	UniRef:UniRef90_A0A455S1S3
contig_42	cds	16683	17330	+	IKCLMC_00083	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZN11
contig_42	cds	17344	17679	-	IKCLMC_00084	-	-	-	-	-	-
contig_43	cds	83	493	+	IKCLMC_00085	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3V2NLL1
contig_43	cds	536	775	+	IKCLMC_00086	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8XFJ8
contig_43	cds	816	1100	+	IKCLMC_00087	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q4AAY6
contig_43	cds	1078	2307	-	IKCLMC_00088	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q4AAY5
contig_43	ncRNA	2438	3319	+	IKCLMC_00089	1004.5	9.5e-85	-	-	-	RFAM:RF02746
contig_43	sorf	2506	2553	-	IKCLMC_00090	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O84887
contig_43	cds	2804	3283	-	IKCLMC_00091	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A718PTD8
contig_43	cds	3280	4236	-	IKCLMC_00092	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_D0ZSY7
contig_43	cds	4236	4886	-	IKCLMC_00093	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_D0ZSY8
contig_43	cds	4918	5493	-	IKCLMC_00094	370.0	4.7e-133	1.0	1.0	1.0	BlastRules:WP_000003307
contig_43	cds	5918	7540	+	IKCLMC_00095	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I9DPD7
contig_43	cds	7525	8262	-	IKCLMC_00096	500.0	8.6e-183	1.0	1.0	0.996	BlastRules:WP_000083343
contig_43	cds	8392	9726	+	IKCLMC_00097	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZMX7
contig_43	cds	9744	10643	-	IKCLMC_00098	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8E9RTY4
contig_43	cds	10746	11333	+	IKCLMC_00099	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q5PNB4
contig_43	cds	11395	11778	-	IKCLMC_00100	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CQ05
contig_43	cds	12097	12786	+	IKCLMC_00101	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P67073
contig_43	cds	12902	13939	-	IKCLMC_00102	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W5AT10
contig_43	cds	14143	14562	+	IKCLMC_00103	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZMX4
contig_43	cds	14635	15315	+	IKCLMC_00104	400.0	1.1e-143	1.0	0.974	0.881	BlastRules:WP_001300438
contig_43	cds	15369	18029	+	IKCLMC_00105	1739.0	0.0	1.0	1.0	1.0	BlastRules:WP_000082639
contig_43	sorf	18119	18160	+	IKCLMC_00106	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0DSG0
contig_43	cds	18144	19499	+	IKCLMC_00107	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CQ03
contig_43	cds	19544	19867	+	IKCLMC_00108	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CQ02
contig_43	cds	19864	21165	-	IKCLMC_00109	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Y9JN00
contig_43	cds	21269	21724	-	IKCLMC_00110	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZMX0
contig_44	cds	175	369	+	IKCLMC_00111	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1Z6
contig_44	cds	442	918	+	IKCLMC_00112	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O68926
contig_44	cds	915	1382	-	IKCLMC_00113	327.0	1.8e-117	1.0	1.0	1.0	BlastRules:WP_000495848
contig_44	cds	1762	2073	+	IKCLMC_00114	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQM1
contig_44	cds	2106	2735	+	IKCLMC_00115	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60446
contig_44	cds	2746	3351	+	IKCLMC_00116	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQL8
contig_44	cds	3348	3650	+	IKCLMC_00117	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPL3
contig_44	cds	3668	4489	+	IKCLMC_00118	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60428
contig_44	cds	4506	4784	+	IKCLMC_00119	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P66491
contig_44	cds	4799	5131	+	IKCLMC_00120	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQL2
contig_44	cds	5149	5850	+	IKCLMC_00121	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQL0
contig_44	cds	5863	6273	+	IKCLMC_00122	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPL4
contig_44	cds	6273	6464	+	IKCLMC_00123	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQK8
contig_44	cds	6464	6718	+	IKCLMC_00124	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P66451
contig_44	cds	6882	7253	+	IKCLMC_00125	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPL5
contig_44	cds	7264	7578	+	IKCLMC_00126	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q5PIU4
contig_44	cds	7593	8132	+	IKCLMC_00127	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P62405
contig_44	cds	8147	8452	+	IKCLMC_00128	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P66409
contig_44	cds	8486	8878	+	IKCLMC_00129	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQK2
contig_44	cds	8891	9424	+	IKCLMC_00130	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P66313
contig_44	cds	9434	9787	+	IKCLMC_00131	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPL6
contig_44	cds	9802	10305	+	IKCLMC_00132	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQJ8
contig_44	cds	10309	10488	+	IKCLMC_00133	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQJ6
contig_44	cds	10492	10926	+	IKCLMC_00134	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQJ5
contig_44	cds	10934	12265	+	IKCLMC_00135	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2T1LEL4
contig_44	cds	12297	12413	+	IKCLMC_00136	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7Q8
contig_44	ncRNA-region	12481	12592	+	-	101.5	5.3e-15	-	-	-	RFAM:RF00140
contig_44	cds	12560	12916	+	IKCLMC_00137	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM1
contig_44	cds	12933	13322	+	IKCLMC_00138	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O54296
contig_44	cds	13356	13976	+	IKCLMC_00139	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O54297
contig_44	cds	14002	14991	+	IKCLMC_00140	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQJ0
contig_44	cds	15032	15415	+	IKCLMC_00141	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPL7
contig_44	cds	15523	15891	+	IKCLMC_00142	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM2
contig_44	cds	15902	16327	+	IKCLMC_00143	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM3
contig_44	cds	16385	16654	+	IKCLMC_00144	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Y3JGV7
contig_44	cds	16590	17003	-	IKCLMC_00145	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1X8
contig_44	cds	17145	18521	-	IKCLMC_00146	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2J9
contig_44	cds	18543	19832	-	IKCLMC_00147	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B4TJX9
contig_44	cds	19884	20831	-	IKCLMC_00148	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3U7XW54
contig_44	cds	20847	21356	-	IKCLMC_00149	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM7
contig_44	cds	21488	22612	+	IKCLMC_00150	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8E9RSL6
contig_44	cds	22584	23057	+	IKCLMC_00151	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P66822
contig_44	cds	23084	23626	+	IKCLMC_00152	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM9
contig_44	cds	23631	24203	+	IKCLMC_00153	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3V6QHC7
contig_44	cds	24205	25026	+	IKCLMC_00154	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5FIX4
contig_44	cds	25023	25280	+	IKCLMC_00155	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A603C004
contig_44	cds	25256	25684	-	IKCLMC_00156	227.0	8.8e-75	0.901	0.977	0.992	UniRef:UniRef90_UPI0009AA64E2
contig_45	cds	886	1455	+	IKCLMC_00157	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A632S9W2
contig_45	cds	1614	1865	+	IKCLMC_00158	145.0	5.4e-44	0.855	1.0	0.986	UniRef:UniRef90_UPI000669E1FD
contig_45	cds	1862	2305	+	IKCLMC_00159	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5U3G5M5
contig_45	cds	2289	2894	+	IKCLMC_00160	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A627LV49
contig_45	cds	2896	4827	+	IKCLMC_00161	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A616RPQ4
contig_45	cds	4824	5183	+	IKCLMC_00162	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A617RQF4
contig_45	cds	5196	8192	+	IKCLMC_00163	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A616RR52
contig_45	cds	8179	8472	+	IKCLMC_00164	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Y3Q3P3
contig_45	cds	8502	9038	-	IKCLMC_00165	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A627LV93
contig_45	cds	9215	9769	+	IKCLMC_00166	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Y3Q4R8
contig_45	cds	9766	10020	+	IKCLMC_00167	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Y3Q820
contig_45	cds	9998	10528	-	IKCLMC_00168	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A632S9W3
contig_45	cds	10525	11532	-	IKCLMC_00169	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A617RR47
contig_45	cds	11673	12689	-	IKCLMC_00170	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A627LV40
contig_45	cds	12682	14352	-	IKCLMC_00171	999.0	0.0	1.002	0.960	0.910	UniRef:UniRef90_A0A5Y3Q8C5
contig_45	cds	14470	16686	+	IKCLMC_00172	1294.0	0.0	0.988	0.923	0.866	UniRef:UniRef90_UPI001C806FA2
contig_45	cds	16628	21229	+	IKCLMC_00173	2951.0	0.0	0.997	0.969	0.997	UniRef:UniRef90_UPI0021B31612
contig_45	cds	21263	21703	+	IKCLMC_00174	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A617ZY63
contig_45	cds	22051	22203	+	IKCLMC_00175	-	-	-	-	-	-
contig_45	cds	22291	22452	+	IKCLMC_00176	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016C015A
contig_45	cds	22453	22698	+	IKCLMC_00177	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A632SAE1
contig_45	cds	22702	23229	+	IKCLMC_00178	224.0	1.6e-72	0.863	0.926	0.728	UniRef:UniRef90_UPI002033F532
contig_45	cds	23368	23523	+	IKCLMC_00179	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8F6SCA2
contig_45	cds	23483	24094	+	IKCLMC_00180	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A632SA15
contig_45	cds	24091	24651	+	IKCLMC_00181	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A632S9X3
contig_45	cds	24648	25307	+	IKCLMC_00182	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Y3PYK2
contig_45	cds	25312	26025	+	IKCLMC_00183	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A638WAZ6
contig_45	cds	26104	26322	+	IKCLMC_00184	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Y3Q8B7
contig_45	cds	26325	27587	+	IKCLMC_00185	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A638WB93
contig_45	cds	27754	27894	+	IKCLMC_00186	86.3	1.4e-21	1.0	1.0	0.913	UniRef:UniRef90_A0A757YDA3
contig_45	cds	27899	28171	+	IKCLMC_00187	177.0	3.0e-56	1.0	0.857	0.967	UniRef:UniRef90_A0A5Y3Q0M2
contig_46	cds	1	423	+	IKCLMC_00188	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5T9BLN5
contig_46	cds	438	833	+	IKCLMC_00189	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V0A1G4
contig_46	cds	1120	2250	-	IKCLMC_00190	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5R8P2
contig_46	cds	2647	4626	+	IKCLMC_00191	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAE8YFJ2
contig_46	cds	5258	5563	+	IKCLMC_00192	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A603NDL4
contig_46	cds	5626	6228	+	IKCLMC_00193	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W8W0D5
contig_46	cds	6228	6434	+	IKCLMC_00194	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A617KNQ4
contig_46	cds	6437	7078	+	IKCLMC_00195	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A616ZG63
contig_46	cds	7211	8008	+	IKCLMC_00196	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A637BJ44
contig_46	cds	8141	8614	-	IKCLMC_00197	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A602URF6
contig_46	cds	9203	9391	+	IKCLMC_00198	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3R0MI46
contig_46	ncRNA	9299	9395	+	IKCLMC_00199	112.4	1.9e-18	-	-	-	RFAM:RF01392
contig_46	cds	9545	9763	+	IKCLMC_00200	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5U3I4D7
contig_46	cds	9775	10314	-	IKCLMC_00201	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A619ILC4
contig_46	cds	10492	10707	+	IKCLMC_00202	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5X1HQV3
contig_46	cds	10685	11173	+	IKCLMC_00203	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A603PXY9
contig_46	cds	11158	11661	+	IKCLMC_00204	307.0	1.4e-105	0.976	1.0	1.0	UniRef:UniRef90_A0A5V8J1H6
contig_46	cds	11850	12251	-	IKCLMC_00205	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V8J193
contig_46	cds	12537	13082	+	IKCLMC_00206	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Z7B7Y1
contig_46	cds	13054	14985	+	IKCLMC_00207	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A619IM40
contig_46	cds	14969	15172	+	IKCLMC_00208	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZMZ4
contig_46	cds	15130	16749	+	IKCLMC_00209	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A455RQK4
contig_46	cds	16739	18235	+	IKCLMC_00210	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZMZ6
contig_46	cds	18248	18595	+	IKCLMC_00211	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZMZ7
contig_46	cds	18650	19579	+	IKCLMC_00212	491.0	1.1e-173	1.0	1.0	0.790	UniRef:UniRef90_A0AAN3VA59
contig_46	cds	19735	20094	+	IKCLMC_00213	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZMZ9
contig_46	cds	20105	20488	+	IKCLMC_00214	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016BFEAB
contig_46	cds	20516	21094	+	IKCLMC_00215	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZN01
contig_46	cds	21300	22067	+	IKCLMC_00216	448.0	4.3e-158	0.941	0.873	0.967	UniRef:UniRef90_G5NB30
contig_46	cds	22381	22782	+	IKCLMC_00217	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZN03
