#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	2633174	2633269	+	HFCAGB_02664	3.7	6.0		SO:0001217, UniParc:UPI00024F1C1E, UniRef:UniRef100_A0A455S3T8, UniRef:UniRef50_A0A3S4H9S7, UniRef:UniRef90_A0A3S4H9S7
contig_1	2688828	2689550	+	HFCAGB_02727	27.5	5.5		SO:0001217, UniRef:UniRef50_M7RE93, UniRef:UniRef90_M7RE93
contig_1	2750795	2751061	+	HFCAGB_02783	10.2	10.9		
contig_1	2803698	2803877	+	HFCAGB_02818	6.5	10.6		SO:0001217, UniParc:UPI0003E4E654, UniRef:UniRef100_A0A1X8W7S3, UniRef:UniRef50_A0A4Z0LFH4, UniRef:UniRef90_A0A4Z0LFH4
contig_1	2947869	2948156	+	HFCAGB_02957	11.1	10.8		
contig_1	2982182	2982316	-	HFCAGB_02991	4.8	10.0		SO:0001217, UniParc:UPI000425F425, UniRef:UniRef100_A0A8D5DN88, UniRef:UniRef50_A0A379WNS4, UniRef:UniRef50_A0A447JDP4, UniRef:UniRef90_A0A379WNS4, UniRef:UniRef90_A0A5H7IL20
contig_1	3182893	3183015	-	HFCAGB_03201	4.7	10.6		SO:0001217, UniParc:UPI0002F95355, UniRef:UniRef100_A0A379WN91, UniRef:UniRef50_A0A379Q4Z4, UniRef:UniRef90_A0A379Q4Z4
contig_1	3254903	3255094	-	HFCAGB_03275	6.6	4.1		SO:0001217, UniParc:UPI00016A14ED, UniRef:UniRef100_A0A3T3ENM6, UniRef:UniRef50_A0A659S1Q6, UniRef:UniRef90_A0A659S1Q6
contig_1	3353125	3353265	-	HFCAGB_03370	5.6	5.6		
contig_1	3509303	3509404	-	HFCAGB_03530	3.7	6.5		SO:0001217, UniParc:UPI000169FC40, UniRef:UniRef100_A0A6C8GI00, UniRef:UniRef50_G5R666, UniRef:UniRef90_G5R666
contig_1	3528821	3528925	-	HFCAGB_03556	3.9	9.5		SO:0001217, UniParc:UPI0003E54430, UniRef:UniRef100_A0A447JBR0, UniRef:UniRef50_A0A447JBR0, UniRef:UniRef90_A0A447JBR0
contig_1	3595519	3595662	-	HFCAGB_03617	5.3	9.2		SO:0001217, UniParc:UPI00017F780E, UniRef:UniRef100_A0A8D5DXP7, UniRef:UniRef50_A0A8D5DXP7, UniRef:UniRef90_A0A8D5DXP7
contig_1	3625805	3626185	+	HFCAGB_03653	14.0	7.6		SO:0001217, UniParc:UPI0001603CD5, UniRef:UniRef100_A0A8D4YQT8, UniRef:UniRef50_A0A0H2VCZ3, UniRef:UniRef90_A0A0H2VCZ3
contig_1	3663949	3664218	-	HFCAGB_03709	10.3	9.1		SO:0001217, UniParc:UPI0003E58D79, UniRef:UniRef100_A0A509AVM1, UniRef:UniRef50_A0A379UW44, UniRef:UniRef90_A0A379UW44
contig_1	3754962	3755087	+	HFCAGB_03785	4.6	11.0		SO:0001217, UniParc:UPI00016A00C2, UniRef:UniRef100_A0A455S0S9, UniRef:UniRef50_A0A379T4N8, UniRef:UniRef90_A0A379T4N8
contig_1	4734669	4734854	+	HFCAGB_04721	6.7	7.8		SO:0001217, UniParc:UPI0002A6EDA3, UniRef:UniRef100_A0A5U6EKA8, UniRef:UniRef50_A0A5V0WBE4, UniRef:UniRef90_A0A5U6EKA8
contig_1	4738686	4738793	-	HFCAGB_04729	4.1	9.7		SO:0001217, UniRef:UniRef50_A0A0J1LPK6, UniRef:UniRef90_A0A3S4G6C7
contig_1	4769746	4770186	-	HFCAGB_04760	16.7	5.4		SO:0001217, UniParc:UPI0003187A52, UniRef:UniRef100_A0A1X8W9L5, UniRef:UniRef50_M7REC8, UniRef:UniRef90_M7REC8
contig_1	4770311	4770445	+	HFCAGB_04761	5.0	6.0		RefSeq:WP_001055725.1, SO:0001217, UniParc:UPI00016A1079, UniRef:UniRef100_M7SA05, UniRef:UniRef50_M7SA05, UniRef:UniRef90_M7SA05
contig_1	4829122	4829229	+	HFCAGB_04822	4.2	5.4		SO:0001217, UniParc:UPI0003E45E31, UniRef:UniRef100_A0A8D4XY29, UniRef:UniRef50_A0A2X4TXI3, UniRef:UniRef90_A0A2X5BPJ9
contig_2	10855	10986	-	HFCAGB_04848	4.9	7.9		RefSeq:WP_001526971.1, SO:0001217, UniParc:UPI0001812A30, UniRef:UniRef100_E8XLJ5, UniRef:UniRef50_E8XLJ5, UniRef:UniRef90_E8XLJ5
contig_2	24468	24734	+	HFCAGB_04868	9.9	9.8		SO:0001217, UniParc:UPI000053FB35, UniRef:UniRef100_A0A3Y6DJJ7, UniRef:UniRef50_A0A241PXZ5, UniRef:UniRef90_A0A241PXZ5
contig_2	25683	25829	-	HFCAGB_04870	5.3	5.9		RefSeq:WP_001112365.1, SO:0001217, UniParc:UPI000169FE2C, UniRef:UniRef100_A0A734G3Q6, UniRef:UniRef50_A0A763VRZ2, UniRef:UniRef90_A0A753QBR2
contig_2	26988	27086	-	HFCAGB_04873	3.4	8.3		SO:0001217, UniParc:UPI000169F957, UniRef:UniRef100_A0A379V0D2, UniRef:UniRef50_A0A2X5BUJ5, UniRef:UniRef90_A0A2X5BUJ5
contig_2	66970	67263	+	HFCAGB_04918	10.9	9.5		RefSeq:WP_000807685.1, SO:0001217, UniParc:UPI00016A1FCF, UniRef:UniRef100_A0A3G1QB29, UniRef:UniRef50_D0QMQ4, UniRef:UniRef90_D0QMQ4
