#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_5	484733	485047	+	ONMMKP_02372	12.1	8.7		SO:0001217, UniParc:UPI00016A2162, UniRef:UniRef100_A0A3T3EQM6, UniRef:UniRef50_A0A3U8EHJ2, UniRef:UniRef90_A0A3U8EHJ2
contig_5	590489	590620	-	ONMMKP_02483	4.6	10.3		SO:0001217, UniRef:UniRef50_A0A607EV91, UniRef:UniRef90_A0A607EV91
contig_5	810960	811082	-	ONMMKP_02671	4.6	8.8		SO:0001217, UniParc:UPI00016A007E, UniRef:UniRef100_A0A379WH53, UniRef:UniRef50_A0A3S4GRD1, UniRef:UniRef90_A0A3S4GRD1
contig_5	1073903	1074328	+	ONMMKP_02934	16.9	4.9		RefSeq:WP_001747551.1, SO:0001217, UniParc:UPI000023292F, UniRef:UniRef100_A0A5Y4VGY7, UniRef:UniRef50_B7LK56, UniRef:UniRef90_B7LK56
contig_5	1093051	1093278	-	ONMMKP_02955	8.0	5.3		RefSeq:WP_000248278.1, SO:0001217, UniParc:UPI00000BFEB5, UniRef:UniRef100_A0A0K2YSX9, UniRef:UniRef50_A0A0K2YSX9, UniRef:UniRef90_A0A0K2YSX9
contig_5	1102264	1102743	-	ONMMKP_02969	18.1	8.3		SO:0001217, UniParc:UPI00000B6DF3, UniRef:UniRef100_Q75QR0, UniRef:UniRef90_A0A0A0YVS5
contig_5	1701650	1701751	+	ONMMKP_03540	3.7	6.5		SO:0001217, UniParc:UPI000169FC40, UniRef:UniRef100_A0A6C8GI00, UniRef:UniRef50_G5R666, UniRef:UniRef90_G5R666
contig_5	1906290	1906403	-	ONMMKP_03741	4.0	6.7		SO:0001217, UniParc:UPI000169F1E8, UniRef:UniRef100_G5R5D4, UniRef:UniRef50_A0A3F3IVG0, UniRef:UniRef90_A0A3F3IVG0
contig_5	1973561	1973752	+	ONMMKP_03807	6.7	4.1		SO:0001217, UniParc:UPI0006D4B733, UniRef:UniRef100_A0A2T8MKK9, UniRef:UniRef50_A0A659S1Q6, UniRef:UniRef90_A0A659S1Q6
contig_5	2089391	2089537	+	ONMMKP_03919	5.7	9.1		SO:0001217, UniParc:UPI00016C1AE5, UniRef:UniRef100_A0A7D8IUD3, UniRef:UniRef50_A0A0N1QX22, UniRef:UniRef90_A0A0N1QX22
contig_5	2306782	2307024	-	ONMMKP_04145	9.1	4.9		RefSeq:WP_012512852.1, SO:0001217, UniParc:UPI00017A8C55, UniRef:UniRef100_A0A5I9M0D6, UniRef:UniRef50_A0A5U3ANR8, UniRef:UniRef90_A0A5I9M0D6
contig_5	2334971	2335090	-	ONMMKP_04184	4.7	8.5		SO:0001217, UniParc:UPI0002304BB3, UniRef:UniRef100_G5Q6H0, UniRef:UniRef50_E5G6P6, UniRef:UniRef90_E5G6P6
contig_5	2462084	2462263	-	ONMMKP_04301	6.5	10.6		SO:0001217, UniParc:UPI000408BED3, UniRef:UniRef100_A0A4Z0LFH4, UniRef:UniRef50_A0A4Z0LFH4, UniRef:UniRef90_A0A4Z0LFH4
contig_5	2570246	2570944	+	ONMMKP_04389	26.0	4.8		RefSeq:WP_001172085.1, SO:0001217, UniParc:UPI00016C1344, UniRef:UniRef100_A0A5X0DKG2, UniRef:UniRef50_A0A5X0DKG2, UniRef:UniRef90_A0A5X0DKG2
contig_5	2626001	2626096	-	ONMMKP_04449	3.7	6.0		SO:0001217, UniParc:UPI00024F1C1E, UniRef:UniRef100_A0A455S3T8, UniRef:UniRef50_A0A3S4H9S7, UniRef:UniRef90_A0A3S4H9S7
contig_5	2813593	2813700	+	ONMMKP_04629	4.2	9.3		SO:0001217, UniParc:UPI0001603F93, UniRef:UniRef100_A0A5Y0MR90, UniRef:UniRef50_A0A447TZS5, UniRef:UniRef50_A0A5Y0MR90, UniRef:UniRef90_A0A447TZS5, UniRef:UniRef90_A0A5Y0MR90
contig_5	2822269	2822382	+	ONMMKP_04637	4.2	4.1		SO:0001217, UniParc:UPI0005E6C374, UniRef:UniRef100_A0A2X5B4D3, UniRef:UniRef50_A0A2X5B4D3, UniRef:UniRef90_A0A2X5B4D3
contig_5	2851912	2852316	-	ONMMKP_04667	14.9	11.9		SO:0001217, UniRef:UniRef50_A0A379WRW6, UniRef:UniRef90_A0A447N7N2
contig_5	2893887	2894042	+	ONMMKP_04708	6.0	5.0		RefSeq:WP_001536589.1, SO:0001217, UniParc:UPI00016C229D, UniRef:UniRef100_A0A759R3N2, UniRef:UniRef50_A0A759R3N2, UniRef:UniRef90_A0A759R3N2
contig_5	3003033	3003122	+	ONMMKP_04810	3.5	9.5		
