# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_35	cds	2306	3334	-	OEKLIE_00055	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37417
contig_36	cds	40	765	-	OEKLIE_00056	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPE7
contig_36	cds	780	1553	-	OEKLIE_00057	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P63365
contig_36	cds	1640	2530	-	OEKLIE_00058	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKX6
contig_36	cds	2530	3489	-	OEKLIE_00059	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPE6
contig_37	cds	125	3988	+	OEKLIE_00060	2512.0	0.0	1.0	0.933	0.998	UniRef:UniRef90_P0A8V2
contig_38	cds	196	414	-	OEKLIE_00061	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q93GR6
contig_38	cds	1123	1611	+	OEKLIE_00062	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q93GR7
contig_38	cds	2885	3874	+	OEKLIE_00063	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q93GR9
contig_39	cds	20	436	+	OEKLIE_00064	274.0	2.4e-93	0.993	0.986	0.993	UniRef:UniRef90_A0A3S4GC82
contig_39	cds	436	1092	+	OEKLIE_00065	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A455RYI3
contig_39	cds	1135	1881	+	OEKLIE_00066	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8XGY0
contig_39	cds	1917	2090	+	OEKLIE_00067	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7D8EPP3
contig_39	cds	2087	2566	+	OEKLIE_00068	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8XG35
contig_39	cds	2563	4494	+	OEKLIE_00069	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8XGT7
contig_40	cds	277	903	-	OEKLIE_00070	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQ68
contig_40	cds	991	1323	+	OEKLIE_00071	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPP8
contig_40	cds	1479	1955	-	OEKLIE_00072	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64281
contig_40	cds	2009	2110	-	OEKLIE_00073	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GI00
contig_40	ncRNA-region	2050	2172	-	-	122.6	1.6e-18	-	-	-	RFAM:RF01769
contig_40	cds	2203	3636	+	OEKLIE_00074	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLS6
contig_40	cds	3768	4802	-	OEKLIE_00075	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLS5
contig_41	cds	19	2007	-	OEKLIE_00076	1296.0	0.0	0.998	0.947	0.998	UniRef:UniRef90_A0A379TM82
contig_41	cds	2395	3303	+	OEKLIE_00077	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKU7
contig_41	cds	3316	3939	-	OEKLIE_00078	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2H9
contig_41	cds	3956	4942	-	OEKLIE_00079	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKU8
contig_41	cds	5019	5288	-	OEKLIE_00080	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPD3
contig_41	cds	5358	5942	+	OEKLIE_00081	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKU9
contig_41	cds	5924	6454	+	OEKLIE_00082	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKV0
contig_42	cds	151	702	+	OEKLIE_00083	355.0	4.5e-123	1.0	0.806	0.989	UniRef:UniRef90_A0A3S4F887
contig_42	cds	703	2424	+	OEKLIE_00084	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016A1B0B
contig_42	cds	2469	3173	+	OEKLIE_00085	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P67613
contig_42	cds	3485	3703	+	OEKLIE_00086	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AIJ9
contig_42	cds	3794	4705	-	OEKLIE_00087	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CQU6
contig_42	cds	4814	5674	+	OEKLIE_00088	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZQD9
contig_42	cds	5694	6371	+	OEKLIE_00089	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZQE0
contig_42	tRNA	6520	6606	+	OEKLIE_00090	73.0	-	-	-	-	-
contig_43	cds	64	1797	-	OEKLIE_00091	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8HAD6
contig_43	cds	1794	2288	-	OEKLIE_00092	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3T3IQ81
contig_43	cds	2414	2764	-	OEKLIE_00093	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8HA82
contig_43	cds	2825	3127	-	OEKLIE_00094	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8HA83
contig_43	cds	3347	3766	-	OEKLIE_00095	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V8N0Q6
contig_43	cds	3979	4464	-	OEKLIE_00096	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8HA85
contig_43	cds	4461	5075	-	OEKLIE_00097	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8HA86
contig_43	cds	5078	5416	-	OEKLIE_00098	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZQH5
contig_43	cds	5948	6205	-	OEKLIE_00099	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8HA88
contig_43	cds	6338	6961	-	OEKLIE_00100	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8HA89
contig_43	cds	6972	7133	-	OEKLIE_00101	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E8XB53
contig_44	cds	133	828	+	OEKLIE_00102	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A607G9D3
contig_44	cds	1481	2014	+	OEKLIE_00103	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C7IBS2
contig_44	cds	2072	2899	+	OEKLIE_00104	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8HAA2
contig_44	cds	3036	3575	+	OEKLIE_00105	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A379S422
contig_44	cds	3646	3876	+	OEKLIE_00106	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8HAA4
contig_44	cds	3873	4388	+	OEKLIE_00107	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8HAA5
contig_44	cds	4385	5002	+	OEKLIE_00108	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8HAA6
contig_44	cds	4999	5832	+	OEKLIE_00109	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8HAA7
contig_44	cds	5836	6405	+	OEKLIE_00110	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A192Y6E0
contig_44	cds	6445	6672	+	OEKLIE_00111	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8HAA9
contig_44	cds	6809	7663	+	OEKLIE_00112	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8D5CVK1
contig_44	tRNA	7777	7866	-	OEKLIE_00113	85.5	-	-	-	-	-
contig_44	cds	8174	8488	-	OEKLIE_00114	-	-	-	-	-	-
contig_45	cds	100	1062	+	OEKLIE_00115	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q9FDH7
contig_45	cds	1062	1997	+	OEKLIE_00116	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A455RWQ2
contig_45	cds	2799	3986	+	OEKLIE_00117	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3V3JYP1
contig_45	cds	3955	4914	+	OEKLIE_00118	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKY0
contig_45	cds	5072	5827	+	OEKLIE_00119	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPE8
contig_45	cds	5845	6411	+	OEKLIE_00120	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKX9
contig_45	cds	6456	7793	-	OEKLIE_00121	803.0	5.3e-296	1.0	1.0	0.964	BlastRules:WP_000019348
contig_45	cds	7962	8627	+	OEKLIE_00122	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKX7
contig_46	cds	64	342	+	OEKLIE_00123	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A655EIA4
contig_46	ncRNA	628	756	+	OEKLIE_00124	108.3	9.8e-16	-	-	-	RFAM:RF02957
contig_46	cds	818	1516	+	OEKLIE_00125	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZNS3
contig_46	cds	1859	4027	+	OEKLIE_00126	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A455S1S4
contig_46	cds	4084	5814	+	OEKLIE_00127	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZNS1
contig_46	cds	6024	6197	+	OEKLIE_00128	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A455RS33
contig_46	cds	6719	8173	-	OEKLIE_00129	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZNS0
contig_46	cds	8369	8695	-	OEKLIE_00130	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZNR8
contig_47	cds	388	861	+	OEKLIE_00131	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A714FEQ6
contig_47	ncRNA	1071	1168	-	OEKLIE_00132	80.0	2.7e-12	-	-	-	RFAM:RF01392
contig_47	cds	1076	1264	-	OEKLIE_00133	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V7F347
contig_47	tRNA	1353	1429	-	OEKLIE_00134	64.8	-	-	-	-	-
contig_47	ncRNA	1664	1738	-	OEKLIE_00135	100.4	1.4e-16	-	-	-	RFAM:RF01393
contig_47	cds	1771	2334	-	OEKLIE_00136	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5X1HQW2
contig_47	ncRNA	2389	2472	-	OEKLIE_00137	73.3	8.1e-12	-	-	-	RFAM:RF01695
contig_47	ncRNA	2498	2574	-	OEKLIE_00138	79.4	1.9e-12	-	-	-	RFAM:RF01394
contig_47	ncRNA	2535	2587	-	OEKLIE_00139	48.2	1.5e-07	-	-	-	RFAM:RF03163
contig_47	cds	2607	3284	-	OEKLIE_00140	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZMY5
contig_47	cds	3281	3421	-	OEKLIE_00141	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZMY4
contig_47	cds	3418	4029	-	OEKLIE_00142	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZMY3
contig_47	cds	4032	4238	-	OEKLIE_00143	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A719JLH8
contig_47	cds	4238	4840	-	OEKLIE_00144	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Y1BP43
contig_47	cds	5240	5473	-	OEKLIE_00145	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2X4W9V4
contig_47	cds	5743	6735	+	OEKLIE_00146	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5U6JUF3
contig_47	cds	6762	7280	-	OEKLIE_00147	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5U6JRX0
contig_47	cds	7277	7594	-	OEKLIE_00148	190.0	1.1e-60	1.124	0.922	0.873	UniRef:UniRef90_C0PVW9
contig_47	cds	7635	8384	-	OEKLIE_00149	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5X7W9D6
contig_47	cds	8387	9469	-	OEKLIE_00150	610.0	5.0e-219	1.0	0.994	1.0	UniRef:UniRef90_A0A720XSG5
contig_47	cds	9560	9880	-	OEKLIE_00151	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2X4T830
contig_47	cds	9894	10136	-	OEKLIE_00152	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A603BKQ3
contig_47	cds	10209	10622	+	OEKLIE_00153	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z7BBS7
contig_48	cds	18	140	-	OEKLIE_00154	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A447PU68
contig_48	cds	313	1536	+	OEKLIE_00155	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZL47
contig_48	cds	1514	1972	+	OEKLIE_00156	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64008
contig_48	cds	2080	2676	+	OEKLIE_00157	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZL46
contig_48	cds	2754	3395	-	OEKLIE_00158	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P08870
contig_48	cds	3474	4190	-	OEKLIE_00159	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2C3
contig_48	cds	4316	5179	+	OEKLIE_00160	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPH3
contig_48	cds	5229	6131	-	OEKLIE_00161	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZL45
contig_48	cds	6205	7086	+	OEKLIE_00162	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZL44
contig_48	cds	7337	7954	+	OEKLIE_00163	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZL43
contig_48	cds	7951	9636	-	OEKLIE_00164	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6M3NNS8
contig_48	cds	9893	10516	+	OEKLIE_00165	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q9X6M5
contig_48	cds	10571	10846	+	OEKLIE_00166	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8ARN6
contig_49	cds	20	1060	-	OEKLIE_00167	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKX5
contig_49	cds	1129	1230	+	OEKLIE_00168	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A455S9T1
contig_49	cds	1227	2600	-	OEKLIE_00169	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKX4
contig_49	cds	2649	3467	-	OEKLIE_00170	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKX3
contig_49	cds	3529	5319	+	OEKLIE_00171	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKX2
contig_49	cds	5470	7299	-	OEKLIE_00172	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKX1
contig_49	cds	7488	8858	-	OEKLIE_00173	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKX0
contig_49	ncRNA	8942	9099	+	OEKLIE_00174	126.7	5.5e-17	-	-	-	RFAM:RF02060
contig_49	cds	9178	9876	-	OEKLIE_00175	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKW9
contig_49	cds	10106	10525	-	OEKLIE_00176	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1B7
contig_49	cds	10546	10971	-	OEKLIE_00177	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A379X3Y6
contig_50	cds	125	679	+	OEKLIE_00178	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLN3
contig_50	cds	655	912	-	OEKLIE_00179	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLN2
contig_50	cds	909	1730	-	OEKLIE_00180	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLN1
contig_50	cds	1732	2304	-	OEKLIE_00181	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLN0
contig_50	cds	2309	2851	-	OEKLIE_00182	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM9
contig_50	cds	2878	3351	-	OEKLIE_00183	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P66822
contig_50	cds	3323	4447	-	OEKLIE_00184	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM8
contig_50	cds	4579	5088	+	OEKLIE_00185	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM7
contig_50	cds	5104	6051	+	OEKLIE_00186	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM6
contig_50	cds	6103	7392	+	OEKLIE_00187	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM5
contig_50	cds	7414	8790	+	OEKLIE_00188	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2J9
contig_50	cds	8932	9345	+	OEKLIE_00189	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1X8
contig_50	cds	9281	9550	-	OEKLIE_00190	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM4
contig_50	cds	9608	10033	-	OEKLIE_00191	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM3
contig_50	cds	10044	10412	-	OEKLIE_00192	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM2
contig_50	cds	10520	10903	-	OEKLIE_00193	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPL7
contig_50	cds	10944	11210	-	OEKLIE_00194	170.0	8.6e-54	0.966	0.988	1.0	UniRef:UniRef90_UPI00004508B3
contig_51	cds	107	292	+	OEKLIE_00195	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_G5R962
contig_51	cds	371	568	-	OEKLIE_00196	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CP95
contig_51	cds	647	1651	-	OEKLIE_00197	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CP96
contig_51	cds	1654	2229	-	OEKLIE_00198	280.0	8.0e-94	1.037	1.0	0.889	UniRef:UniRef90_A0A8S0G2H8
contig_51	cds	2205	2912	-	OEKLIE_00199	384.0	3.2e-133	0.881	0.825	1.0	UniRef:UniRef90_A0A3S5DM48
contig_51	cds	3127	4407	-	OEKLIE_00200	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKA5
contig_51	cds	4479	4787	-	OEKLIE_00201	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1R0
contig_51	cds	4870	5820	-	OEKLIE_00202	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37724
contig_51	cds	5813	7669	-	OEKLIE_00203	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6M3NUA9
contig_51	cds	7679	8998	-	OEKLIE_00204	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P26366
contig_51	cds	9015	9476	-	OEKLIE_00205	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKA6
contig_51	cds	9448	10992	-	OEKLIE_00206	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKA7
contig_51	cds	10994	12133	+	OEKLIE_00207	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZKA8
contig_52	cds	405	506	+	OEKLIE_00208	-	-	-	-	-	-
contig_52	cds	1284	1772	-	OEKLIE_00209	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q93GQ9
contig_52	cds	2031	3146	+	OEKLIE_00210	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7DAP1
contig_52	cds	3139	3648	+	OEKLIE_00211	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37414
contig_52	cds	3832	4167	+	OEKLIE_00212	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A724M1N8
contig_52	cds	4224	4790	+	OEKLIE_00213	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1S5SI37
contig_52	cds	4822	5763	-	OEKLIE_00214	587.0	8.3e-215	1.0	1.0	1.0	IS:ISSen7
contig_52	cds	5904	6044	+	OEKLIE_00215	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0B7J200
contig_52	cds	6178	7383	+	OEKLIE_00216	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q93GQ8
contig_52	cds	7383	8357	+	OEKLIE_00217	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q93GQ7
contig_52	cds	8439	9713	-	OEKLIE_00218	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q93GQ6
