#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_38	57870	57977	+	BENMGJ_01111	4.1	9.7		SO:0001217, UniParc:UPI0005D84673, UniRef:UniRef100_A0A455RY24, UniRef:UniRef50_A0A0J1LPK6, UniRef:UniRef90_A0A3S4G6C7
contig_38	78287	78601	+	BENMGJ_01120	12.2	7.0		RefSeq:WP_000936735.1, SO:0001217, UniParc:UPI00016BF2DE, UniRef:UniRef100_A0A3R0Z6B9, UniRef:UniRef50_A0A379QAY9, UniRef:UniRef90_A0A722VEH2
contig_39	47868	47966	+	BENMGJ_01251	3.9	8.3		
contig_39	75319	75744	-	BENMGJ_01280	15.6	7.0		RefSeq:WP_015675523.1, SO:0001217, UniParc:UPI0002593B82, UniRef:UniRef100_A0A5I2E5N6, UniRef:UniRef50_A0A4U1USJ6, UniRef:UniRef90_A0A4U1USJ6
contig_39	150178	150366	-	BENMGJ_01352	7.1	5.8		SO:0001217, UniRef:UniRef50_A0A5V8FPE5, UniRef:UniRef90_A0A379VSB1
contig_40	25055	25177	+	BENMGJ_01380	4.2	9.2		SO:0001217, UniParc:UPI000169ECF5, UniRef:UniRef100_A0A455RZ21, UniRef:UniRef50_B5F1L8, UniRef:UniRef90_B5F1L8
contig_42	142546	142725	+	BENMGJ_01785	6.5	10.6		SO:0001217, UniParc:UPI000408BED3, UniRef:UniRef100_A0A4Z0LFH4, UniRef:UniRef50_A0A4Z0LFH4, UniRef:UniRef90_A0A4Z0LFH4
contig_43	188429	188530	-	BENMGJ_02018	3.7	6.5		SO:0001217, UniParc:UPI000169FC40, UniRef:UniRef100_A0A6C8GI00, UniRef:UniRef50_G5R666, UniRef:UniRef90_G5R666
contig_44	127513	127695	+	BENMGJ_02192	6.6	5.5		RefSeq:WP_000502519.1, SO:0001217, UniParc:UPI00016BE89E, UniRef:UniRef100_A0A3U2M640, UniRef:UniRef50_A0A3Y7H1N0, UniRef:UniRef90_A0A3U2M640
contig_44	243539	243730	-	BENMGJ_02306	6.7	4.1		SO:0001217, UniParc:UPI0003908BCA, UniRef:UniRef100_A0A3V8SJB9, UniRef:UniRef50_A0A659S1Q6, UniRef:UniRef90_A0A659S1Q6
contig_45	213090	213197	-	BENMGJ_02573	4.2	9.3		SO:0001217, UniParc:UPI0001603F93, UniRef:UniRef100_A0A5Y0MR90, UniRef:UniRef50_A0A447TZS5, UniRef:UniRef50_A0A5Y0MR90, UniRef:UniRef90_A0A447TZS5, UniRef:UniRef90_A0A5Y0MR90
contig_45	246450	246551	-	BENMGJ_02607	3.7	4.4		SO:0001217, UniParc:UPI0005D83C6C, UniRef:UniRef100_A0A8D4ZS80, UniRef:UniRef50_A0A8D4ZS80, UniRef:UniRef90_A0A8D4ZS80
contig_45	419563	420423	-	BENMGJ_02774	32.4	8.7		RefSeq:WP_000228164.1, SO:0001217, UniParc:UPI00016BF3D9, UniRef:UniRef100_A0A3Y6S636, UniRef:UniRef50_R8WYP2, UniRef:UniRef90_R8WYP2
contig_45	422243	422338	+	BENMGJ_02777	3.7	6.0		SO:0001217, UniRef:UniRef50_A0A3S4H9S7, UniRef:UniRef90_A0A3S4H9S7
contig_46	88693	89232	+	BENMGJ_02886	19.8	11.7		
contig_46	112000	112125	+	BENMGJ_02903	4.6	11.0		SO:0001217, UniParc:UPI00016A00C2, UniRef:UniRef100_A0A455S0S9, UniRef:UniRef50_A0A379T4N8, UniRef:UniRef90_A0A379T4N8
contig_47	213633	214073	+	BENMGJ_03444	17.4	5.5		SO:0001217, UniRef:UniRef50_UPI001906C953, UniRef:UniRef90_UPI001906C953
contig_47	279697	280092	+	BENMGJ_03498	14.6	4.7		
contig_47	315405	315500	-	BENMGJ_03534	3.4	5.9		SO:0001217, UniParc:UPI000169FA75, UniRef:UniRef100_A0A379UR63, UniRef:UniRef50_A0A3S4GLI1, UniRef:UniRef90_A0A379W8A9
contig_47	396538	396690	+	BENMGJ_03615	5.7	9.4		SO:0001217, UniRef:UniRef50_A0A447U2B1, UniRef:UniRef50_A0A5Z7IP03, UniRef:UniRef90_A0A5Z7IP03
contig_47	525030	525137	-	BENMGJ_03742	4.2	9.6		SO:0001217, UniParc:UPI0001604483, UniRef:UniRef100_A0A455RYX3, UniRef:UniRef50_A0A455RYX3, UniRef:UniRef90_A0A455RYX3
contig_47	548376	548486	-	BENMGJ_03766	4.3	6.7		
contig_47	549087	549245	+	BENMGJ_03767	5.7	9.7		SO:0001217, UniParc:UPI000169F439, UniRef:UniRef100_A0A455S6H5, UniRef:UniRef50_A0A447JJD1, UniRef:UniRef90_A0A447JJD1
contig_47	597423	597617	+	BENMGJ_03822	6.8	8.1		SO:0001217, UniParc:UPI0003482B49, UniRef:UniRef100_A0A379US83, UniRef:UniRef50_A0A3S4FJE3, UniRef:UniRef90_A0A3S4FJE3
contig_48	91438	91533	+	BENMGJ_03958	3.5	4.1		SO:0001217, UniRef:UniRef50_I6S1P5, UniRef:UniRef90_I6S1P5
contig_48	314418	314522	+	BENMGJ_04172	3.8	6.7		SO:0001217, UniParc:UPI0001604710, UniRef:UniRef100_A0A455S8Y3, UniRef:UniRef50_V1H4Y4, UniRef:UniRef90_A0A379SBK8
contig_48	359457	359615	+	BENMGJ_04221	5.6	6.7		SO:0001217, UniParc:UPI0001604591, UniRef:UniRef100_A0A455RWW1, UniRef:UniRef50_A0A455RWW1, UniRef:UniRef90_A0A455RWW1
contig_48	552820	552945	+	BENMGJ_04407	4.6	9.0		SO:0001217, UniParc:UPI0001603F11, UniRef:UniRef100_A0A659JTK8, UniRef:UniRef50_A0A659JTK8, UniRef:UniRef90_A0A659JTK8
contig_48	642030	642209	+	BENMGJ_04497	7.0	5.2		SO:0001217, UniParc:UPI00076B9A38, UniRef:UniRef100_A0A3T3EPY6, UniRef:UniRef50_A0A3U3WKQ2, UniRef:UniRef90_A0A379VTD3
contig_48	726530	726997	-	BENMGJ_04581	17.1	10.8		SO:0001217, UniParc:UPI00016BF8FC, UniRef:UniRef100_A0A265B913, UniRef:UniRef50_A0A379R0I2, UniRef:UniRef90_A0A265B913
