#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	632422	632679	+	LNHIMF_00619	9.9	9.0		RefSeq:WP_023230837.1, SO:0001217, UniParc:UPI0003BC82C9, UniRef:UniRef100_UPI0003BC82C9, UniRef:UniRef50_H6WRU5, UniRef:UniRef90_H6WRU5
contig_1	641747	641986	-	LNHIMF_00633	8.6	4.5		RefSeq:WP_000730009.1, SO:0001217, UniParc:UPI00016A0100, UniRef:UniRef100_A0A2Z5HJ72, UniRef:UniRef50_A0A2J0PD70, UniRef:UniRef90_A0A627D8Q2
contig_1	651444	651665	-	LNHIMF_00643	8.6	9.9		SO:0001217, UniRef:UniRef50_A0A379V229, UniRef:UniRef90_A0A379V229
contig_1	651788	652093	+	LNHIMF_00644	11.4	4.3		RefSeq:WP_000884168.1, SO:0001217, UniParc:UPI000169FF6C, UniRef:UniRef100_A0A5V7YXI9, UniRef:UniRef50_A0A3I8G8B7, UniRef:UniRef90_A0A742P6S4
contig_1	652090	652524	+	LNHIMF_00645	16.4	5.1		RefSeq:WP_130045058.1, SO:0001217, UniParc:UPI000169FF6B, UniRef:UniRef100_A0A5X9ML79, UniRef:UniRef50_A0A759P1M6, UniRef:UniRef90_A0A759P1M6
contig_1	656563	656868	+	LNHIMF_00656	11.4	4.7		RefSeq:WP_000065153.1, SO:0001217, UniParc:UPI000169FF60, UniRef:UniRef100_A0A5X9MLT6, UniRef:UniRef50_A0A2C9NUR8, UniRef:UniRef90_A0A2C9NUR8
contig_1	656958	657341	+	LNHIMF_00657	14.2	7.8		SO:0001217, UniParc:UPI000169FF5F, UniRef:UniRef100_A0A379V323, UniRef:UniRef50_A0A411WQK1, UniRef:UniRef90_A0A7Z1TI56
contig_1	665694	665945	+	LNHIMF_00670	9.3	5.3		RefSeq:WP_001100259.1, SO:0001217, UniParc:UPI000169FF56, UniRef:UniRef100_A0A635NAJ3, UniRef:UniRef50_A0AAN5QTR6, UniRef:UniRef90_A0A635NAJ3
contig_1	666021	666554	+	LNHIMF_00671	20.1	5.1		SO:0001217, UniParc:UPI000169FDDB, UniRef:UniRef100_A0A635NAE5, UniRef:UniRef50_A0A5Y6MCX9, UniRef:UniRef90_A0A5Y6MCX9
contig_1	680877	681482	-	LNHIMF_00687	22.8	11.8		SO:0001217, UniRef:UniRef50_A0A455S1S3, UniRef:UniRef90_A0A455S1S3
contig_1	695225	695476	-	LNHIMF_00703	9.8	11.5		SO:0001217, UniParc:UPI000E065322, UniRef:UniRef100_A0A379UNN3, UniRef:UniRef50_A0A379UNN3, UniRef:UniRef90_A0A379UNN3
contig_1	761073	761171	+	LNHIMF_00769	3.8	5.3		SO:0001217, UniParc:UPI00065C2C17, UniRef:UniRef100_A0A379VU92, UniRef:UniRef50_A0A379VU92, UniRef:UniRef90_A0A379VU92
contig_1	822711	822860	+	LNHIMF_00834	5.7	8.7		SO:0001217, UniParc:UPI00017A9DD1, UniRef:UniRef100_A0A0F6AYJ1, UniRef:UniRef50_A0A0F6AYJ1, UniRef:UniRef90_A0A0F6AYJ1
contig_1	873725	873850	+	LNHIMF_00879	4.6	9.0		SO:0001217, UniParc:UPI000169FC8B, UniRef:UniRef100_A0A0N1QZN9, UniRef:UniRef50_A0A0N1QZN9, UniRef:UniRef90_A0A0N1QZN9
contig_1	880240	881271	+	LNHIMF_00887	36.6	9.8		
contig_1	1134490	1134603	+	LNHIMF_01120	4.5	9.2		SO:0001217, UniParc:UPI000169F912, UniRef:UniRef100_A0A2X5BFH5, UniRef:UniRef50_A0A2X5BFH5, UniRef:UniRef90_A0A2X5BFH5
contig_1	1232497	1232721	+	LNHIMF_01223	8.4	4.5		RefSeq:WP_000528427.1, SO:0001217, UniParc:UPI000169F74D, UniRef:UniRef100_A0A3V8UT55, UniRef:UniRef50_G5NAS5, UniRef:UniRef90_A0A603BX06
contig_1	1354930	1355145	+	LNHIMF_01357	8.6	8.5		SO:0001217, UniParc:UPI000169EE81, UniRef:UniRef100_A0A3U8JDS9, UniRef:UniRef50_A0A4Z0P2U0, UniRef:UniRef90_A0A4Z0P2U0
contig_1	1699167	1699262	-	LNHIMF_01698	3.4	5.9		SO:0001217, UniParc:UPI000169FA75, UniRef:UniRef100_A0A379UR63, UniRef:UniRef50_A0A3S4GLI1, UniRef:UniRef90_A0A379W8A9
contig_1	1759818	1759982	+	LNHIMF_01758	6.3	7.9		
contig_1	1787063	1787215	+	LNHIMF_01784	5.9	9.3		SO:0001217, UniParc:UPI00076B9C26, UniRef:UniRef100_A0A379V9Y6, UniRef:UniRef50_A0A5Z7IP03, UniRef:UniRef90_A0A379V9Y6
contig_1	1938663	1938785	-	LNHIMF_01936	4.6	6.7		RefSeq:WP_001713164.1, SO:0001217, UniParc:UPI00016C138F, UniRef:UniRef100_A0A5U7IQZ6, UniRef:UniRef50_A0A5U7IQZ6, UniRef:UniRef90_A0A5U7IQZ6
contig_1	1939386	1939544	+	LNHIMF_01937	5.7	9.7		SO:0001217, UniParc:UPI000169F558, UniRef:UniRef100_A0A447JJD1, UniRef:UniRef50_A0A447JJD1, UniRef:UniRef90_A0A447JJD1
contig_1	1989406	1989600	+	LNHIMF_01992	7.0	9.1		SO:0001217, UniRef:UniRef50_A0A3S4FJE3
contig_1	2063780	2064112	-	LNHIMF_02082	11.9	9.3		SO:0001217, UniParc:UPI00022DE7B3, UniRef:UniRef100_A0A6C8G9G0, UniRef:UniRef50_A0A6C8G9G0, UniRef:UniRef90_A0A6C8G9G0
contig_1	2074894	2074995	+	LNHIMF_02094	4.0	6.0		
contig_1	2127327	2127500	-	LNHIMF_02154	6.4	6.7		RefSeq:WP_000267959.1, SO:0001217, UniParc:UPI000160478C, UniRef:UniRef100_A0A0F7J925, UniRef:UniRef50_A0A0F7J925, UniRef:UniRef90_A0A0F7J925
contig_1	2327888	2327995	-	LNHIMF_02357	4.2	9.3		SO:0001217, UniParc:UPI0001603F93, UniRef:UniRef100_A0A5Y0MR90, UniRef:UniRef50_A0A447TZS5, UniRef:UniRef50_A0A5Y0MR90, UniRef:UniRef90_A0A447TZS5, UniRef:UniRef90_A0A5Y0MR90
contig_1	2509739	2509834	+	LNHIMF_02532	3.7	6.0		SO:0001217, UniParc:UPI0003D399C3, UniRef:UniRef100_A0A3S4F0K8, UniRef:UniRef50_A0A3S4H9S7, UniRef:UniRef90_A0A3S4H9S7
contig_1	2677321	2677500	+	LNHIMF_02675	6.5	10.6		SO:0001217, UniParc:UPI000408BED3, UniRef:UniRef100_A0A4Z0LFH4, UniRef:UniRef50_A0A4Z0LFH4, UniRef:UniRef90_A0A4Z0LFH4
contig_1	2798975	2800318	-	LNHIMF_02785	51.3	5.3		RefSeq:WP_000214709.1, SO:0001217, UniParc:UPI000169F571, UniRef:UniRef100_A0A5W8BNE4, UniRef:UniRef50_A0A246VX28, UniRef:UniRef90_A0A246VX28
contig_1	2800315	2800407	-	LNHIMF_02786	3.9	6.7		
contig_1	2800659	2800856	-	LNHIMF_02787	7.6	9.9		SO:0001217, UniParc:UPI000169F570, UniRef:UniRef100_A0A3V9PPR6, UniRef:UniRef50_A0A3V9PPR6, UniRef:UniRef90_A0A3V9PPR6
contig_1	2812593	2812823	+	LNHIMF_02798	8.7	9.4		RefSeq:WP_157747415.1, SO:0001217, UniParc:UPI000DA40CC7, UniRef:UniRef100_UPI000DA40CC7, UniRef:UniRef50_UPI0015F34A74, UniRef:UniRef90_UPI0015F34A74
contig_1	3000654	3000800	-	LNHIMF_02988	5.6	9.4		SO:0001217, UniParc:UPI00016BE207, UniRef:UniRef100_A0A0N1QX22, UniRef:UniRef50_A0A0N1QX22, UniRef:UniRef90_A0A0N1QX22
contig_1	3098208	3098483	-	LNHIMF_03077	10.2	9.3		SO:0001217, UniRef:UniRef50_UPI001C7CBCF3, UniRef:UniRef90_UPI001C7CBCF3
contig_1	3110352	3110543	-	LNHIMF_03094	6.6	4.1		SO:0001217, UniParc:UPI0005D7A2F8, UniRef:UniRef100_A0A4Z0L2K4, UniRef:UniRef50_A0A659S1Q6, UniRef:UniRef90_A0A659S1Q6
contig_1	3367592	3367693	-	LNHIMF_03349	3.7	6.5		SO:0001217, UniParc:UPI000169FC40, UniRef:UniRef100_A0A6C8GI00, UniRef:UniRef50_G5R666, UniRef:UniRef90_G5R666
contig_1	3387119	3387223	-	LNHIMF_03375	3.9	9.5		SO:0001217, UniParc:UPI0003E54430, UniRef:UniRef100_A0A447JBR0, UniRef:UniRef50_A0A447JBR0, UniRef:UniRef90_A0A447JBR0
contig_1	3482920	3483300	+	LNHIMF_03470	14.0	7.6		SO:0001217, UniParc:UPI0001603CD5, UniRef:UniRef100_A0A8D4YQT8, UniRef:UniRef50_A0A0H2VCZ3, UniRef:UniRef90_A0A0H2VCZ3
contig_1	3811188	3811790	-	LNHIMF_03786	23.4	6.9		RefSeq:WP_001185418.1, SO:0001217, UniParc:UPI000169FA85, UniRef:UniRef100_A0A3U4EF09, UniRef:UniRef50_A7MQB8, UniRef:UniRef90_A7MQB8
contig_1	3860939	3861100	-	LNHIMF_03830	6.0	6.7		RefSeq:WP_000343619.1, SO:0001217, UniParc:UPI000169F532, UniRef:UniRef100_A0A736GZV6, UniRef:UniRef50_Q57I57, UniRef:UniRef90_Q57I57
contig_1	3915409	3915603	+	LNHIMF_03885	7.5	9.9		SO:0001217, UniRef:UniRef50_A0A0F7JEJ5, UniRef:UniRef90_A0A0F7JEJ5
contig_1	3992238	3992612	-	LNHIMF_03956	14.3	6.1		RefSeq:WP_000937043.1, SO:0001217, UniParc:UPI000169E939, UniRef:UniRef100_A0A718Y4N5, UniRef:UniRef50_A0A5Y6ERN7, UniRef:UniRef90_A0A5Y6ERN7
contig_1	4199274	4199396	+	LNHIMF_04164	4.7	8.8		SO:0001217, UniRef:UniRef50_A0A3S4GRD1, UniRef:UniRef90_A0A3S4GRD1
contig_1	4316761	4317063	-	LNHIMF_04275	11.5	7.8		RefSeq:WP_000850456.1, SO:0001217, UniParc:UPI000169EE74, UniRef:UniRef100_A0A749RKS6, UniRef:UniRef50_A0A6D2GB82, UniRef:UniRef90_A0A6D2GB82
contig_1	4462594	4462692	+	LNHIMF_04415	3.4	8.3		SO:0001217, UniRef:UniRef50_A0A2X5BUJ5, UniRef:UniRef90_A0A2X5BUJ5
contig_1	4463853	4463999	+	LNHIMF_04418	5.3	5.9		RefSeq:WP_001112365.1, SO:0001217, UniParc:UPI000169FE2C, UniRef:UniRef100_A0A734G3Q6, UniRef:UniRef50_A0A763VRZ2, UniRef:UniRef90_A0A753QBR2
contig_1	4514869	4515105	+	LNHIMF_04468	8.9	7.8		SO:0001217, UniParc:UPI00016BE4F6, UniRef:UniRef100_A0A760WU58, UniRef:UniRef50_A0A763MNK1, UniRef:UniRef90_A0A763MNK1
contig_1	4616888	4616995	-	LNHIMF_04570	4.1	9.7		SO:0001217, UniParc:UPI0005D84673, UniRef:UniRef100_A0A455RY24, UniRef:UniRef50_A0A0J1LPK6, UniRef:UniRef90_A0A3S4G6C7
contig_1	4695277	4695384	+	LNHIMF_04650	4.2	5.4		SO:0001217, UniParc:UPI0003E45E31, UniRef:UniRef100_A0A8D4XY29, UniRef:UniRef50_A0A2X4TXI3, UniRef:UniRef90_A0A2X5BPJ9
contig_2	14315	14464	-	LNHIMF_04678	5.9	6.9		RefSeq:WP_000550473.1, SO:0001217, UniParc:UPI000169FB05, UniRef:UniRef100_A0A9W4VIX3, UniRef:UniRef50_E5L767, UniRef:UniRef90_E5L767
contig_2	45214	45330	+	LNHIMF_04707	4.5	7.8		SO:0001217, UniParc:UPI000169F59F, UniRef:UniRef100_A0A6H0AAM9, UniRef:UniRef50_A0A0F7JFB2, UniRef:UniRef90_A0A0F7JFB2
contig_2	80240	80731	+	LNHIMF_04753	17.3	11.9		SO:0001217, UniParc:UPI000049F152, UniRef:UniRef100_C4NUT5, UniRef:UniRef50_C4NUT5, UniRef:UniRef90_C4NUT5
contig_2	88617	88832	+	LNHIMF_04763	7.7	5.6		RefSeq:WP_001112907.1, SO:0001217, UniParc:UPI000169F3EA, UniRef:UniRef100_A0A2X9AC13, UniRef:UniRef50_A0A2X9AC13, UniRef:UniRef90_A0A2X9AC13
contig_2	99474	99809	+	LNHIMF_04777	12.6	4.4		RefSeq:WP_000610141.1, SO:0001217, UniParc:UPI000169F595, UniRef:UniRef100_A0A2X9GUZ5, UniRef:UniRef50_A0A4R6DSR8, UniRef:UniRef90_A0A2X9GUZ5
contig_3	1983	2306	-	LNHIMF_04788	11.9	8.2		RefSeq:WP_000152444.1, SO:0001217, UniParc:UPI000169FB10, UniRef:UniRef100_A0A732EMV9, UniRef:UniRef50_A0A732EMV9, UniRef:UniRef90_A0A732EMV9
