#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_35	80989	81402	-	PAPNPA_00780	15.4	9.7		
contig_37	934	1287	-	PAPNPA_00876	13.0	9.4		SO:0001217, UniRef:UniRef50_G5QXK3, UniRef:UniRef90_G5QXK3
contig_37	104281	104511	+	PAPNPA_00969	9.6	9.5		SO:0001217, UniParc:UPI00017A9E04, UniRef:UniRef100_A0A5Z4MS39, UniRef:UniRef50_A0A5Y2EEN0, UniRef:UniRef90_A0A5Y2EEN0
contig_37	105000	105482	-	PAPNPA_00971	18.7	6.1		SO:0001217, UniRef:UniRef50_V7IIA8, UniRef:UniRef90_V7IIA8
contig_37	105503	106024	+	PAPNPA_00972	20.3	7.8		SO:0001217, UniParc:UPI000A87D1CC, UniRef:UniRef100_A0A605JMG6, UniRef:UniRef50_A0A605JMG6, UniRef:UniRef90_A0A605JMG6
contig_37	107603	107731	+	PAPNPA_00975	5.1	10.6		
contig_38	54074	54397	-	PAPNPA_01026	12.2	9.4		SO:0001217, UniParc:UPI00024F1FC6, UniRef:UniRef100_A0A447N1P9, UniRef:UniRef50_Q57I57, UniRef:UniRef90_Q57I57
contig_39	47697	47885	-	PAPNPA_01134	7.3	9.6		SO:0001217, UniParc:UPI000169F4B4, UniRef:UniRef100_A0A627BZF1, UniRef:UniRef50_A0A659M0N4, UniRef:UniRef90_A0A627BZF1
contig_39	117629	117844	+	PAPNPA_01213	8.5	8.5		SO:0001217, UniParc:UPI000169EDA3, UniRef:UniRef100_A0A3U8IRP6, UniRef:UniRef50_A0A4Z0P2U0, UniRef:UniRef90_A0A4Z0P2U0
contig_39	121178	121309	+	PAPNPA_01218	4.8	8.9	PF02302.22|PTS_IIB	PFAM:PF02302.22
contig_40	128913	129035	+	PAPNPA_01367	4.6	8.8		SO:0001217, UniParc:UPI00016A007E, UniRef:UniRef100_A0A379WH53, UniRef:UniRef50_A0A3S4GRD1, UniRef:UniRef90_A0A3S4GRD1
contig_41	82225	82956	-	PAPNPA_01460	27.8	9.0		RefSeq:WP_001134748.1, SO:0001217, UniParc:UPI000169FA0B, UniRef:UniRef100_UPI000AA177F8, UniRef:UniRef50_A6THM1, UniRef:UniRef90_UPI001DA85121
contig_41	93931	94038	-	PAPNPA_01471	4.1	9.7		SO:0001217, UniParc:UPI0005D84673, UniRef:UniRef100_A0A455RY24, UniRef:UniRef50_A0A0J1LPK6, UniRef:UniRef90_A0A3S4G6C7
contig_44	35400	35834	+	PAPNPA_01848	17.3	6.4		RefSeq:WP_000616540.1, SO:0001217, UniParc:UPI000169F0E0, UniRef:UniRef100_A0A8E9XCE9, UniRef:UniRef50_A0A658Z055, UniRef:UniRef90_A0A757ZSR1
contig_44	44049	44501	+	PAPNPA_01852	17.5	6.1		SO:0001217, UniParc:UPI000AD8D438, UniRef:UniRef100_A0A637D0S9, UniRef:UniRef50_A0A518XHC8, UniRef:UniRef90_A0A637D0S9
contig_44	45698	45931	+	PAPNPA_01854	8.5	8.8		SO:0001217, UniParc:UPI0003D20A1E, UniRef:UniRef100_V7IQ41, UniRef:UniRef50_V7IQ41, UniRef:UniRef90_V7IQ41
contig_44	58973	59395	+	PAPNPA_01867	16.3	4.8		SO:0001217, UniRef:UniRef50_A0A3S4G1Y7
contig_45	91817	91972	-	PAPNPA_02108	5.9	9.4		RefSeq:WP_000568804.1, SO:0001217, UniParc:UPI000169FD33, UniRef:UniRef100_A0A7H0VNI6, UniRef:UniRef50_A0A7H0VNI6, UniRef:UniRef90_A0A7H0VNI6
contig_45	148638	148817	+	PAPNPA_02154	6.5	10.6		SO:0001217, UniParc:UPI000408BED3, UniRef:UniRef100_A0A4Z0LFH4, UniRef:UniRef50_A0A4Z0LFH4, UniRef:UniRef90_A0A4Z0LFH4
contig_46	722	1078	+	PAPNPA_02225	13.4	11.7		
contig_46	1097	1651	+	PAPNPA_02226	21.7	11.9		
contig_46	1739	2128	+	PAPNPA_02227	14.3	10.5		
contig_46	2097	2378	+	PAPNPA_02228	10.2	9.8		SO:0001217, UniRef:UniRef50_UPI001C990951, UniRef:UniRef90_UPI001C990951
contig_46	4036	4209	-	PAPNPA_02232	6.5	8.0		SO:0001217, UniRef:UniRef50_A0A762G8B1, UniRef:UniRef50_B5F5P3, UniRef:UniRef90_A0A762G8B1, UniRef:UniRef90_B5F5P3
contig_46	8387	8521	+	PAPNPA_02237	5.5	10.5		
contig_46	140962	141501	-	PAPNPA_02367	20.5	11.4		
contig_46	189687	189788	-	PAPNPA_02419	3.7	6.5		SO:0001217, UniParc:UPI000169FC40, UniRef:UniRef100_A0A6C8GI00, UniRef:UniRef50_G5R666, UniRef:UniRef90_G5R666
contig_46	209214	209318	-	PAPNPA_02445	3.9	9.5		SO:0001217, UniParc:UPI0003E54430, UniRef:UniRef100_A0A447JBR0, UniRef:UniRef50_A0A447JBR0, UniRef:UniRef90_A0A447JBR0
contig_47	70815	70919	+	PAPNPA_02533	3.8	8.5		SO:0001217, UniParc:UPI000169F61A, UniRef:UniRef100_A0A1X8WAK3, UniRef:UniRef50_V1H4Y4, UniRef:UniRef90_A0A379SBK8
contig_48	172060	172158	+	PAPNPA_02848	3.4	8.3		SO:0001217, UniParc:UPI000169F957, UniRef:UniRef100_A0A379V0D2, UniRef:UniRef50_A0A2X5BUJ5, UniRef:UniRef90_A0A2X5BUJ5
contig_49	243892	244083	-	PAPNPA_03164	6.7	4.1		SO:0001217, UniParc:UPI0006D4B733, UniRef:UniRef100_A0A2T8MKK9, UniRef:UniRef50_A0A659S1Q6, UniRef:UniRef90_A0A659S1Q6
contig_50	18485	18634	+	PAPNPA_03187	5.7	8.7		SO:0001217, UniParc:UPI00017A9DD1, UniRef:UniRef100_A0A0F6AYJ1, UniRef:UniRef50_A0A0F6AYJ1, UniRef:UniRef90_A0A0F6AYJ1
contig_50	56824	56949	+	PAPNPA_03221	4.6	9.0		SO:0001217, UniParc:UPI0001603F11, UniRef:UniRef100_A0A659JTK8, UniRef:UniRef50_A0A659JTK8, UniRef:UniRef90_A0A659JTK8
contig_50	146889	147242	+	PAPNPA_03310	13.0	9.4		SO:0001217, UniRef:UniRef50_G5QXK3, UniRef:UniRef90_G5QXK3
contig_50	154693	154872	+	PAPNPA_03319	7.0	5.2		SO:0001217, UniParc:UPI0009ABF045, UniRef:UniRef100_A0A379VTD3, UniRef:UniRef50_A0A3U3WKQ2, UniRef:UniRef90_A0A379VTD3
contig_50	167470	167583	+	PAPNPA_03332	4.3	9.8		SO:0001217, UniParc:UPI000169EBF3, UniRef:UniRef100_A0A6C8EXL2, UniRef:UniRef50_A0A0N1QS56, UniRef:UniRef90_A0A0N1QS56
contig_50	241815	241991	+	PAPNPA_03404	7.2	8.7		
contig_50	252311	252664	+	PAPNPA_03414	13.0	9.4		SO:0001217, UniRef:UniRef50_G5QXK3, UniRef:UniRef90_G5QXK3
contig_51	32731	32838	+	PAPNPA_03478	4.2	4.5		SO:0001217, UniParc:UPI00065C284A, UniRef:UniRef100_A0A2X5BPJ9, UniRef:UniRef50_A0A2X4TXI3, UniRef:UniRef90_A0A2X5BPJ9
contig_51	61210	61350	-	PAPNPA_03506	5.3	10.7		RefSeq:WP_186791146.1, SO:0001217, UniParc:UPI0003E4F726, UniRef:UniRef100_A0A2X5CBS9, UniRef:UniRef50_A0A2X5CBS9, UniRef:UniRef90_A0A2X5CBS9
contig_52	125914	126018	-	PAPNPA_03893	3.7	10.4		SO:0001217, UniParc:UPI00065C2319, UniRef:UniRef100_A0A7D8EKG8, UniRef:UniRef50_A0A379WUP6, UniRef:UniRef50_A0A7D8EKG8, UniRef:UniRef90_A0A379WUP6, UniRef:UniRef90_A0A7D8EKG8
contig_52	126505	126894	-	PAPNPA_03895	14.5	5.5		RefSeq:WP_001044696.1, SO:0001217, UniParc:UPI000169F2C7, UniRef:UniRef100_A0A3V2ZPM1, UniRef:UniRef50_A0A0M2K5G5, UniRef:UniRef90_A0A0M2K5G5
contig_52	129884	130033	-	PAPNPA_03899	5.5	10.0		SO:0001217, UniRef:UniRef50_A0A8F6P7Y2, UniRef:UniRef90_A0A8F6P7Y2
contig_52	133666	133782	-	PAPNPA_03903	4.2	4.1		
contig_52	234592	234687	-	PAPNPA_03991	3.4	5.9		SO:0001217, UniParc:UPI000169FA75, UniRef:UniRef100_A0A379UR63, UniRef:UniRef50_A0A3S4GLI1, UniRef:UniRef90_A0A379W8A9
contig_52	319970	320122	+	PAPNPA_04076	5.8	9.4		SO:0001217, UniRef:UniRef50_A0A447U2B1, UniRef:UniRef50_A0A5Z7IP03, UniRef:UniRef90_A0A5Z7IP03
contig_53	144787	145098	-	PAPNPA_04261	11.6	8.8		SO:0001217, UniRef:UniRef50_A0A447JFW6, UniRef:UniRef90_A0A447JFW6
contig_53	149668	150036	-	PAPNPA_04269	14.6	5.7		RefSeq:WP_001033104.1, SO:0001217, UniParc:UPI000169F2E1, UniRef:UniRef100_A0A5Z2PSI0, UniRef:UniRef50_A0A5Z2PSI0, UniRef:UniRef90_A0A5Z2PSI0
contig_53	152016	152321	-	PAPNPA_04271	12.0	8.8		RefSeq:WP_237702493.1, SO:0001217, UniParc:UPI00016BE65B, UniRef:UniRef100_UPI00016BE65B, UniRef:UniRef50_UPI00016BE65B, UniRef:UniRef90_UPI00016BE65B
contig_53	153820	153939	-	PAPNPA_04273	4.6	9.0		SO:0001217, UniRef:UniRef50_A0A5V0QF01, UniRef:UniRef90_A0A5V0QF01
contig_53	224714	224827	-	PAPNPA_04339	4.2	4.1		SO:0001217, UniParc:UPI0005E6C374, UniRef:UniRef100_A0A2X5B4D3, UniRef:UniRef50_A0A2X5B4D3, UniRef:UniRef90_A0A2X5B4D3
contig_53	233396	233503	-	PAPNPA_04347	4.2	9.3		SO:0001217, UniParc:UPI0001603F93, UniRef:UniRef100_A0A5Y0MR90, UniRef:UniRef50_A0A447TZS5, UniRef:UniRef50_A0A5Y0MR90, UniRef:UniRef90_A0A447TZS5, UniRef:UniRef90_A0A5Y0MR90
contig_53	427453	427548	+	PAPNPA_04523	3.7	6.0		SO:0001217, UniParc:UPI00024F1C1E, UniRef:UniRef100_A0A455S3T8, UniRef:UniRef50_A0A3S4H9S7, UniRef:UniRef90_A0A3S4H9S7
