#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_58	24696	24791	-	IKCLMC_01601	3.7	6.0		SO:0001217, UniParc:UPI00024F1C1E, UniRef:UniRef100_A0A455S3T8, UniRef:UniRef50_A0A3S4H9S7, UniRef:UniRef90_A0A3S4H9S7
contig_58	107631	107837	-	IKCLMC_01682	7.4	6.0		RefSeq:WP_149826914.1, SO:0001217, UniParc:UPI00016C0AB1, UniRef:UniRef100_A0A0T9XTD2, UniRef:UniRef50_A0A0F6B454, UniRef:UniRef90_A0A6C6YYX0
contig_58	214950	215057	+	IKCLMC_01783	4.2	9.3		SO:0001217, UniParc:UPI0001603F93, UniRef:UniRef100_A0A5Y0MR90, UniRef:UniRef50_A0A447TZS5, UniRef:UniRef50_A0A5Y0MR90, UniRef:UniRef90_A0A447TZS5, UniRef:UniRef90_A0A5Y0MR90
contig_59	19190	19288	+	IKCLMC_02022	3.5	6.7		SO:0001217, UniParc:UPI000005A2BA, UniRef:UniRef100_A0A1S0ZHP2, UniRef:UniRef50_A0A447P035, UniRef:UniRef90_A0A447P035
contig_59	47913	48800	+	IKCLMC_02053	31.8	8.2	PF05593.20|RHS_repeat	PFAM:PF05593.20
contig_59	48943	49245	-	IKCLMC_02054	11.5	9.4		
contig_59	281614	281718	+	IKCLMC_02274	3.8	8.5		SO:0001217, UniParc:UPI000169F61A, UniRef:UniRef100_A0A1X8WAK3, UniRef:UniRef50_V1H4Y4, UniRef:UniRef90_A0A379SBK8
contig_59	328607	328822	-	IKCLMC_02324	8.2	5.7		RefSeq:WP_000252687.1, SO:0001217, UniParc:UPI00016C0D14, UniRef:UniRef100_A0A616RKQ0, UniRef:UniRef50_S5N5B2, UniRef:UniRef90_A0A5T6X7A1
contig_59	332410	332517	-	IKCLMC_02333	4.1	4.1		
contig_59	354870	355097	+	IKCLMC_02370	7.9	6.2		RefSeq:WP_001229819.1, SO:0001217, UniParc:UPI00016C0FBB, UniRef:UniRef100_A0A637BET1, UniRef:UniRef50_A0A637BET1, UniRef:UniRef90_A0A637BET1
contig_59	355480	355755	+	IKCLMC_02372	9.7	4.5		RefSeq:WP_000968548.1, SO:0001217, UniParc:UPI00016C0FBD, UniRef:UniRef100_A0A616RRN6, UniRef:UniRef50_A0A5Y2S2B8, UniRef:UniRef90_A0A616RRN6
contig_60	49601	49747	-	IKCLMC_02544	5.6	10.4	PF13356.12|Arm-DNA-bind_3	PFAM:PF13356.12
contig_60	252573	252671	-	IKCLMC_02734	3.5	5.5		
contig_60	380094	380414	-	IKCLMC_02850	12.1	10.9		
contig_60	477416	477658	+	IKCLMC_02932	8.8	5.9		SO:0001217, UniParc:UPI0007CB996E, UniRef:UniRef100_A0A447JB65, UniRef:UniRef50_Q8Z1Y9, UniRef:UniRef90_Q8Z1Y9
contig_61	191745	191873	-	IKCLMC_03122	4.9	4.5		
contig_61	303118	303225	-	IKCLMC_03222	4.2	4.5		SO:0001217, UniRef:UniRef50_A0A2X4TXI3, UniRef:UniRef90_A0A2X5BPJ9
contig_61	365939	366073	-	IKCLMC_03285	5.0	6.0		SO:0001217, UniRef:UniRef50_M7SA05, UniRef:UniRef90_M7SA05
contig_61	366198	366638	+	IKCLMC_03286	16.7	5.2		SO:0001217, UniRef:UniRef50_M7REC8, UniRef:UniRef90_M7REC8
contig_61	397723	397830	+	IKCLMC_03315	4.1	9.7		SO:0001217, UniRef:UniRef50_A0A0J1LPK6, UniRef:UniRef90_A0A3S4G6C7
contig_61	400320	400613	-	IKCLMC_03318	11.6	9.1		RefSeq:WP_000119679.1, SO:0001217, UniParc:UPI00016C0CEB, UniRef:UniRef100_A0A637DED6, UniRef:UniRef50_A0A0H3I2W8, UniRef:UniRef90_A0A637DED6
contig_61	405196	406065	+	IKCLMC_03322	33.0	5.2		RefSeq:WP_000842308.1, SO:0001217, UniParc:UPI00016C0CEF, UniRef:UniRef100_A0A616P6G1, UniRef:UniRef50_A0A616P6G1, UniRef:UniRef90_A0A616P6G1
contig_61	406153	406527	+	IKCLMC_03323	14.2	9.6		RefSeq:WP_000487869.1, SO:0001217, UniParc:UPI00016C0CF0, UniRef:UniRef100_A0A617B451, UniRef:UniRef50_A0A617B451, UniRef:UniRef90_A0A617B451
contig_61	406524	406811	-	IKCLMC_03324	11.0	9.8		SO:0001217, UniRef:UniRef50_A0A4R7GGX4, UniRef:UniRef90_A0A637G6D3
contig_61	410547	411017	-	IKCLMC_03328	17.9	8.9		
contig_61	411852	412028	-	IKCLMC_03329	7.4	4.1		
contig_61	412076	412231	-	IKCLMC_03330	6.0	4.3		SO:0001217, UniRef:UniRef50_A0A839BWK6
contig_62	98148	98249	+	IKCLMC_03551	3.7	6.5		SO:0001217, UniParc:UPI000169FC40, UniRef:UniRef100_A0A6C8GI00, UniRef:UniRef50_G5R666, UniRef:UniRef90_G5R666
contig_62	356776	356967	+	IKCLMC_03808	6.6	4.1		SO:0001217, UniParc:UPI00016A14ED, UniRef:UniRef100_A0A3T3ENM6, UniRef:UniRef50_A0A659S1Q6, UniRef:UniRef90_A0A659S1Q6
contig_62	624126	624242	+	IKCLMC_04080	4.3	9.9		SO:0001217, UniRef:UniRef50_A0A509BP68, UniRef:UniRef90_A0A509BP68
contig_62	624250	624384	+	IKCLMC_04081	4.8	10.0		SO:0001217, UniParc:UPI000425F425, UniRef:UniRef100_A0A8D5DN88, UniRef:UniRef50_A0A379WNS4, UniRef:UniRef50_A0A447JDP4, UniRef:UniRef90_A0A379WNS4, UniRef:UniRef90_A0A5H7IL20
contig_63	91160	91447	-	IKCLMC_04254	11.1	9.6		SO:0001217, UniParc:UPI00016C00EE, UniRef:UniRef100_A0A604NBQ2, UniRef:UniRef50_A0A3V6WF38, UniRef:UniRef90_A0A3V6WF38
contig_63	100083	100451	+	IKCLMC_04264	13.6	9.4		SO:0001217, UniRef:UniRef50_G5QXK3, UniRef:UniRef90_G5QXK3
contig_63	124704	124826	+	IKCLMC_04292	4.6	6.7		SO:0001217, UniRef:UniRef50_A0A379UQT7, UniRef:UniRef90_A0A379UQT7
contig_63	128906	129016	+	IKCLMC_04298	4.2	9.7		SO:0001217, UniParc:UPI000AC7D7A9, UniRef:UniRef100_A0A447JJ83, UniRef:UniRef50_A0A0U0WK19, UniRef:UniRef90_A0A0U0WK19
contig_63	155252	155359	+	IKCLMC_04324	4.2	9.6		SO:0001217, UniParc:UPI0001604483, UniRef:UniRef100_A0A455RYX3, UniRef:UniRef50_A0A455RYX3, UniRef:UniRef90_A0A455RYX3
contig_63	367174	367269	+	IKCLMC_04534	3.4	5.9		SO:0001217, UniParc:UPI000169FA75, UniRef:UniRef100_A0A379UR63, UniRef:UniRef50_A0A3S4GLI1, UniRef:UniRef90_A0A379W8A9
contig_63	530260	530352	-	IKCLMC_04688	3.3	4.4		RefSeq:WP_001068154.1, SO:0001217, UniParc:UPI0001F5CD27, UniRef:UniRef100_A0A344SQ59, UniRef:UniRef50_A0A3K8YDS5, UniRef:UniRef90_A0A3K8YDS5
contig_63	546599	546865	+	IKCLMC_04703	9.9	6.9		
contig_63	701897	702112	-	IKCLMC_04869	8.6	8.5		SO:0001217, UniParc:UPI00016BFF7D, UniRef:UniRef100_A0A3U7XJ31, UniRef:UniRef50_A0A4Z0P2U0, UniRef:UniRef90_A0A4Z0P2U0
