#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_44	220856	221017	-	PKJKAM_01857	6.2	9.9		RefSeq:WP_001128281.1, SO:0001217, UniParc:UPI00016BEBCB, UniRef:UniRef100_A0A8E6Q0L8, UniRef:UniRef50_M1EXT5, UniRef:UniRef90_A0A8E6Q0L8
contig_44	325208	325906	+	PKJKAM_01960	26.9	9.1		RefSeq:WP_000966916.1, SO:0001217, UniParc:UPI00016C16C2, UniRef:UniRef100_A0A3X9IMH2, UniRef:UniRef50_A0AAN1A6P9, UniRef:UniRef90_A0A3V9HI74
contig_44	329685	329840	+	PKJKAM_01963	5.9	7.9		
contig_45	140991	141131	+	PKJKAM_02091	5.3	10.7		RefSeq:WP_186791146.1, SO:0001217, UniParc:UPI0003E4F726, UniRef:UniRef100_A0A2X5CBS9, UniRef:UniRef50_A0A2X5CBS9, UniRef:UniRef90_A0A2X5CBS9
contig_45	169503	169610	-	PKJKAM_02119	4.2	5.4		SO:0001217, UniParc:UPI0003E45E31, UniRef:UniRef100_A0A8D4XY29, UniRef:UniRef50_A0A2X4TXI3, UniRef:UniRef90_A0A2X5BPJ9
contig_45	261363	261470	+	PKJKAM_02209	4.1	9.7		SO:0001217, UniParc:UPI0005D84673, UniRef:UniRef100_A0A455RY24, UniRef:UniRef50_A0A0J1LPK6, UniRef:UniRef90_A0A3S4G6C7
contig_45	264683	264874	+	PKJKAM_02213	6.8	4.5		RefSeq:WP_162785927.1, SO:0001217, UniParc:UPI0013B05AA8, UniRef:UniRef100_A0A753UDS4, UniRef:UniRef50_A0A753Z6F5, UniRef:UniRef90_A0A753Z6F5
contig_45	338168	338362	+	PKJKAM_02283	7.2	8.1		RefSeq:WP_000667714.1, SO:0001217, UniParc:UPI00016C1462, UniRef:UniRef100_A0A5I0XP35, UniRef:UniRef50_A0A5V6ND51, UniRef:UniRef90_A0A3V8QZQ3
contig_45	341087	341401	+	PKJKAM_02286	12.1	8.7		SO:0001217, UniParc:UPI00016A2162, UniRef:UniRef100_A0A3T3EQM6, UniRef:UniRef50_A0A3U8EHJ2, UniRef:UniRef90_A0A3U8EHJ2
contig_46	10783	10974	+	PKJKAM_02316	6.6	4.1		SO:0001217, UniParc:UPI00016A14ED, UniRef:UniRef100_A0A3T3ENM6, UniRef:UniRef50_A0A659S1Q6, UniRef:UniRef90_A0A659S1Q6
contig_47	64959	65135	-	PKJKAM_02726	6.4	10.6		SO:0001217, UniRef:UniRef50_A0A4Z0LFH4, UniRef:UniRef90_A0A4Z0LFH4
contig_47	112172	112438	-	PKJKAM_02759	10.2	10.6		
contig_47	173094	173792	+	PKJKAM_02814	26.0	4.8		RefSeq:WP_001172085.1, SO:0001217, UniParc:UPI00016C1344, UniRef:UniRef100_A0A5X0DKG2, UniRef:UniRef50_A0A5X0DKG2, UniRef:UniRef90_A0A5X0DKG2
contig_47	228164	228259	-	PKJKAM_02874	3.7	6.0		SO:0001217, UniParc:UPI00024F1C1E, UniRef:UniRef100_A0A455S3T8, UniRef:UniRef50_A0A3S4H9S7, UniRef:UniRef90_A0A3S4H9S7
contig_48	111777	111884	+	PKJKAM_03172	4.1	4.1		
contig_48	163229	163333	-	PKJKAM_03230	3.8	6.7		SO:0001217, UniParc:UPI0001604710, UniRef:UniRef100_A0A455S8Y3, UniRef:UniRef50_V1H4Y4, UniRef:UniRef90_A0A379SBK8
contig_48	393550	393849	-	PKJKAM_03451	11.6	7.7		SO:0001217, UniRef:UniRef50_A0A3R0S9T3, UniRef:UniRef90_A0A3R0S9T3
contig_48	396664	396966	+	PKJKAM_03456	11.4	9.7		
contig_48	397167	397673	-	PKJKAM_03457	19.5	4.5		RefSeq:WP_000472591.1, SO:0001217, UniParc:UPI00016C1A89, UniRef:UniRef100_A0A3V2W8Q6, UniRef:UniRef50_A0A3V2W8Q6, UniRef:UniRef90_A0A3V2W8Q6
contig_49	152403	152522	+	PKJKAM_03653	4.7	8.0		SO:0001217, UniParc:UPI000352BA5C, UniRef:UniRef100_A0A656IEB7, UniRef:UniRef50_A0A656IEB7, UniRef:UniRef90_A0A656IEB7
contig_49	455245	455742	-	PKJKAM_03925	18.7	10.1		
contig_50	491	757	+	PKJKAM_03926	9.3	10.3		
contig_50	781	1110	+	PKJKAM_03927	12.5	6.0		
contig_50	97293	97442	+	PKJKAM_04018	5.6	7.9		RefSeq:WP_001065558.1, SO:0001217, UniParc:UPI00016BF054, UniRef:UniRef100_A0A2S1PLI6, UniRef:UniRef50_A0A2S1PLI6, UniRef:UniRef90_A0A2S1PLI6
contig_50	97693	97938	+	PKJKAM_04019	9.3	5.6		RefSeq:WP_001243650.1, SO:0001217, UniParc:UPI00016BF055, UniRef:UniRef100_A0A075MCE2, UniRef:UniRef50_A0A075MCE2, UniRef:UniRef90_A0A075MCE2
contig_50	240332	240547	+	PKJKAM_04159	8.1	10.2		
contig_50	356220	356348	+	PKJKAM_04293	4.9	5.9		SO:0001217, UniParc:UPI0001BD0D86, UniRef:UniRef100_A0AAE8YFS1, UniRef:UniRef50_A0A6C6YZK4, UniRef:UniRef90_A0AAE8YFS1
contig_50	364150	364272	+	PKJKAM_04305	4.6	6.7		RefSeq:WP_001713164.1, SO:0001217, UniParc:UPI00016C138F, UniRef:UniRef100_A0A5U7IQZ6, UniRef:UniRef50_A0A5U7IQZ6, UniRef:UniRef90_A0A5U7IQZ6
contig_50	368352	368462	+	PKJKAM_04311	4.2	9.7		SO:0001217, UniParc:UPI0005E35060, UniRef:UniRef100_A0A0U0WK19, UniRef:UniRef50_A0A0U0WK19, UniRef:UniRef90_A0A0U0WK19
contig_50	394135	394242	+	PKJKAM_04336	4.2	9.6		SO:0001217, UniParc:UPI0001604483, UniRef:UniRef100_A0A455RYX3, UniRef:UniRef50_A0A455RYX3, UniRef:UniRef90_A0A455RYX3
contig_50	523070	523222	-	PKJKAM_04464	5.7	9.4		SO:0001217, UniRef:UniRef50_A0A447U2B1, UniRef:UniRef50_A0A5Z7IP03, UniRef:UniRef90_A0A5Z7IP03
contig_50	604377	604472	+	PKJKAM_04546	3.4	5.9		SO:0001217, UniParc:UPI000169FA75, UniRef:UniRef100_A0A379UR63, UniRef:UniRef50_A0A3S4GLI1, UniRef:UniRef90_A0A379W8A9
contig_50	703231	703473	+	PKJKAM_04634	9.5	10.9		SO:0001217, UniParc:UPI00102E8CEE, UniRef:UniRef100_A0A5Y0LFH2, UniRef:UniRef50_A0A5Y0LFH2, UniRef:UniRef90_A0A5Y0LFH2
