#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	1438488	1438682	+	GEGEGB_01464	7.3	6.8		RefSeq:WP_000576352.1, SO:0001217, UniParc:UPI0000059E66, UniRef:UniRef100_A0A2X1JUC2, UniRef:UniRef50_A0A2X1JUC2, UniRef:UniRef90_A0A2X1JUC2
contig_1	1440528	1440758	+	GEGEGB_01470	8.6	10.1		RefSeq:WP_000631816.1, SO:0001217, UniParc:UPI0000059E6C, UniRef:UniRef100_A0AAP7PDZ6, UniRef:UniRef50_A0A1D3BUJ6, UniRef:UniRef90_A0A066SW74
contig_1	1513186	1513389	-	GEGEGB_01553	7.5	7.9		SO:0001217, UniParc:UPI000190E68D, UniRef:UniRef100_A0A3Y9LS76, UniRef:UniRef50_A0A3Y9LS76, UniRef:UniRef90_A0A3Y9LS76
contig_1	1514810	1515343	+	GEGEGB_01555	18.9	5.3	PF03553.21|Na_H_antiporter	PFAM:PF03553.21
contig_1	1595915	1596010	-	GEGEGB_01626	3.5	5.9		SO:0001217, UniParc:UPI00016040E5, UniRef:UniRef100_A0A455RUE4, UniRef:UniRef50_A0A3S4GLI1, UniRef:UniRef90_A0A379W8A9
contig_1	1658083	1658244	+	GEGEGB_01695	6.2	6.7		
contig_1	1660437	1660931	+	GEGEGB_01698	17.9	9.4		RefSeq:WP_000977502.1, SO:0001217, UniParc:UPI000190A9EC, UniRef:UniRef100_Q8Z7C0, UniRef:UniRef50_Q8Z7C0, UniRef:UniRef90_Q8Z7C0
contig_1	1685159	1685311	+	GEGEGB_01721	5.7	9.4		SO:0001217, UniParc:UPI0003E4CDB7, UniRef:UniRef100_A0A1X8WF07, UniRef:UniRef50_A0A5Z7IP03, UniRef:UniRef90_A0A1X8WF07, UniRef:UniRef90_A0A5Z7IP03
contig_1	1775663	1775788	+	GEGEGB_01808	4.4	4.7		SO:0001217, UniParc:UPI0002303174, UniRef:UniRef100_G5R1E5, UniRef:UniRef50_G5R1E5, UniRef:UniRef90_G5R1E5
contig_1	1898778	1899041	-	GEGEGB_01948	9.7	7.0		SO:0001217, UniRef:UniRef50_UPI00032928ED, UniRef:UniRef90_UPI00032928ED
contig_1	1908733	1908873	+	GEGEGB_01959	5.3	6.0		SO:0001217, UniParc:UPI00016BE0B3, UniRef:UniRef100_A0A745HMG8, UniRef:UniRef50_A0A379XT47, UniRef:UniRef90_A0A749FB01
contig_1	2125675	2125797	-	GEGEGB_02176	4.6	10.3		
contig_1	2147273	2149024	-	GEGEGB_02203	66.5	4.9	PF00560.39|LRR_1, PF12799.13|LRR_4, PF13516.12|LRR_6, PF13855.12|LRR_8, PF14496.11|NEL	PFAM:PF00560.39, PFAM:PF12799.13, PFAM:PF13516.12, PFAM:PF13855.12, PFAM:PF14496.11
contig_1	2198206	2198331	-	GEGEGB_02253	4.6	9.0		SO:0001217, UniRef:UniRef50_A0A0N1QZN9, UniRef:UniRef90_A0A0N1QZN9
contig_1	2212638	2213090	-	GEGEGB_02266	16.8	9.3		
contig_1	2240014	2240292	+	GEGEGB_02293	9.8	10.2	PF01276.26|OKR_DC_1	PFAM:PF01276.26
contig_1	2418240	2418344	-	GEGEGB_02478	3.9	6.7		SO:0001217, UniRef:UniRef50_V1H4Y4, UniRef:UniRef90_A0A379SBK8
contig_1	2638512	2638817	-	GEGEGB_02698	10.4	6.5	PF09460.16|Saf-Nte_pilin	PFAM:PF09460.16, RefSeq:WP_001766340.1, SO:0001217, UniParc:UPI000190B892, UniRef:UniRef100_UPI000190B892, UniRef:UniRef50_UPI001FF055AD, UniRef:UniRef90_UPI001FF055AD
contig_1	2645055	2645732	-	GEGEGB_02706	26.4	6.6		RefSeq:WP_000875616.1, SO:0001217, UniParc:UPI000005A2A6, UniRef:UniRef100_A0A725K5E1, UniRef:UniRef50_A0A7D8INP9, UniRef:UniRef90_A0A7D8INP9
contig_1	2667256	2667396	-	GEGEGB_02726	4.7	4.4		
contig_1	2668319	2668417	-	GEGEGB_02729	3.5	6.7		SO:0001217, UniParc:UPI000005A2BA, UniRef:UniRef100_A0A1S0ZHP2, UniRef:UniRef50_A0A447P035, UniRef:UniRef90_A0A447P035
contig_1	2737011	2737832	-	GEGEGB_02791	30.7	6.3		RefSeq:WP_000868779.1, SO:0001217, UniParc:UPI0002925432, UniRef:UniRef100_A0A725GER5, UniRef:UniRef50_A0A2M8HB11, UniRef:UniRef90_A0A725GER5
contig_1	2746332	2746505	-	GEGEGB_02805	6.2	9.0		RefSeq:WP_000380485.1, SO:0001217, UniParc:UPI000190C5D0, UniRef:UniRef100_A0A725GBL7, UniRef:UniRef50_A0A725GBL7, UniRef:UniRef90_A0A725GBL7
contig_1	2785712	2785957	-	GEGEGB_02841	9.4	9.6		SO:0001217, UniRef:UniRef50_V7IPQ6, UniRef:UniRef90_V7IPQ6
contig_1	2918591	2918764	-	GEGEGB_02988	6.5	9.5		
contig_1	2976579	2976701	-	GEGEGB_03038	4.7	10.6		SO:0001217, UniRef:UniRef50_A0A379Q4Z4, UniRef:UniRef90_A0A379Q4Z4
contig_1	3036790	3037107	-	GEGEGB_03099	11.6	9.1		SO:0001217, UniRef:UniRef50_UPI001C7CBCF3, UniRef:UniRef90_UPI001C7CBCF3
contig_1	3041823	3042026	-	GEGEGB_03107	7.4	9.7		RefSeq:WP_000184036.1, SO:0001217, UniParc:UPI000005A405, UniRef:UniRef100_A0A725GBU7, UniRef:UniRef50_Q6D4T0, UniRef:UniRef90_A0A4P7TPM7
contig_1	3055832	3056023	-	GEGEGB_03123	6.7	4.1		SO:0001217, UniParc:UPI0005E1F762, UniRef:UniRef100_A0A725K3H0, UniRef:UniRef50_A0A659S1Q6, UniRef:UniRef90_A0A659S1Q6
contig_1	3118688	3118861	-	GEGEGB_03193	6.6	6.7		SO:0001217, UniRef:UniRef50_B5F5P3, UniRef:UniRef90_B5F5P3
contig_1	3174928	3175911	-	GEGEGB_03250	37.2	6.0		RefSeq:WP_010989241.1, SO:0001217, UniParc:UPI000005A487, UniRef:UniRef100_Q8Z3P6, UniRef:UniRef50_Q8Z3P6, UniRef:UniRef90_Q8Z3P6
contig_1	3177298	3177444	-	GEGEGB_03253	5.8	9.5		RefSeq:WP_001222143.1, SO:0001217, UniParc:UPI000190AA98, UniRef:UniRef100_A0A8G1BPC4, UniRef:UniRef50_A0A8G1BPC4, UniRef:UniRef90_A0A8G1BPC4
contig_1	3308478	3308579	-	GEGEGB_03390	3.7	6.5		SO:0001217, UniParc:UPI000169FC40, UniRef:UniRef100_A0A6C8GI00, UniRef:UniRef50_G5R666, UniRef:UniRef90_G5R666
contig_1	3489645	3489824	-	GEGEGB_03574	7.0	4.8		
contig_1	3561830	3561967	+	GEGEGB_03659	5.4	6.1		SO:0001217, UniRef:UniRef50_G5R6E9, UniRef:UniRef90_A0A7D8ES71
contig_1	3604645	3604767	-	GEGEGB_03699	4.6	8.8		SO:0001217, UniParc:UPI00016A007E, UniRef:UniRef100_A0A379WH53, UniRef:UniRef50_A0A3S4GRD1, UniRef:UniRef90_A0A3S4GRD1
contig_1	3707036	3707281	+	GEGEGB_03803	8.8	8.2		SO:0001217, UniParc:UPI000191296A, UniRef:UniRef100_A0A725GA43, UniRef:UniRef50_Q8Z2S8, UniRef:UniRef90_Q8Z2S8
contig_1	3875607	3875849	+	GEGEGB_03973	9.2	10.5		
contig_1	4069352	4069492	-	GEGEGB_04155	5.6	8.8		
contig_1	4114989	4115114	-	GEGEGB_04203	4.7	11.0		SO:0001217, UniRef:UniRef50_A0A379T4N8
contig_1	4202127	4202351	+	GEGEGB_04278	8.1	5.4		SO:0001217, UniParc:UPI000005A7DC, UniRef:UniRef100_Q8Z1Y9, UniRef:UniRef50_Q8Z1Y9, UniRef:UniRef90_Q8Z1Y9
contig_1	4399665	4399760	+	GEGEGB_04470	3.3	4.1		SO:0001217, UniRef:UniRef50_A0A655E8N3, UniRef:UniRef90_A0A655E8N3
contig_1	4405442	4405618	+	GEGEGB_04476	6.4	5.1		SO:0001217, UniParc:UPI0005DD9771, UniRef:UniRef100_A0A655EK15, UniRef:UniRef50_A0A655EK15, UniRef:UniRef90_A0A655EK15
contig_1	4419787	4420038	+	GEGEGB_04495	9.3	9.3		SO:0001217, UniRef:UniRef50_UPI0031B57688, UniRef:UniRef90_UPI0031B57688
contig_1	4437566	4437952	+	GEGEGB_04516	14.5	6.6		RefSeq:WP_000054770.1, SO:0001217, UniParc:UPI000005A8AB, UniRef:UniRef100_A0A3Z3HVH5, UniRef:UniRef50_A0A6W0BRM3, UniRef:UniRef90_A0A6W0BRM3
contig_1	4440906	4441238	+	GEGEGB_04520	13.0	10.0		RefSeq:WP_000175255.1, SO:0001217, UniParc:UPI000005A8AF, UniRef:UniRef100_A0A725VJR0, UniRef:UniRef50_A0A602MPM5, UniRef:UniRef90_A0A602MPM5
contig_1	4448920	4449300	+	GEGEGB_04530	14.2	4.2		RefSeq:WP_001103837.1, SO:0001217, UniParc:UPI000005A8B6, UniRef:UniRef100_A0A3Y0J689, UniRef:UniRef50_A0A3Y0J689, UniRef:UniRef90_A0A3Y0J689
contig_1	4449671	4449880	+	GEGEGB_04531	7.9	8.8		RefSeq:WP_000018145.1, SO:0001217, UniParc:UPI000190B3CC, UniRef:UniRef100_A0A3U7XMW5, UniRef:UniRef50_G5QPK0, UniRef:UniRef90_G5QPK0
contig_1	4449898	4450350	+	GEGEGB_04532	17.6	10.1		RefSeq:WP_000979718.1, SO:0001217, UniParc:UPI000190B3CD, UniRef:UniRef100_Q8Z1H7, UniRef:UniRef50_Q8Z1H7, UniRef:UniRef90_Q8Z1H7
contig_1	4450350	4450643	+	GEGEGB_04533	11.0	4.5		RefSeq:WP_000353852.1, SO:0001217, UniParc:UPI000190B3CE, UniRef:UniRef100_A0A3Z5TEP7, UniRef:UniRef50_C0Q668, UniRef:UniRef90_C0Q668
contig_1	4453289	4454197	+	GEGEGB_04536	35.2	4.9		RefSeq:WP_000881183.1, SO:0001217, UniParc:UPI000005A8BB, UniRef:UniRef100_A0A3U8Y1Y1, UniRef:UniRef50_A0A3U8Y1Y1, UniRef:UniRef90_A0A3U8Y1Y1
contig_1	4454271	4455170	+	GEGEGB_04537	34.7	4.7		RefSeq:WP_000022217.1, SO:0001217, UniParc:UPI000005A8BC, UniRef:UniRef100_A0A3Y4N4B8, UniRef:UniRef50_A0A5U4HCA5, UniRef:UniRef90_A0A3Y4N4B8
contig_1	4519517	4519609	-	GEGEGB_04609	3.0	4.1		
contig_1	4653133	4653237	-	GEGEGB_04753	3.8	8.3		SO:0001217, UniRef:UniRef50_A0A3S4FWH1, UniRef:UniRef90_A0A3S4FWH1
contig_1	4678909	4679268	+	GEGEGB_04784	13.1	6.0		
contig_1	4687034	4687219	+	GEGEGB_04793	6.6	7.8		SO:0001217, UniParc:UPI000191078C, UniRef:UniRef100_A0A5J1GH55, UniRef:UniRef50_A0A5V0WBE4, UniRef:UniRef90_A0A5U6EKA8
contig_1	4699268	4699462	+	GEGEGB_04800	7.2	4.1		RefSeq:WP_000422446.1, SO:0001217, UniParc:UPI000190AB85, UniRef:UniRef100_A0A8F2U6V4, UniRef:UniRef50_A0A3R0WBG3, UniRef:UniRef90_A0A8F2U6V4
contig_1	4700577	4700852	+	GEGEGB_04802	10.7	9.6		RefSeq:WP_001276352.1, SO:0001217, UniParc:UPI000005A9A8, UniRef:UniRef100_A0A726A8P8, UniRef:UniRef50_A0A726A8P8, UniRef:UniRef90_A0A726A8P8
contig_1	4700847	4700954	-	GEGEGB_04803	4.1	9.7		SO:0001217, UniParc:UPI0005D84673, UniRef:UniRef100_A0A455RY24, UniRef:UniRef50_A0A0J1LPK6, UniRef:UniRef90_A0A3S4G6C7
contig_1	4778172	4778279	+	GEGEGB_04884	4.2	5.4		SO:0001217, UniRef:UniRef50_A0A2X4TXI3, UniRef:UniRef90_A0A2X5BPJ9
