#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	2748600	2748932	-	BEJGEH_02684	12.3	6.1		RefSeq:WP_000645096.1, SO:0001217, UniParc:UPI00016BFA51, UniRef:UniRef100_A0A5V0A975, UniRef:UniRef50_A0A3R0Q412, UniRef:UniRef90_A0A3R0Q412
contig_1	2821804	2822064	-	BEJGEH_02757	10.0	10.6		
contig_1	2824066	2824344	-	BEJGEH_02759	10.8	9.4		
contig_1	3052575	3052697	-	BEJGEH_02989	4.7	10.6		SO:0001217, UniParc:UPI0002F95355, UniRef:UniRef100_A0A379WN91, UniRef:UniRef50_A0A379Q4Z4, UniRef:UniRef90_A0A379Q4Z4
contig_1	3106206	3106310	+	BEJGEH_03041	3.7	5.9		
contig_1	3124817	3125008	-	BEJGEH_03063	6.7	4.1		SO:0001217, UniParc:UPI0006D4B733, UniRef:UniRef100_A0A2T8MKK9, UniRef:UniRef50_A0A659S1Q6, UniRef:UniRef90_A0A659S1Q6
contig_1	3193679	3193852	-	BEJGEH_03132	6.6	6.7		SO:0001217, UniParc:UPI0002E7CA26, UniRef:UniRef100_B5F5P3, UniRef:UniRef50_B5F5P3, UniRef:UniRef90_B5F5P3
contig_1	3249564	3249674	+	BEJGEH_03188	3.9	10.3		SO:0001217, UniRef:UniRef50_A0A379VKA3, UniRef:UniRef90_A0A379VKA3
contig_1	3249737	3249865	+	BEJGEH_03189	4.6	6.0		RefSeq:WP_001747738.1, SO:0001217, UniParc:UPI00016BEE6C, UniRef:UniRef100_B5F660, UniRef:UniRef50_B5F660, UniRef:UniRef90_B5F660
contig_1	3279979	3280332	+	BEJGEH_03218	13.0	8.9		SO:0001217, UniRef:UniRef50_G5QXK3, UniRef:UniRef90_G5QXK3
contig_1	3385669	3385770	-	BEJGEH_03326	3.7	6.5		SO:0001217, UniParc:UPI000169FC40, UniRef:UniRef100_A0A6C8GI00, UniRef:UniRef50_G5R666, UniRef:UniRef90_G5R666
contig_1	3405197	3405301	-	BEJGEH_03352	3.9	9.5		SO:0001217, UniParc:UPI0003E54430, UniRef:UniRef100_A0A447JBR0, UniRef:UniRef50_A0A447JBR0, UniRef:UniRef90_A0A447JBR0
contig_1	3545343	3545696	+	BEJGEH_03509	13.0	8.9		SO:0001217, UniRef:UniRef50_G5QXK3, UniRef:UniRef90_G5QXK3
contig_1	3632824	3632997	+	BEJGEH_03582	6.6	11.0		
contig_1	3868721	3868894	+	BEJGEH_03798	6.8	6.5		SO:0001217, UniParc:UPI00076BAC11, UniRef:UniRef100_A0A379W0X8, UniRef:UniRef50_A0A379W0X8, UniRef:UniRef90_A0A379W0X8
contig_1	3974072	3974497	-	BEJGEH_03900	16.9	4.9		RefSeq:WP_001747551.1, SO:0001217, UniParc:UPI000023292F, UniRef:UniRef100_A0A5Y4VGY7, UniRef:UniRef50_B7LK56, UniRef:UniRef90_B7LK56
contig_1	3982362	3982463	+	BEJGEH_03909	3.7	5.5		SO:0001217, UniParc:UPI0005D92894, UniRef:UniRef100_A0A455S9T1, UniRef:UniRef50_A0A3S4G6C1, UniRef:UniRef90_A0A3S4G6C1
contig_1	4250896	4251018	+	BEJGEH_04176	4.6	8.8		SO:0001217, UniRef:UniRef50_A0A3S4GRD1, UniRef:UniRef90_A0A3S4GRD1
contig_1	4293549	4293671	-	BEJGEH_04216	4.8	4.9		SO:0001217, UniRef:UniRef50_A0A5Y2LYL8, UniRef:UniRef90_UPI001483A302
contig_1	4330182	4330472	+	BEJGEH_04249	10.8	4.9		SO:0001217, UniParc:UPI00017C0DAA, UniRef:UniRef100_A0A3R0RLS7, UniRef:UniRef50_A0A3R0RLS7, UniRef:UniRef90_A0A3R0RLS7
contig_1	4331006	4331353	+	BEJGEH_04251	13.2	4.9		RefSeq:WP_000861771.1, SO:0001217, UniParc:UPI00016BE976, UniRef:UniRef100_A0A756VLZ1, UniRef:UniRef50_A0A756VLZ1, UniRef:UniRef90_A0A756VLZ1
contig_1	4331353	4331727	+	BEJGEH_04252	13.8	5.8		RefSeq:WP_000700615.1, SO:0001217, UniParc:UPI00016BE977, UniRef:UniRef100_A0A3R0SA42, UniRef:UniRef50_A0A3R0SA42, UniRef:UniRef90_A0A3R0SA42
contig_1	4489018	4489509	+	BEJGEH_04388	18.4	9.4		SO:0001217, UniParc:UPI00016BF35B, UniRef:UniRef100_B5F2J4, UniRef:UniRef50_B5F2J4, UniRef:UniRef90_B5F2J4
contig_1	4590379	4590693	-	BEJGEH_04494	12.1	8.7		SO:0001217, UniParc:UPI00016A2162, UniRef:UniRef100_A0A3T3EQM6, UniRef:UniRef50_A0A3U8EHJ2, UniRef:UniRef90_A0A3U8EHJ2
contig_1	4665269	4665907	+	BEJGEH_04564	24.8	6.8		RefSeq:WP_001066528.1, SO:0001217, UniParc:UPI00016BEAF8, UniRef:UniRef100_A0A3V9FHV4, UniRef:UniRef50_A0A6P1Q3W6, UniRef:UniRef90_A0A3V9FHV4
contig_1	4678677	4679030	-	BEJGEH_04581	13.0	8.9		SO:0001217, UniRef:UniRef50_G5QXK3, UniRef:UniRef90_G5QXK3
contig_1	4682462	4682728	-	BEJGEH_04585	10.3	4.5		
contig_1	4684019	4684312	-	BEJGEH_04588	10.6	4.7		RefSeq:WP_001748007.1, SO:0001217, UniParc:UPI00016BEB0A, UniRef:UniRef100_A0A3R0QMM5, UniRef:UniRef50_D2TNZ4, UniRef:UniRef90_A9MES5
contig_1	4691100	4691570	-	BEJGEH_04596	17.3	5.4		RefSeq:WP_001222753.1, SO:0001217, UniParc:UPI00016BEC8B, UniRef:UniRef100_A0A3R0R5D7, UniRef:UniRef50_A0A6C8G2M6, UniRef:UniRef90_A0A6C8G2M6
contig_1	4694083	4694190	+	BEJGEH_04598	4.2	9.7		
contig_1	4695526	4696641	+	BEJGEH_04600	42.1	5.1		RefSeq:WP_001748002.1, SO:0001217, UniParc:UPI00016BEC90, UniRef:UniRef100_A0A3R0TMI4, UniRef:UniRef50_R1GWD0, UniRef:UniRef90_A0A3R0TMI4
contig_1	4696638	4697165	+	BEJGEH_04601	19.9	9.6		RefSeq:WP_001043245.1, SO:0001217, UniParc:UPI00016BEC91, UniRef:UniRef100_A0A3R0S3T8, UniRef:UniRef50_A0A2N4UVY4, UniRef:UniRef90_A0A3R0S3T8
contig_1	4706892	4707296	-	BEJGEH_04608	15.3	10.8		
contig_1	4709498	4709605	-	BEJGEH_04611	4.1	9.7		SO:0001217, UniParc:UPI0005D84673, UniRef:UniRef100_A0A455RY24, UniRef:UniRef50_A0A0J1LPK6, UniRef:UniRef90_A0A3S4G6C7
contig_1	4784863	4784970	+	BEJGEH_04689	4.2	4.5		SO:0001217, UniParc:UPI00065C284A, UniRef:UniRef100_A0A2X5BPJ9, UniRef:UniRef50_A0A2X4TXI3, UniRef:UniRef90_A0A2X5BPJ9
contig_2	1	75	-	BEJGEH_04703	3.0	9.9		
contig_2	79	240	-	BEJGEH_04704	6.1	10.4		RefSeq:WP_001148152.1, SO:0001217, UniParc:UPI00016BF9B8, UniRef:UniRef100_B5EWD9, UniRef:UniRef50_B5EWD9, UniRef:UniRef90_B5EWD9
contig_2	529	636	+	BEJGEH_04705	3.9	10.6		
contig_2	663	890	-	BEJGEH_04706	8.5	9.9		RefSeq:WP_000794398.1, SO:0001217, UniParc:UPI00017C0DE6, UniRef:UniRef100_A0A5V8WJC4, UniRef:UniRef50_A0A638U0I8, UniRef:UniRef90_A0A638U0I8
contig_2	897	1148	-	BEJGEH_04707	9.5	7.7		RefSeq:WP_001282485.1, SO:0001217, UniParc:UPI00016BED01, UniRef:UniRef100_A0A5X9C2P3, UniRef:UniRef50_A0A639BWI8, UniRef:UniRef90_A0A5X9C2P3
contig_2	1364	1759	-	BEJGEH_04709	14.4	5.0		RefSeq:WP_001081415.1, SO:0001217, UniParc:UPI00016BED03, UniRef:UniRef100_B5EWE4, UniRef:UniRef50_B5EWE4, UniRef:UniRef90_B5EWE4
contig_2	3160	3468	-	BEJGEH_04713	12.1	5.6		RefSeq:WP_131701692.1, SO:0001217, UniParc:UPI00103990D8, UniRef:UniRef100_A0A607Q196, UniRef:UniRef50_A0A7H0EV98, UniRef:UniRef90_A0A7H0EV98
contig_2	4795	4998	-	BEJGEH_04717	7.4	5.2		RefSeq:WP_000027026.1, SO:0001217, UniParc:UPI00016BED0B, UniRef:UniRef100_A0A639BY46, UniRef:UniRef50_A0A7H0EV40, UniRef:UniRef90_A0A7H0EV40
contig_2	6629	6922	-	BEJGEH_04720	11.0	9.4		RefSeq:WP_000631610.1, SO:0001217, UniParc:UPI00016BEEA6, UniRef:UniRef100_A0A607Q2W9, UniRef:UniRef50_A0A607Q2W9, UniRef:UniRef90_A0A607Q2W9
contig_2	6919	7257	-	BEJGEH_04721	12.4	5.3		RefSeq:WP_000083087.1, SO:0001217, UniParc:UPI00016BEEA7, UniRef:UniRef100_A0A607Q0P2, UniRef:UniRef50_A0A7H0EV88, UniRef:UniRef90_A0A377BCH4
contig_2	10015	10416	-	BEJGEH_04724	14.8	9.3	PF24043.1|DUF7352	PFAM:PF24043.1, RefSeq:WP_000368397.1, SO:0001217, UniParc:UPI00017C0DEA, UniRef:UniRef100_A0A5X9BY85, UniRef:UniRef50_A0A377BCM8, UniRef:UniRef90_A0A377BCM8
contig_2	21828	22238	-	BEJGEH_04736	15.3	9.5		RefSeq:WP_000902259.1, SO:0001217, UniParc:UPI00016BFAB6, UniRef:UniRef100_A0A5V8X2Q6, UniRef:UniRef50_B2VAU2, UniRef:UniRef90_A0A191T930
contig_2	27694	27849	+	BEJGEH_04743	5.9	9.6		RefSeq:WP_001015891.1, SO:0001217, UniParc:UPI00016BF9C5, UniRef:UniRef100_B5EWH8, UniRef:UniRef50_B5EWH8, UniRef:UniRef90_B5EWH8
contig_2	27948	28274	+	BEJGEH_04744	12.4	4.5		RefSeq:WP_001085053.1, SO:0001217, UniParc:UPI00016BF9C4, UniRef:UniRef100_A0A618RWN4, UniRef:UniRef50_B2VAR8, UniRef:UniRef90_A0A191T970
contig_2	29436	30134	+	BEJGEH_04746	25.9	10.1		RefSeq:WP_001063220.1, SO:0001217, UniParc:UPI00016BF9C2, UniRef:UniRef100_B5EWI1, UniRef:UniRef50_B5EWI1, UniRef:UniRef90_B5EWI1
contig_2	30196	30471	+	BEJGEH_04747	10.2	9.9		RefSeq:WP_000675433.1, SO:0001217, UniParc:UPI00016BF9C1, UniRef:UniRef100_A0A5X9C0W3, UniRef:UniRef50_A0A191T969, UniRef:UniRef90_A0A638TZZ3
contig_2	30494	30847	-	BEJGEH_04748	13.3	4.8		RefSeq:WP_000041076.1, SO:0001217, UniParc:UPI00016BF9C0, UniRef:UniRef100_A0A5V8WJB4, UniRef:UniRef50_B2VAR5, UniRef:UniRef90_A0A5V8WJB4
contig_2	32284	32712	-	BEJGEH_04751	15.8	9.2		RefSeq:WP_000376639.1, SO:0001217, UniParc:UPI00016BF9BD, UniRef:UniRef100_A0A5X9BYB3, UniRef:UniRef50_B2VAR2, UniRef:UniRef90_A0A709LK95
