persistent_family	duplication_ratio	mean_presence	is_single_copy_marker
GEGEGB_01865	0.0	1.0	True
GEGEGB_01868	0.0	1.0	True
GEGEGB_01869	0.0	1.0	True
GEGEGB_01870	0.0	1.0	True
GEGEGB_01872	0.0	1.0	True
GEGEGB_01873	0.0	1.0	True
GEGEGB_01874	0.0	1.0	True
GEGEGB_01875	0.0	1.0	True
GEGEGB_01876	0.0	1.0	True
GEGEGB_01878	0.0	1.0	True
GEGEGB_01882	0.0	1.0	True
GEGEGB_01883	0.0	1.0	True
GEGEGB_01884	0.0	1.0	True
GEGEGB_01885	0.0	1.0	True
GEGEGB_01886	0.0	1.0	True
GEGEGB_01887	0.0	1.0	True
GEGEGB_01890	0.0	1.0	True
GEGEGB_01893	0.0	1.0	True
GEGEGB_01894	0.0	1.0	True
GEGEGB_01898	0.0	1.0	True
GEGEGB_01899	0.0	1.0	True
GEGEGB_01902	0.0	1.0	True
GEGEGB_01904	0.0	1.0	True
GEGEGB_01908	0.0	1.0	True
GEGEGB_01914	0.0	1.0	True
GEGEGB_01915	0.0	1.0	True
GEGEGB_01916	0.0	1.0	True
GEGEGB_01919	0.0	1.0	True
GEGEGB_01920	0.0	1.0	True
GEGEGB_01921	0.0	1.0	True
GEGEGB_01925	0.0	1.0	True
GEGEGB_01926	0.0	1.0	True
GEGEGB_01934	0.0	1.0	True
GEGEGB_01941	0.0	1.0	True
GEGEGB_01942	0.0	1.0	True
GEGEGB_01943	0.0	1.0	True
GEGEGB_01951	0.0	1.0	True
GEGEGB_01952	0.0	1.0	True
GEGEGB_01953	0.0	1.0	True
GEGEGB_01954	0.0	1.0	True
GEGEGB_01956	0.0	1.0	True
GEGEGB_01957	0.0	1.0	True
GEGEGB_01960	0.0	1.0	True
GEGEGB_01961	0.0	1.0	True
GEGEGB_01962	0.0	1.0	True
GEGEGB_01963	0.0	1.0	True
GEGEGB_01964	0.0	1.0	True
GEGEGB_01965	0.0	1.0	True
GEGEGB_01966	0.0	1.0	True
GEGEGB_01967	0.0	1.0	True
GEGEGB_01968	0.0	1.0	True
GEGEGB_01971	0.0	1.0	True
GEGEGB_02042	0.0	1.0	True
GEGEGB_02043	0.0	1.0	True
GEGEGB_02044	0.0	1.0	True
GEGEGB_02045	0.0	1.0	True
GEGEGB_02047	0.0	1.0	True
GEGEGB_02049	0.0	1.0	True
GEGEGB_02050	0.0	1.0	True
GEGEGB_02051	0.0	1.0	True
GEGEGB_02052	0.0	1.0	True
GEGEGB_02053	0.0	1.0	True
GEGEGB_02055	0.0	1.0	True
GEGEGB_02056	0.0	1.0	True
GEGEGB_02059	0.0	1.0	True
GEGEGB_02060	0.0	1.0	True
GEGEGB_02062	0.0	1.0	True
GEGEGB_02063	0.0	1.0	True
GEGEGB_02064	0.0	1.0	True
GEGEGB_02066	0.0	1.0	True
GEGEGB_02067	0.0	1.0	True
GEGEGB_02070	0.0	1.0	True
GEGEGB_02071	0.0	1.0	True
GEGEGB_02075	0.0	1.0	True
GEGEGB_02076	0.0	1.0	True
GEGEGB_02078	0.0	1.0	True
GEGEGB_02082	0.0	1.0	True
GEGEGB_02083	0.0	1.0	True
GEGEGB_02087	0.0	1.0	True
GEGEGB_02088	0.0	1.0	True
GEGEGB_02090	0.0	1.0	True
GEGEGB_02091	0.0	1.0	True
GEGEGB_02092	0.0	1.0	True
GEGEGB_02099	0.0	1.0	True
GEGEGB_02100	0.0	1.0	True
GEGEGB_02101	0.0	1.0	True
GEGEGB_02102	0.0	1.0	True
GEGEGB_02105	0.0	1.0	True
GEGEGB_02108	0.0	1.0	True
GEGEGB_02111	0.0	1.0	True
GEGEGB_02112	0.0	1.0	True
GEGEGB_02113	0.0	1.0	True
GEGEGB_02114	0.0	1.0	True
GEGEGB_02115	0.0	1.0	True
GEGEGB_02117	0.0	1.0	True
GEGEGB_02118	0.0	1.0	True
GEGEGB_02119	0.0	1.0	True
GEGEGB_02124	0.0	1.0	True
GEGEGB_02125	0.0	1.0	True
GEGEGB_02129	0.0	1.0	True
GEGEGB_02130	0.0	1.0	True
GEGEGB_02133	0.0	1.0	True
GEGEGB_02135	0.0	1.0	True
GEGEGB_02139	0.0	1.0	True
GEGEGB_02140	0.0	1.0	True
GEGEGB_02141	0.0	1.0	True
GEGEGB_02142	0.0	1.0	True
GEGEGB_02143	0.0	1.0	True
GEGEGB_02144	0.0	1.0	True
GEGEGB_02146	0.0	1.0	True
GEGEGB_02148	0.0	1.0	True
GEGEGB_02149	0.0	1.0	True
GEGEGB_02150	0.0	1.0	True
GEGEGB_02151	0.0	1.0	True
GEGEGB_02152	0.0	1.0	True
GEGEGB_02155	0.0	1.0	True
GEGEGB_02157	0.0	1.692	True
GEGEGB_02159	0.0	1.0	True
GEGEGB_02160	0.0	1.0	True
GEGEGB_02161	0.0	1.0	True
GEGEGB_02162	0.0	1.0	True
GEGEGB_02163	0.0	1.0	True
GEGEGB_02168	0.0	1.0	True
GEGEGB_02169	0.0	1.0	True
GEGEGB_02170	0.0	1.0	True
GEGEGB_02171	0.0	1.0	True
GEGEGB_02172	0.0	1.0	True
GEGEGB_02173	0.0	1.0	True
GEGEGB_02175	0.0	1.0	True
GEGEGB_02177	0.0	1.0	True
GEGEGB_02178	0.0	1.0	True
GEGEGB_02183	0.0	1.0	True
GEGEGB_02185	0.0	1.0	True
GEGEGB_02187	0.0	1.0	True
GEGEGB_02188	0.0	1.0	True
GEGEGB_02189	0.0	1.0	True
GEGEGB_02191	0.0	1.0	True
GEGEGB_02192	0.0	1.0	True
GEGEGB_02194	0.0	1.0	True
GEGEGB_02197	0.0	1.0	True
GEGEGB_02200	0.0	1.0	True
GEGEGB_02201	0.0	1.0	True
GEGEGB_02202	0.0	1.0	True
GEGEGB_02206	0.0	1.0	True
GEGEGB_02208	0.0	1.0	True
GEGEGB_02209	0.0	1.0	True
GEGEGB_02210	0.0	1.0	True
GEGEGB_02211	0.0	1.0	True
GEGEGB_02214	0.0	1.0	True
GEGEGB_02217	0.0	1.0	True
GEGEGB_02221	0.0	1.0	True
GEGEGB_02223	0.0	1.0	True
GEGEGB_02224	0.0	1.0	True
GEGEGB_02227	0.0	1.0	True
GEGEGB_02229	0.0	1.0	True
GEGEGB_02231	0.0	1.0	True
GEGEGB_02233	0.0	1.0	True
GEGEGB_02234	0.0	1.0	True
GEGEGB_02235	0.0	1.0	True
GEGEGB_02242	0.0	1.0	True
GEGEGB_02243	0.0	1.0	True
GEGEGB_02246	0.0	1.0	True
GEGEGB_02247	0.0	1.0	True
GEGEGB_02250	0.0	1.0	True
GEGEGB_02251	0.0	1.0	True
GEGEGB_02255	0.0	1.0	True
GEGEGB_02256	0.0	1.0	True
GEGEGB_02257	0.0	1.0	True
GEGEGB_02260	0.0	1.0	True
GEGEGB_02261	0.0	1.0	True
GEGEGB_02263	0.0	1.0	True
GEGEGB_02279	0.0	1.0	True
GEGEGB_02281	0.0	1.0	True
GEGEGB_02282	0.0	1.0	True
GEGEGB_02283	0.0	1.0	True
GEGEGB_02285	0.0	1.0	True
GEGEGB_02286	0.0	1.0	True
GEGEGB_02287	0.0	1.0	True
GEGEGB_02295	0.0	1.0	True
GEGEGB_02296	0.0	1.0	True
GEGEGB_02297	0.0	1.0	True
GEGEGB_02298	0.0	1.0	True
GEGEGB_02300	0.0	1.0	True
GEGEGB_02302	0.0	1.0	True
GEGEGB_02304	0.0	1.0	True
GEGEGB_02306	0.0	1.0	True
GEGEGB_02307	0.0	1.0	True
GEGEGB_02308	0.0	1.077	True
GEGEGB_02311	0.0	1.0	True
GEGEGB_02313	0.0	1.0	True
GEGEGB_02314	0.0	1.0	True
GEGEGB_02315	0.0	1.077	True
BEJGEH_00056	0.0	1.0	True
BEJGEH_00088	0.0	1.25	True
BEJGEH_00107	0.0	1.0	True
BEJGEH_00124	0.0	1.0	True
LNHIMF_04331	0.0	1.0	True
LNHIMF_04334	0.0	1.0	True
LNHIMF_04337	0.0	1.0	True
LNHIMF_04338	0.0	1.0	True
LNHIMF_04339	0.0	1.0	True
LNHIMF_04343	0.0	1.0	True
LNHIMF_04344	0.0	1.0	True
LNHIMF_04348	0.0	1.0	True
LNHIMF_04354	0.0	1.0	True
LNHIMF_04359	0.0	1.0	True
LNHIMF_04360	0.0	1.0	True
LNHIMF_04362	0.0	1.0	True
LNHIMF_04363	0.0	1.0	True
LNHIMF_04365	0.0	1.0	True
LNHIMF_04369	0.0	1.0	True
LNHIMF_04371	0.0	1.0	True
LNHIMF_04380	0.0	1.0	True
LNHIMF_04383	0.0	1.077	True
LNHIMF_04386	0.0	1.0	True
LNHIMF_04387	0.0	1.0	True
LNHIMF_04389	0.0	1.0	True
LNHIMF_04392	0.0	1.0	True
LNHIMF_04393	0.0	1.154	True
LNHIMF_04394	0.0	1.0	True
LNHIMF_04395	0.0	1.0	True
LNHIMF_04396	0.0	1.0	True
LNHIMF_04397	0.0	1.0	True
LNHIMF_04420	0.0	1.0	True
LNHIMF_04422	0.0	1.0	True
LNHIMF_04423	0.0	1.0	True
LNHIMF_04425	0.0	1.0	True
LNHIMF_03774	0.0	1.0	True
LNHIMF_03775	0.0	1.0	True
LNHIMF_03790	0.0	1.0	True
LNHIMF_03791	0.0	1.077	True
LNHIMF_03795	0.0	1.0	True
LNHIMF_03799	0.0	1.0	True
LNHIMF_03800	0.0	1.0	True
LNHIMF_03804	0.0	1.0	True
LNHIMF_03809	0.0	1.0	True
LNHIMF_03812	0.0	1.0	True
LNHIMF_03816	0.0	1.0	True
LNHIMF_03824	0.0	1.0	True
LNHIMF_03827	0.0	1.0	True
LNHIMF_03832	0.0	1.091	True
LNHIMF_03833	0.0	1.0	True
LNHIMF_03839	0.0	1.0	True
LNHIMF_03840	0.0	1.0	True
LNHIMF_03842	0.0	1.0	True
LNHIMF_03848	0.0	1.0	True
LNHIMF_03852	0.0	1.077	True
LNHIMF_03854	0.0	1.0	True
LNHIMF_03855	0.0	1.0	True
LNHIMF_03856	0.0	1.0	True
LNHIMF_03857	0.0	1.0	True
LNHIMF_03859	0.0	1.0	True
LNHIMF_03860	0.0	1.0	True
LNHIMF_03862	0.0	1.0	True
LNHIMF_03865	0.0	1.0	True
HFCAGB_01582	0.0	1.0	True
LNHIMF_00842	0.0	1.077	True
LNHIMF_00843	0.0	1.0	True
LNHIMF_00844	0.0	1.0	True
LNHIMF_00845	0.0	1.0	True
LNHIMF_00846	0.0	1.0	True
LNHIMF_00850	0.0	1.0	True
LNHIMF_00854	0.0	1.0	True
LNHIMF_00870	0.0	1.0	True
LNHIMF_00873	0.0	1.0	True
LNHIMF_00874	0.0	1.0	True
LNHIMF_00878	0.0	1.0	True
LNHIMF_00879	0.0	1.0	True
LNHIMF_00880	0.0	1.0	True
LNHIMF_00883	0.0	1.0	True
LNHIMF_00884	0.0	1.0	True
LNHIMF_00889	0.0	1.077	True
LNHIMF_00897	0.0	1.0	True
LNHIMF_00898	0.0	1.0	True
LNHIMF_00899	0.0	1.0	True
LNHIMF_00905	0.0	1.0	True
LNHIMF_00907	0.0	1.0	True
LNHIMF_00909	0.0	1.0	True
LNHIMF_00910	0.0	1.0	True
LNHIMF_00913	0.0	1.0	True
LNHIMF_00915	0.0	1.0	True
LNHIMF_00916	0.0	1.077	True
LNHIMF_00917	0.0	1.0	True
LNHIMF_00919	0.0	1.0	True
LNHIMF_00920	0.0	1.0	True
LNHIMF_00922	0.0	1.0	True
LNHIMF_00923	0.0	1.0	True
LNHIMF_00928	0.0	1.0	True
LNHIMF_00930	0.0	1.0	True
LNHIMF_00935	0.0	1.0	True
LNHIMF_00936	0.0	1.0	True
LNHIMF_00938	0.0	1.0	True
LNHIMF_00943	0.0	1.0	True
