#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABAO01000065.1:7488-8858|-     -            457 47034at91347         -            399  1.6e-197  654.4   0.7   1   1  4.5e-200  1.9e-197  654.1   0.7     1   394     7   443     7   454 0.92 NZ_ABAO01000065.1_7 # 7488 # 8858 # -1 # ID=49_7;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.527
NZ_ABAO01000005.1:77136-77909|-   -            258 47034at91347         -            399    0.0042   14.2   0.1   2   2      0.26   1.1e+02   -0.4   0.0    55    86    97   129    74   154 0.76 NZ_ABAO01000005.1_78 # 77136 # 77909 # -1 # ID=109_78;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.434
NZ_ABAO01000021.1:48268-48978|-   -            237 47034at91347         -            399    0.0051   13.9   0.0   1   1   1.8e-05    0.0075   13.3   0.0     3    37    11    45     9    58 0.91 NZ_ABAO01000021.1_52 # 48268 # 48978 # -1 # ID=93_52;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.575
NZ_ABAO01000017.1:25944-26924|+   -            327 47034at91347         -            399    0.0091   13.1   0.7   1   2   0.00039      0.17    8.9   0.1   222   285    67   126    51   195 0.70 NZ_ABAO01000017.1_24 # 25944 # 26924 # 1 # ID=97_24;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.515
NZ_ABAO01000017.1:25944-26924|+   -            327 47034at91347         -            399    0.0091   13.1   0.7   2   2     0.032        14    2.6   0.1   232   278   236   284   221   300 0.64 NZ_ABAO01000017.1_24 # 25944 # 26924 # 1 # ID=97_24;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.515
NZ_ABAO01000073.1:5358-5942|+     -            195 47034at91347         -            399     0.014   12.4   0.0   1   1   3.8e-05     0.016   12.2   0.0     3    39    10    45     8   125 0.67 NZ_ABAO01000073.1_6 # 5358 # 5942 # 1 # ID=41_6;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552
NZ_ABAO01000005.1:82743-83636|-   -            298 47034at91347         -            399     0.015   12.3   0.2   1   3    0.0022      0.94    6.4   0.2     3    37     7    44     5    67 0.77 NZ_ABAO01000005.1_84 # 82743 # 83636 # -1 # ID=109_84;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.519
NZ_ABAO01000005.1:82743-83636|-   -            298 47034at91347         -            399     0.015   12.3   0.2   2   3     0.061        26    1.7   0.0    53    87    99   133    87   152 0.86 NZ_ABAO01000005.1_84 # 82743 # 83636 # -1 # ID=109_84;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.519
NZ_ABAO01000005.1:82743-83636|-   -            298 47034at91347         -            399     0.015   12.3   0.2   3   3      0.17        71    0.2   0.0   117   152   184   219   160   258 0.66 NZ_ABAO01000005.1_84 # 82743 # 83636 # -1 # ID=109_84;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.519
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/47034at91347.hmm
# Target file:     reports/busco-results/GCF_000170255.1_ASM17025v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout reports/busco-results/GCF_000170255.1_ASM17025v1_genomic.fna/run_enterobacterales_odb10/hmmer_output/47034at91347.out --cpu 1 /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/47034at91347.hmm reports/busco-results/GCF_000170255.1_ASM17025v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /Users/dizzler/Projects/School/BIOL4600-Capstone
# Date:            Sat Feb 21 23:25:11 2026
# [ok]
