#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABEW01000004.1:27369-28739|+   -            457 47034at91347         -            399  1.6e-197  654.4   0.7   1   1  5.3e-200  1.9e-197  654.1   0.7     1   394     7   443     7   454 0.92 NZ_ABEW01000004.1_27 # 27369 # 28739 # 1 # ID=60_27;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.528
NZ_ABEW01000001.1:246974-247882|+ -            303 47034at91347         -            399    0.0012   15.9   0.1   1   3   0.00021     0.078   10.0   0.0     3    38    12    50    10    74 0.75 NZ_ABEW01000001.1_252 # 246974 # 247882 # 1 # ID=63_252;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.497
NZ_ABEW01000001.1:246974-247882|+ -            303 47034at91347         -            399    0.0012   15.9   0.1   2   3     0.021       7.7    3.4   0.0    53    90   104   141    78   187 0.74 NZ_ABEW01000001.1_252 # 246974 # 247882 # 1 # ID=63_252;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.497
NZ_ABEW01000001.1:246974-247882|+ -            303 47034at91347         -            399    0.0012   15.9   0.1   3   3       1.1   4.1e+02   -2.2   0.0   161   184   237   260   214   274 0.83 NZ_ABEW01000001.1_252 # 246974 # 247882 # 1 # ID=63_252;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.497
NZ_ABEW01000006.1:354549-355322|+ -            258 47034at91347         -            399    0.0043   14.1   0.1   1   2   4.8e-05     0.017   12.1   0.0     2    41     3    45     2    62 0.87 NZ_ABEW01000006.1_317 # 354549 # 355322 # 1 # ID=58_317;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.435
NZ_ABEW01000006.1:354549-355322|+ -            258 47034at91347         -            399    0.0043   14.1   0.1   2   2       0.3   1.1e+02   -0.4   0.0    55    86    97   129    74   154 0.76 NZ_ABEW01000006.1_317 # 354549 # 355322 # 1 # ID=58_317;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.435
NZ_ABEW01000002.1:491129-491839|+ -            237 47034at91347         -            399    0.0051   13.9   0.0   1   1   2.1e-05    0.0075   13.3   0.0     3    37    11    45     9    58 0.91 NZ_ABEW01000002.1_458 # 491129 # 491839 # 1 # ID=62_458;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.574
NZ_ABEW01000001.1:394651-395631|- -            327 47034at91347         -            399     0.011   12.8   0.9   1   2   0.00037      0.13    9.2   0.1   218   285    63   126    49   181 0.68 NZ_ABEW01000001.1_394 # 394651 # 395631 # -1 # ID=63_394;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.517
NZ_ABEW01000001.1:394651-395631|- -            327 47034at91347         -            399     0.011   12.8   0.9   2   2     0.067        24    1.8   0.1   234   278   238   284   222   302 0.57 NZ_ABEW01000001.1_394 # 394651 # 395631 # -1 # ID=63_394;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.517
NZ_ABEW01000011.1:984-1568|-      -            195 47034at91347         -            399     0.014   12.4   0.0   1   1   4.4e-05     0.016   12.2   0.0     3    39    10    45     8   125 0.67 NZ_ABEW01000011.1_2 # 984 # 1568 # -1 # ID=53_2;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.556
NZ_ABEW01000006.1:348821-349714|+ -            298 47034at91347         -            399     0.015   12.3   0.2   1   3    0.0026      0.95    6.4   0.2     3    37     7    44     5    67 0.77 NZ_ABEW01000006.1_311 # 348821 # 349714 # 1 # ID=58_311;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.516
NZ_ABEW01000006.1:348821-349714|+ -            298 47034at91347         -            399     0.015   12.3   0.2   2   3     0.073        26    1.7   0.0    53    87    99   133    87   152 0.86 NZ_ABEW01000006.1_311 # 348821 # 349714 # 1 # ID=58_311;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.516
NZ_ABEW01000006.1:348821-349714|+ -            298 47034at91347         -            399     0.015   12.3   0.2   3   3       0.2        72    0.2   0.0   117   152   184   219   160   258 0.66 NZ_ABEW01000006.1_311 # 348821 # 349714 # 1 # ID=58_311;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.516
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/47034at91347.hmm
# Target file:     reports/busco-results/data/00-reads/GCF_000171415.1_ASM17141v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout reports/busco-results/data/00-reads/GCF_000171415.1_ASM17141v1_genomic.fna/run_enterobacterales_odb10/hmmer_output/47034at91347.out --cpu 1 /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/47034at91347.hmm reports/busco-results/data/00-reads/GCF_000171415.1_ASM17141v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /Users/dizzler/Projects/School/BIOL4600-Capstone
# Date:            Sat Feb 21 22:06:14 2026
# [ok]
