#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABEH02000004.1:29276-30646|+   -            457 47034at91347         -            399  3.7e-199  659.6   0.7   1   1  1.1e-201  4.5e-199  659.3   0.7     1   394     7   443     7   454 0.92 NZ_ABEH02000004.1_28 # 29276 # 30646 # 1 # ID=16_28;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.530
NZ_ABEH02000003.1:98178-98888|-   -            237 47034at91347         -            399    0.0045   13.9   0.0   1   1   1.6e-05    0.0067   13.3   0.0     3    37    11    45     9    58 0.91 NZ_ABEH02000003.1_103 # 98178 # 98888 # -1 # ID=17_103;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.578
NZ_ABEH02000002.1:357795-358775|+ -            327 47034at91347         -            399     0.012   12.5   0.9   1   2   0.00032      0.13    9.1   0.1   218   285    63   126    49   181 0.70 NZ_ABEH02000002.1_349 # 357795 # 358775 # 1 # ID=18_349;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.512
NZ_ABEH02000002.1:357795-358775|+ -            327 47034at91347         -            399     0.012   12.5   0.9   2   2     0.056        24    1.6   0.1   234   277   238   283   222   302 0.56 NZ_ABEH02000002.1_349 # 357795 # 358775 # 1 # ID=18_349;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.512
NZ_ABEH02000005.1:99838-100731|-  -            298 47034at91347         -            399     0.013   12.3   0.2   1   3     0.002      0.85    6.4   0.2     3    37     7    44     5    67 0.77 NZ_ABEH02000005.1_100 # 99838 # 100731 # -1 # ID=15_100;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.518
NZ_ABEH02000005.1:99838-100731|-  -            298 47034at91347         -            399     0.013   12.3   0.2   2   3     0.056        24    1.7   0.0    53    87    99   133    87   152 0.86 NZ_ABEH02000005.1_100 # 99838 # 100731 # -1 # ID=15_100;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.518
NZ_ABEH02000005.1:99838-100731|-  -            298 47034at91347         -            399     0.013   12.3   0.2   3   3      0.15        64    0.2   0.0   117   152   184   219   160   258 0.66 NZ_ABEH02000005.1_100 # 99838 # 100731 # -1 # ID=15_100;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.518
NZ_ABEH02000008.1:105020-105604|- -            195 47034at91347         -            399     0.046   10.6   0.0   1   1   0.00012     0.051   10.4   0.0     3    39    10    45     8   124 0.71 NZ_ABEH02000008.1_91 # 105020 # 105604 # -1 # ID=12_91;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /Users/dizzler/Projects/School/BIOL4600-Capstone/databases/lineages/enterobacterales_odb10/hmms/47034at91347.hmm
# Target file:     /Users/dizzler/Projects/School/BIOL4600-Capstone/reports/busco-results/GCF_000171255.1_ASM17125v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /Users/dizzler/Projects/School/BIOL4600-Capstone/reports/busco-results/GCF_000171255.1_ASM17125v1_genomic.fna/run_enterobacterales_odb10/hmmer_output/47034at91347.out --cpu 1 /Users/dizzler/Projects/School/BIOL4600-Capstone/databases/lineages/enterobacterales_odb10/hmms/47034at91347.hmm /Users/dizzler/Projects/School/BIOL4600-Capstone/reports/busco-results/GCF_000171255.1_ASM17125v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /Users/dizzler/Projects/School/BIOL4600-Capstone
# Date:            Wed Feb 25 22:54:47 2026
# [ok]
