#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABEH02000008.1:120206-122029|+ -            608 9913at91347          -            518  1.5e-292  968.4   2.3   1   1  5.1e-295  2.7e-292  967.6   2.3     1   518     5   602     5   602 0.91 NZ_ABEH02000008.1_105 # 120206 # 122029 # 1 # ID=12_105;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.538
NZ_ABEH02000003.1:100375-101814|- -            480 9913at91347          -            518   4.7e-09   33.0   0.1   3   3     0.039        21    1.2   0.0   181   241   262   320   249   345 0.79 NZ_ABEH02000003.1_107 # 100375 # 101814 # -1 # ID=17_107;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.550
NZ_ABEH02000004.1:219919-221769|+ -            617 9913at91347          -            518   1.9e-08   31.1   0.0   1   1   4.5e-11   2.4e-08   30.7   0.0     4   176     3   172     1   246 0.70 NZ_ABEH02000004.1_207 # 219919 # 221769 # 1 # ID=16_207;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.571
NZ_ABEH02000006.1:262683-264155|+ -            491 9913at91347          -            518      0.01   12.1   0.1   1   2    0.0038         2    4.5   0.0    80   124    82   127    52   137 0.80 NZ_ABEH02000006.1_245 # 262683 # 264155 # 1 # ID=14_245;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.547
NZ_ABEH02000006.1:262683-264155|+ -            491 9913at91347          -            518      0.01   12.1   0.1   2   2    0.0023       1.2    5.3   0.0    81   158   286   361   254   385 0.84 NZ_ABEH02000006.1_245 # 262683 # 264155 # 1 # ID=14_245;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.547
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /Users/dizzler/Projects/School/BIOL4600-Capstone/databases/lineages/enterobacterales_odb10/hmms/9913at91347.hmm
# Target file:     /Users/dizzler/Projects/School/BIOL4600-Capstone/reports/busco-results/GCF_000171255.1_ASM17125v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /Users/dizzler/Projects/School/BIOL4600-Capstone/reports/busco-results/GCF_000171255.1_ASM17125v1_genomic.fna/run_enterobacterales_odb10/hmmer_output/9913at91347.out --cpu 1 /Users/dizzler/Projects/School/BIOL4600-Capstone/databases/lineages/enterobacterales_odb10/hmms/9913at91347.hmm /Users/dizzler/Projects/School/BIOL4600-Capstone/reports/busco-results/GCF_000171255.1_ASM17125v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /Users/dizzler/Projects/School/BIOL4600-Capstone
# Date:            Wed Feb 25 22:54:48 2026
# [ok]
