gene	contig	start	stop	strand	family	nb_copy_in_genome	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
BENMGJ_00081	contig_18	1303	4416	-	LNHIMF_03443	2	persistent	4	0	0
BENMGJ_00082	contig_18	4428	5585	-	BEJGEH_03419	1	persistent	3	0	0
BENMGJ_00083	contig_18	5997	6659	+	LNHIMF_03441	1	persistent	2	0	0
BENMGJ_00084	contig_18	6662	8761	-	LNHIMF_03440	1	persistent	3	0	0
BENMGJ_00085	contig_18	8912	9076	-	GEGEGB_03480	1	persistent	2	0	0
BENMGJ_00086	contig_18	9159	10043	-	GEGEGB_03479	1	persistent	2	0	0
BENMGJ_00087	contig_18	10129	10425	-	GEGEGB_03478	1	persistent	2	0	0
BENMGJ_00088	contig_18	10451	11416	-	GEGEGB_03477	1	persistent	2	0	1
BENMGJ_00089	contig_18	12078	12959	-	GEGEGB_03476	1	persistent	2	0	1
BENMGJ_00090	contig_18	12971	14422	-	LNHIMF_03434	1	persistent	2	0	0
BENMGJ_00091	contig_18	14412	14654	-	LNHIMF_03433	1	persistent	2	0	0
BENMGJ_00092	contig_18	14763	16112	-	GEGEGB_03473	1	persistent	2	0	0
BENMGJ_00093	contig_18	16123	16593	-	GEGEGB_03472	1	persistent	2	0	0
BENMGJ_00094	contig_18	16986	17585	-	GEGEGB_03471	1	persistent	2	0	0
BENMGJ_00095	contig_18	17586	18590	-	GEGEGB_03470	1	persistent	2	0	0
BENMGJ_00096	contig_18	18713	19687	-	GEGEGB_03469	1	persistent	2	0	0
BENMGJ_00097	contig_19	503	781	+	BENMGJ_00097	1	cloud	1	0	0
BENMGJ_00098	contig_19	796	1176	-	LNHIMF_03923	1	persistent	2	0	1
BENMGJ_00099	contig_19	1792	2415	-	GEGEGB_03851	1	persistent	2	0	0
BENMGJ_00100	contig_19	2518	4407	-	LNHIMF_03925	1	persistent	2	0	0
BENMGJ_00101	contig_19	4786	5229	-	GEGEGB_03849	1	persistent	2	0	0
BENMGJ_00102	contig_19	5319	5777	-	GEGEGB_03848	1	persistent	2	0	0
BENMGJ_00103	contig_19	5928	6920	+	LNHIMF_03928	1	persistent	2	0	0
BENMGJ_00104	contig_19	6925	8376	-	LNHIMF_03929	1	persistent	2	0	0
BENMGJ_00105	contig_19	8370	9866	-	LNHIMF_03930	1	persistent	2	0	0
BENMGJ_00106	contig_19	10214	12082	+	LNHIMF_03931	1	persistent	2	0	0
BENMGJ_00107	contig_19	12279	12698	+	LNHIMF_03932	1	persistent	2	0	0
BENMGJ_00108	contig_19	12706	14211	+	HFCAGB_04133	1	persistent	2	0	0
BENMGJ_00109	contig_19	14217	15182	+	GEGEGB_03841	1	persistent	2	0	0
BENMGJ_00110	contig_19	15207	16097	+	GEGEGB_03840	1	persistent	2	0	0
BENMGJ_00111	contig_19	16231	17160	+	LNHIMF_03936	1	persistent	2	0	0
BENMGJ_00112	contig_19	17173	18162	+	GEGEGB_03838	1	persistent	2	0	0
BENMGJ_00113	contig_19	18128	19555	-	LNHIMF_03938	1	persistent	2	0	0
BENMGJ_00114	contig_19	19567	20271	-	GEGEGB_03835	1	persistent	3	0	0
BENMGJ_00115	contig_20	4	558	+	GEGEGB_04661	1	persistent	2	0	0
BENMGJ_00116	contig_20	766	1191	+	LNHIMF_04463	1	persistent	2	0	0
BENMGJ_00117	contig_20	1229	3667	+	GEGEGB_04663	1	persistent	2	0	0
BENMGJ_00118	contig_20	3758	4489	+	LNHIMF_04465	1	persistent	2	0	0
BENMGJ_00119	contig_20	4621	5025	+	LNHIMF_04466	1	persistent	2	0	0
BENMGJ_00120	contig_20	5040	5738	+	BEJGEH_04447	1	persistent	2	0	1
BENMGJ_00121	contig_20	5738	6808	+	AJBGEP_04583	1	persistent	2	0	0
BENMGJ_00122	contig_20	6805	7464	+	GEGEGB_04668	1	persistent	2	0	1
BENMGJ_00123	contig_20	7482	7880	+	GEGEGB_04669	1	persistent	2	0	0
BENMGJ_00124	contig_20	7890	8528	+	BEJGEH_04451	1	persistent	2	0	0
BENMGJ_00125	contig_20	8531	9694	+	GEGEGB_04671	1	persistent	2	0	0
BENMGJ_00126	contig_20	9779	11401	+	LNHIMF_04473	1	persistent	2	0	0
BENMGJ_00127	contig_20	11446	11721	-	GEGEGB_04673	1	persistent	2	0	0
BENMGJ_00128	contig_20	11852	12154	-	LNHIMF_04475	1	persistent	2	0	0
BENMGJ_00129	contig_20	12365	13114	+	GEGEGB_04675	1	persistent	2	0	0
BENMGJ_00130	contig_20	13111	13866	-	GEGEGB_04676	1	persistent	2	0	0
BENMGJ_00131	contig_20	13971	15035	-	GEGEGB_04677	1	persistent	2	0	0
BENMGJ_00132	contig_20	15398	16795	+	LNHIMF_04479	1	persistent	2	0	1
BENMGJ_00133	contig_20	16811	17116	+	BEJGEH_04460	1	persistent	2	0	0
BENMGJ_00134	contig_20	17126	17590	+	LNHIMF_04481	1	persistent	2	0	1
BENMGJ_00135	contig_20	17604	18254	+	LNHIMF_04482	1	persistent	2	0	0
BENMGJ_00136	contig_20	18264	19118	+	LNHIMF_04483	1	persistent	2	0	0
BENMGJ_00137	contig_20	19118	19804	+	PAPNPA_02919	1	persistent	2	0	1
BENMGJ_00138	contig_20	19933	20208	-	AJBGEP_04600	1	persistent	2	0	0
BENMGJ_00139	contig_21	308	1591	+	AJBGEP_02901	1	cloud	0	0	2
BENMGJ_00140	contig_21	1588	2454	+	AJBGEP_02902	1	cloud	0	0	2
BENMGJ_00141	contig_21	2607	2897	-	AJBGEP_02903	1	cloud	0	0	2
BENMGJ_00142	contig_21	3058	3342	+	AJBGEP_02904	1	cloud	0	0	4
BENMGJ_00143	contig_21	3455	3976	+	AJBGEP_02905	1	cloud	0	0	2
BENMGJ_00144	contig_21	3973	4347	+	AJBGEP_02906	1	cloud	0	0	2
BENMGJ_00145	contig_21	4344	5324	+	AJBGEP_02907	1	cloud	0	0	2
BENMGJ_00146	contig_21	5335	6348	+	AJBGEP_02908	1	cloud	0	0	2
BENMGJ_00147	contig_21	6694	7845	+	BENMGJ_00147	1	cloud	0	0	2
BENMGJ_00148	contig_21	7919	8554	-	AJBGEP_02910	1	cloud	0	0	2
BENMGJ_00149	contig_21	8578	9144	-	AJBGEP_02911	1	cloud	0	0	2
BENMGJ_00150	contig_21	9141	9983	-	AJBGEP_02912	1	cloud	0	0	2
BENMGJ_00151	contig_21	10113	11654	-	BENMGJ_00151	1	cloud	0	0	2
BENMGJ_00152	contig_21	11877	13556	+	AJBGEP_02915	1	cloud	0	0	2
BENMGJ_00153	contig_21	13556	13738	+	AJBGEP_02916	1	cloud	0	0	2
BENMGJ_00155	contig_21	14673	15548	+	AJBGEP_02918	1	cloud	0	0	2
BENMGJ_00156	contig_21	15747	17588	+	AJBGEP_02919	1	cloud	0	0	4
BENMGJ_00157	contig_21	17848	19170	-	AJBGEP_02920	1	cloud	0	0	2
BENMGJ_00159	contig_21	19709	20305	+	BENMGJ_00159	1	cloud	0	0	2
BENMGJ_00160	contig_22	25	3261	+	GEGEGB_03661	1	persistent	2	1	1
BENMGJ_00161	contig_22	3348	3629	+	LNHIMF_04203	1	persistent	1	2	1
BENMGJ_00162	contig_22	3631	3975	-	ODDLKH_00015	1	shell	2	2	0
BENMGJ_00163	contig_22	3929	4066	-	GEGEGB_03659	1	shell	2	2	1
BENMGJ_00164	contig_22	4388	4645	+	BENMGJ_00164	1	cloud	1	1	0
BENMGJ_00165	contig_22	4727	5860	-	LNHIMF_04205	1	persistent	1	2	2
BENMGJ_00166	contig_22	5857	6627	-	LNHIMF_04206	1	persistent	3	0	0
BENMGJ_00167	contig_22	6629	6829	-	ODDLKH_00019	1	persistent	2	0	0
BENMGJ_00168	contig_22	6810	7568	-	LNHIMF_04208	1	persistent	3	0	0
BENMGJ_00169	contig_22	7561	8196	-	LNHIMF_04209	1	persistent	2	0	0
BENMGJ_00170	contig_22	8196	10091	-	LNHIMF_04210	1	persistent	2	0	0
BENMGJ_00171	contig_22	10455	10943	-	LNHIMF_04211	1	persistent	2	0	0
BENMGJ_00172	contig_22	11036	11809	+	LNHIMF_04212	1	persistent	2	0	0
BENMGJ_00173	contig_22	11850	12914	+	GEGEGB_03650	1	persistent	2	0	0
BENMGJ_00174	contig_22	12924	13595	+	GEGEGB_03649	1	persistent	2	0	0
BENMGJ_00175	contig_22	13637	14227	+	GEGEGB_03648	1	persistent	2	0	0
BENMGJ_00176	contig_22	14414	14686	+	GEGEGB_03647	1	persistent	2	0	0
BENMGJ_00177	contig_22	14698	15390	+	GEGEGB_03646	1	persistent	2	0	0
BENMGJ_00178	contig_22	15432	15887	-	GEGEGB_03645	1	persistent	2	0	0
BENMGJ_00179	contig_22	15952	17538	+	BEJGEH_04232	1	persistent	2	0	0
BENMGJ_00180	contig_22	17544	18869	+	LNHIMF_04220	1	persistent	2	0	0
BENMGJ_00181	contig_22	18866	20155	-	GEGEGB_03642	1	persistent	2	0	0
BENMGJ_00182	contig_22	20171	21760	-	BEJGEH_04235	1	persistent	3	0	0
BENMGJ_00183	contig_23	81	536	+	LNHIMF_02745	1	persistent	3	0	1
BENMGJ_00184	contig_23	640	1941	+	LNHIMF_02744	1	persistent	2	0	0
BENMGJ_00185	contig_23	1938	2261	-	GEGEGB_00278	1	persistent	2	0	0
BENMGJ_00186	contig_23	2306	3661	-	GEGEGB_00279	1	persistent	2	0	1
BENMGJ_00187	contig_23	3645	3686	-	GEGEGB_00280	1	persistent	2	0	0
BENMGJ_00188	contig_23	3776	6436	-	LNHIMF_02740	1	persistent	2	0	1
BENMGJ_00189	contig_23	6490	7170	-	LNHIMF_02739	1	persistent	2	0	0
BENMGJ_00190	contig_23	7243	7662	-	LNHIMF_02738	1	persistent	2	0	0
BENMGJ_00191	contig_23	7866	8903	+	GEGEGB_00284	1	persistent	2	0	0
BENMGJ_00192	contig_23	9019	9708	-	GEGEGB_00285	1	persistent	2	0	0
BENMGJ_00193	contig_23	10027	10410	+	GEGEGB_00286	1	persistent	2	0	0
BENMGJ_00194	contig_23	10472	11059	-	GEGEGB_00287	1	persistent	2	0	1
BENMGJ_00195	contig_23	11162	12061	+	LNHIMF_02733	1	persistent	2	0	0
BENMGJ_00196	contig_23	12079	13413	-	LNHIMF_02732	1	persistent	2	0	1
BENMGJ_00197	contig_23	13544	14281	+	LNHIMF_02731	1	persistent	2	0	0
BENMGJ_00198	contig_23	14266	15888	-	LNHIMF_02730	1	persistent	2	0	0
BENMGJ_00199	contig_23	16313	16888	+	GEGEGB_00292	1	persistent	2	0	0
BENMGJ_00200	contig_23	16920	17570	+	LNHIMF_02728	1	persistent	2	0	0
BENMGJ_00201	contig_23	17570	18526	+	LNHIMF_02727	1	persistent	2	0	0
BENMGJ_00203	contig_23	18523	19002	+	GEGEGB_00296	1	persistent	2	0	1
BENMGJ_00204	contig_23	19254	21053	+	GEGEGB_00297	1	persistent	2	0	2
BENMGJ_00205	contig_23	21070	22044	+	GEGEGB_00298	1	persistent	2	0	0
BENMGJ_00206	contig_23	22261	22998	+	GEGEGB_00299	1	persistent	2	0	0
BENMGJ_00207	contig_24	58	357	+	BENMGJ_00207	1	cloud	1	0	0
BENMGJ_00209	contig_24	790	1584	+	GEGEGB_00229	1	persistent	2	0	1
BENMGJ_00210	contig_24	1822	4494	+	GEGEGB_00228	1	persistent	2	0	0
BENMGJ_00211	contig_24	4524	5348	+	LNHIMF_00221	1	persistent	2	0	0
BENMGJ_00212	contig_24	5384	6685	-	BEJGEH_00234	1	persistent	2	0	1
BENMGJ_00213	contig_24	6932	7318	+	GEGEGB_00224	1	persistent	2	0	2
BENMGJ_00214	contig_24	7407	8564	-	GEGEGB_00223	1	persistent	2	0	1
BENMGJ_00215	contig_24	8717	10144	-	LNHIMF_00216	1	persistent	2	0	0
BENMGJ_00216	contig_24	10274	11791	-	GEGEGB_00221	1	persistent	2	0	0
BENMGJ_00217	contig_24	11876	12574	+	GEGEGB_00220	1	persistent	2	0	0
BENMGJ_00218	contig_24	12567	13367	+	LNHIMF_00213	1	persistent	2	0	0
BENMGJ_00219	contig_24	13404	14027	+	GEGEGB_00218	1	persistent	2	0	1
BENMGJ_00220	contig_24	14128	14472	-	GEGEGB_00217	1	persistent	2	0	1
BENMGJ_00221	contig_24	14554	15975	-	LNHIMF_00210	1	persistent	2	0	0
BENMGJ_00222	contig_24	16145	17425	+	GEGEGB_00215	1	persistent	2	1	1
BENMGJ_00223	contig_24	17523	18368	-	BENMGJ_00223	1	cloud	1	1	0
BENMGJ_00224	contig_24	18368	18898	-	HFCAGB_00211	1	shell	0	2	1
BENMGJ_00225	contig_24	18898	19374	-	BEJGEH_00220	1	shell	0	2	0
BENMGJ_00226	contig_24	19371	19883	-	BEJGEH_00219	1	shell	0	2	0
BENMGJ_00227	contig_24	19902	20654	-	BEJGEH_00218	1	shell	0	2	0
BENMGJ_00228	contig_24	20672	23329	-	HFCAGB_00207	1	shell	0	2	0
BENMGJ_00229	contig_24	23415	23975	-	BEJGEH_00216	1	shell	1	2	1
BENMGJ_00230	contig_24	24674	24880	-	HFCAGB_00205	1	shell	1	1	0
BENMGJ_00231	contig_24	24917	26869	-	LNHIMF_00208	1	persistent	2	2	1
BENMGJ_00232	contig_25	471	1595	-	LNHIMF_03398	1	persistent	2	0	0
BENMGJ_00233	contig_25	1788	2186	+	LNHIMF_03399	1	persistent	2	0	0
BENMGJ_00234	contig_25	2343	3710	+	GEGEGB_03441	1	persistent	2	0	0
BENMGJ_00235	contig_25	3803	4873	+	GEGEGB_03442	1	persistent	2	0	0
BENMGJ_00236	contig_25	4907	5605	-	HFCAGB_03583	1	persistent	2	0	0
BENMGJ_00237	contig_25	5658	6959	-	LNHIMF_00056	3	persistent	4	0	0
BENMGJ_00238	contig_25	6972	8756	-	GEGEGB_00060	3	persistent	2	0	1
BENMGJ_00239	contig_25	8773	9015	-	AJBGEP_03535	3	persistent	3	1	0
BENMGJ_00240	contig_25	9172	9789	-	GEGEGB_03447	1	persistent	2	0	0
BENMGJ_00241	contig_25	9789	10688	-	GEGEGB_03448	1	persistent	2	0	0
BENMGJ_00242	contig_25	10721	11989	-	GEGEGB_03449	1	persistent	2	0	0
BENMGJ_00243	contig_25	12200	12865	-	GEGEGB_03450	1	persistent	2	0	0
BENMGJ_00244	contig_25	12852	13481	-	GEGEGB_03451	1	persistent	2	0	0
BENMGJ_00245	contig_25	13601	14539	-	GEGEGB_03452	1	persistent	2	0	0
BENMGJ_00246	contig_25	14953	15423	+	GEGEGB_03453	1	persistent	2	0	0
BENMGJ_00247	contig_25	15788	16051	+	GEGEGB_03454	1	persistent	2	0	0
BENMGJ_00248	contig_25	16155	16421	+	GEGEGB_03455	1	persistent	2	0	0
BENMGJ_00249	contig_25	16481	16753	-	GEGEGB_03456	1	persistent	2	0	0
BENMGJ_00250	contig_25	16925	18892	-	LNHIMF_03416	1	persistent	2	0	0
BENMGJ_00251	contig_25	18898	19830	-	GEGEGB_03458	1	persistent	2	0	0
BENMGJ_00252	contig_25	19838	20041	-	GEGEGB_03459	1	persistent	2	0	0
BENMGJ_00253	contig_25	20223	21152	+	GEGEGB_03460	1	persistent	2	0	0
BENMGJ_00254	contig_25	21275	22720	-	GEGEGB_03461	1	persistent	2	0	0
BENMGJ_00255	contig_25	22865	26665	-	LNHIMF_03421	1	persistent	2	0	0
BENMGJ_00256	contig_25	26772	28241	-	GEGEGB_03463	1	persistent	2	0	0
BENMGJ_00257	contig_25	28231	28824	-	LNHIMF_03423	1	persistent	2	0	0
BENMGJ_00258	contig_25	28833	29324	-	GEGEGB_03465	1	persistent	2	0	0
BENMGJ_00259	contig_25	29324	30376	-	LNHIMF_03425	1	persistent	2	0	0
BENMGJ_00260	contig_25	30441	31484	-	GEGEGB_03467	1	persistent	2	0	0
BENMGJ_00261	contig_25	31792	33528	-	LNHIMF_03427	1	persistent	2	0	0
BENMGJ_00263	contig_26	401	1324	+	GEGEGB_00233	1	persistent	2	0	0
BENMGJ_00264	contig_26	1469	2194	+	GEGEGB_00234	1	persistent	2	0	0
BENMGJ_00265	contig_26	2341	2898	+	GEGEGB_00235	1	persistent	2	0	0
BENMGJ_00266	contig_26	3040	4236	+	LNHIMF_00230	1	persistent	2	0	0
BENMGJ_00267	contig_26	4618	5307	+	BEJGEH_00245	1	persistent	2	0	0
BENMGJ_00268	contig_26	5320	6177	+	GEGEGB_00238	1	persistent	2	0	0
BENMGJ_00269	contig_26	6189	7541	+	GEGEGB_00239	1	persistent	2	0	0
BENMGJ_00270	contig_26	7573	9984	+	GEGEGB_00240	1	persistent	2	0	0
BENMGJ_00271	contig_26	10107	10592	+	GEGEGB_00241	1	persistent	2	0	0
BENMGJ_00272	contig_26	10596	11621	+	GEGEGB_00242	1	persistent	2	0	0
BENMGJ_00273	contig_26	11727	12182	+	GEGEGB_00243	1	persistent	2	0	0
BENMGJ_00274	contig_26	12186	12974	+	LNHIMF_00238	1	persistent	2	0	0
BENMGJ_00275	contig_26	12974	14122	+	GEGEGB_00245	1	persistent	2	0	0
BENMGJ_00276	contig_26	14119	14715	+	GEGEGB_00246	1	persistent	2	0	0
BENMGJ_00277	contig_26	14739	18221	+	GEGEGB_00247	1	persistent	2	0	0
BENMGJ_00278	contig_26	18234	19193	+	GEGEGB_00248	1	persistent	2	1	0
BENMGJ_00279	contig_26	19373	21136	+	BEJGEH_00257	1	persistent	2	1	0
BENMGJ_00280	contig_26	21212	23353	+	LNHIMF_00245	1	persistent	2	0	0
BENMGJ_00281	contig_26	23409	23798	+	GEGEGB_00254	1	persistent	2	0	0
BENMGJ_00282	contig_26	23861	25153	+	GEGEGB_00255	1	persistent	2	0	0
BENMGJ_00283	contig_26	25237	25497	-	GEGEGB_00256	1	persistent	2	0	0
BENMGJ_00284	contig_26	25484	25684	-	GEGEGB_00257	1	persistent	2	0	0
BENMGJ_00285	contig_26	25882	26427	+	GEGEGB_00258	1	persistent	2	0	0
BENMGJ_00286	contig_26	26424	26846	+	GEGEGB_00259	1	persistent	2	0	0
BENMGJ_00287	contig_26	26878	27579	+	GEGEGB_00260	1	persistent	2	2	0
BENMGJ_00288	contig_26	27653	29371	-	GEGEGB_00264	1	persistent	2	1	1
BENMGJ_00289	contig_26	29482	30189	-	LNHIMF_00254	1	persistent	2	0	0
BENMGJ_00290	contig_26	30186	30590	-	GEGEGB_00266	1	persistent	2	0	0
BENMGJ_00291	contig_26	30709	31524	-	LNHIMF_00256	1	persistent	2	0	0
BENMGJ_00292	contig_26	31563	32216	-	LNHIMF_00257	1	persistent	2	0	0
BENMGJ_00293	contig_26	32209	33240	-	LNHIMF_00258	1	persistent	2	0	0
BENMGJ_00294	contig_26	33430	33996	+	GEGEGB_00270	1	persistent	3	0	0
BENMGJ_00296	contig_27	185	1021	-	GEGEGB_03633	1	persistent	3	0	0
BENMGJ_00297	contig_27	1140	1478	+	GEGEGB_03632	1	persistent	2	1	0
BENMGJ_00298	contig_27	1503	3023	-	LNHIMF_03949	1	persistent	2	1	2
BENMGJ_00299	contig_27	3613	5259	+	GEGEGB_03584	1	persistent	2	0	0
BENMGJ_00300	contig_27	5256	5519	+	GEGEGB_03583	1	persistent	2	0	0
BENMGJ_00301	contig_27	5537	6466	+	GEGEGB_03582	1	persistent	2	0	0
BENMGJ_00302	contig_27	6627	8477	+	LNHIMF_03953	1	persistent	2	0	0
BENMGJ_00303	contig_27	8480	10024	+	LNHIMF_03954	1	persistent	2	1	1
BENMGJ_00304	contig_27	10262	10624	+	HFCAGB_04155	1	shell	2	0	0
BENMGJ_00305	contig_27	10621	10962	+	BEJGEH_03957	1	persistent	2	1	0
BENMGJ_00306	contig_27	10965	11852	-	GEGEGB_03577	1	persistent	2	0	1
BENMGJ_00307	contig_27	12017	13492	+	GEGEGB_03576	1	persistent	2	0	0
BENMGJ_00308	contig_27	13584	13865	-	GEGEGB_03575	1	persistent	2	0	1
BENMGJ_00309	contig_27	14403	16427	+	GEGEGB_03570	1	persistent	2	0	1
BENMGJ_00310	contig_27	16467	17948	-	GEGEGB_03569	1	persistent	2	0	0
BENMGJ_00311	contig_27	18085	19350	-	GEGEGB_03568	1	persistent	2	0	0
BENMGJ_00312	contig_27	19494	19823	+	GEGEGB_03567	1	persistent	2	0	0
BENMGJ_00313	contig_27	20242	21501	+	GEGEGB_03566	1	persistent	2	0	0
BENMGJ_00314	contig_27	21731	22834	+	GEGEGB_03565	1	persistent	2	0	0
BENMGJ_00315	contig_27	22846	23892	+	LNHIMF_03970	1	persistent	2	0	0
BENMGJ_00316	contig_27	23993	25078	+	LNHIMF_03971	1	persistent	2	0	0
BENMGJ_00317	contig_27	25075	26337	+	GEGEGB_03562	1	persistent	2	0	0
BENMGJ_00318	contig_27	26337	27404	+	LNHIMF_03973	1	persistent	1	1	1
BENMGJ_00319	contig_27	27437	27661	+	BEJGEH_03974	1	shell	2	0	0
BENMGJ_00320	contig_27	27639	28316	+	LNHIMF_03975	1	persistent	1	1	1
