gene	contig	start	stop	strand	family	nb_copy_in_genome	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
PKJKAM_00045	contig_23	3683	4702	+	LNHIMF_04787	1	cloud	0	0	3
PKJKAM_00046	contig_23	4963	5127	-	PKJKAM_00043	2	cloud	0	0	3
PKJKAM_00047	contig_24	65	613	+	GEGEGB_03907	3	persistent	3	0	0
PKJKAM_00048	contig_24	613	1269	+	GEGEGB_00658	3	persistent	2	0	0
PKJKAM_00049	contig_24	1312	2058	+	GEGEGB_00659	3	persistent	2	0	0
PKJKAM_00050	contig_24	2055	2267	+	AJBGEP_02420	3	persistent	2	0	0
PKJKAM_00051	contig_24	2264	2743	+	HFCAGB_02510	3	persistent	2	0	0
PKJKAM_00052	contig_24	2740	4671	+	GEGEGB_00662	3	persistent	2	0	0
PKJKAM_00053	contig_24	4668	5225	+	GEGEGB_00663	3	persistent	2	0	1
PKJKAM_00054	contig_25	924	1199	+	PKJKAM_00054	1	cloud	1	0	0
PKJKAM_00055	contig_25	1192	2130	-	GEGEGB_00694	1	persistent	2	0	1
PKJKAM_00056	contig_25	2130	3260	-	GEGEGB_00693	1	persistent	2	0	0
PKJKAM_00058	contig_25	3629	4810	+	GEGEGB_00692	1	persistent	2	0	0
PKJKAM_00059	contig_25	4875	5540	-	BEJGEH_02246	1	persistent	2	0	0
PKJKAM_00060	contig_25	6052	6306	-	GEGEGB_00690	1	persistent	2	0	0
PKJKAM_00061	contig_26	205	411	+	PKJKAM_00061	1	cloud	1	0	0
PKJKAM_00062	contig_26	573	2333	+	GEGEGB_01963	1	persistent	2	0	1
PKJKAM_00063	contig_26	2402	2920	+	GEGEGB_01964	1	persistent	2	0	0
PKJKAM_00064	contig_26	3443	4006	-	GEGEGB_01965	1	persistent	2	0	0
PKJKAM_00065	contig_26	4003	5643	-	GEGEGB_01966	1	persistent	2	0	0
PKJKAM_00066	contig_26	5648	6901	-	GEGEGB_01967	1	persistent	2	0	0
PKJKAM_00067	contig_26	6916	8823	-	GEGEGB_01968	1	persistent	2	0	0
PKJKAM_00068	contig_26	8836	10944	-	LNHIMF_01095	1	persistent	2	0	0
PKJKAM_00069	contig_26	11043	12152	+	LNHIMF_01094	1	persistent	2	0	0
PKJKAM_00070	contig_26	12149	12691	-	GEGEGB_01971	1	persistent	2	0	0
PKJKAM_00071	contig_27	58	477	+	GEGEGB_01376	1	persistent	2	0	0
PKJKAM_00072	contig_27	474	1499	-	GEGEGB_01377	1	persistent	2	0	0
PKJKAM_00074	contig_27	1795	1884	+	GEGEGB_01379	1	persistent	2	0	0
PKJKAM_00075	contig_27	1967	2548	-	GEGEGB_01380	1	persistent	2	0	0
PKJKAM_00076	contig_27	2675	3496	-	GEGEGB_01381	1	persistent	2	0	0
PKJKAM_00077	contig_27	3831	4178	+	GEGEGB_01382	1	persistent	2	0	0
PKJKAM_00078	contig_27	4256	4903	-	GEGEGB_01383	1	persistent	2	0	0
PKJKAM_00079	contig_27	5004	5411	-	GEGEGB_01384	1	persistent	2	0	0
PKJKAM_00080	contig_27	5480	6577	-	GEGEGB_01385	1	persistent	3	0	0
PKJKAM_00082	contig_27	7330	7569	+	LNHIMF_01491	1	persistent	3	0	0
PKJKAM_00083	contig_27	7620	8516	+	GEGEGB_01387	1	persistent	3	0	0
PKJKAM_00084	contig_27	8596	9117	+	GEGEGB_01388	1	persistent	2	0	0
PKJKAM_00085	contig_27	9093	11132	-	LNHIMF_01494	1	persistent	2	0	0
PKJKAM_00086	contig_27	11132	11992	-	GEGEGB_01390	1	persistent	2	0	0
PKJKAM_00087	contig_27	11995	12231	-	GEGEGB_01391	1	persistent	2	0	0
PKJKAM_00088	contig_27	12432	12866	+	GEGEGB_01392	1	persistent	2	0	0
PKJKAM_00089	contig_27	12914	13381	-	GEGEGB_01393	1	persistent	2	0	0
PKJKAM_00090	contig_28	48	554	+	GEGEGB_04304	1	shell	0	2	0
PKJKAM_00091	contig_28	567	977	+	GEGEGB_04305	1	shell	0	2	0
PKJKAM_00092	contig_28	977	1168	+	GEGEGB_04306	1	shell	0	2	0
PKJKAM_00093	contig_28	1168	1422	+	GEGEGB_04307	1	shell	0	2	0
PKJKAM_00094	contig_28	1586	1957	+	GEGEGB_04308	1	shell	0	2	0
PKJKAM_00095	contig_28	1968	2282	+	GEGEGB_04309	1	shell	0	2	0
PKJKAM_00096	contig_28	2297	2836	+	GEGEGB_04310	1	shell	0	2	0
PKJKAM_00097	contig_28	2851	3156	+	GEGEGB_04311	1	shell	0	2	0
PKJKAM_00098	contig_28	3190	3582	+	GEGEGB_04312	1	shell	0	2	0
PKJKAM_00099	contig_28	3595	4128	+	GEGEGB_04313	1	shell	0	2	0
PKJKAM_00100	contig_28	4138	4491	+	GEGEGB_04314	1	shell	0	2	1
PKJKAM_00101	contig_28	4506	5009	+	GEGEGB_04315	1	shell	0	2	0
PKJKAM_00102	contig_28	5013	5192	+	GEGEGB_04316	1	shell	0	2	0
PKJKAM_00103	contig_28	5196	5630	+	GEGEGB_04317	1	shell	0	2	0
PKJKAM_00104	contig_28	5638	6969	+	LNHIMF_03473	1	shell	0	2	0
PKJKAM_00105	contig_28	7001	7117	+	GEGEGB_04319	1	shell	0	2	0
PKJKAM_00106	contig_28	7264	7620	+	LNHIMF_03471	1	shell	0	3	0
PKJKAM_00107	contig_28	7610	7990	-	LNHIMF_03470	1	shell	0	2	0
PKJKAM_00108	contig_28	8060	8680	+	LNHIMF_03469	1	shell	1	2	0
PKJKAM_00109	contig_28	8706	9695	+	GEGEGB_04323	1	persistent	1	1	0
PKJKAM_00110	contig_28	9736	10119	+	GEGEGB_04324	1	persistent	2	0	0
PKJKAM_00111	contig_28	10227	10595	+	LNHIMF_03466	1	persistent	2	0	0
PKJKAM_00112	contig_28	10606	11031	+	LNHIMF_03465	1	persistent	2	0	0
PKJKAM_00113	contig_28	11089	11358	+	GEGEGB_04327	1	persistent	2	0	0
PKJKAM_00114	contig_28	11294	11707	-	GEGEGB_04328	1	persistent	2	0	0
PKJKAM_00115	contig_28	11848	13224	-	GEGEGB_04329	1	persistent	2	0	0
PKJKAM_00116	contig_28	13246	14535	-	LNHIMF_03461	1	persistent	2	0	0
PKJKAM_00117	contig_28	14587	15534	-	GEGEGB_04331	1	persistent	2	0	0
PKJKAM_00118	contig_28	15550	16059	-	GEGEGB_04332	1	persistent	2	0	0
PKJKAM_00119	contig_28	16191	17315	+	LNHIMF_03458	1	persistent	2	0	0
PKJKAM_00120	contig_28	17287	17760	+	GEGEGB_04334	1	persistent	2	0	0
PKJKAM_00121	contig_28	17787	18329	+	LNHIMF_03456	1	persistent	2	0	0
PKJKAM_00122	contig_28	18334	18906	+	LNHIMF_03455	1	persistent	2	0	0
PKJKAM_00123	contig_28	18908	19729	+	LNHIMF_03454	1	persistent	2	0	0
PKJKAM_00124	contig_28	19726	19983	+	LNHIMF_03453	1	persistent	2	0	0
PKJKAM_00125	contig_28	19959	20513	-	GEGEGB_04339	1	persistent	3	0	0
PKJKAM_00126	contig_29	51	4031	+	GEGEGB_02049	1	persistent	2	0	0
PKJKAM_00127	contig_29	4376	6226	+	LNHIMF_01084	1	persistent	2	0	0
PKJKAM_00128	contig_29	6486	7034	+	GEGEGB_02047	1	persistent	2	0	0
PKJKAM_00129	contig_29	7062	7709	+	LNHIMF_01086	1	persistent	2	0	0
PKJKAM_00130	contig_29	7771	8961	-	GEGEGB_02045	1	persistent	2	0	0
PKJKAM_00131	contig_29	9146	10237	-	GEGEGB_02044	1	persistent	2	0	1
PKJKAM_00132	contig_29	10844	12244	-	GEGEGB_02043	1	persistent	3	0	1
PKJKAM_00133	contig_29	12445	12906	-	GEGEGB_02042	1	persistent	2	0	0
PKJKAM_00134	contig_29	13223	14437	+	BEJGEH_00959	1	persistent	2	0	0
PKJKAM_00135	contig_29	14683	16116	+	AJBGEP_00996	1	persistent	2	0	0
PKJKAM_00136	contig_29	16197	16532	-	LNHIMF_01090	2	persistent	3	1	0
PKJKAM_00137	contig_29	16504	17397	-	LNHIMF_01090	2	persistent	3	1	0
PKJKAM_00138	contig_29	17592	18884	-	HFCAGB_01050	1	shell	1	1	0
PKJKAM_00139	contig_29	18929	19177	-	GEGEGB_02036	1	shell	0	2	0
PKJKAM_00140	contig_29	19218	19457	-	GEGEGB_02035	1	shell	0	2	3
PKJKAM_00141	contig_29	19500	20609	-	LNHIMF_02203	1	shell	0	1	3
PKJKAM_00142	contig_29	20620	23820	-	ALJMDI_01306	1	cloud	0	1	3
PKJKAM_00143	contig_30	45	308	+	GEGEGB_00242	1	persistent	2	0	0
PKJKAM_00144	contig_30	414	869	+	GEGEGB_00243	1	persistent	2	0	0
PKJKAM_00145	contig_30	873	1661	+	LNHIMF_00238	1	persistent	2	0	0
PKJKAM_00146	contig_30	1661	2809	+	GEGEGB_00245	1	persistent	2	0	0
PKJKAM_00147	contig_30	2806	3402	+	GEGEGB_00246	1	persistent	2	0	0
PKJKAM_00148	contig_30	3426	6908	+	GEGEGB_00247	1	persistent	2	0	0
PKJKAM_00149	contig_30	6921	7880	+	GEGEGB_00248	1	persistent	2	1	0
PKJKAM_00150	contig_30	8061	9824	+	BEJGEH_00257	1	persistent	2	1	0
PKJKAM_00151	contig_30	9900	12041	+	LNHIMF_00245	1	persistent	2	0	0
PKJKAM_00152	contig_30	12097	12486	+	GEGEGB_00254	1	persistent	2	0	0
PKJKAM_00153	contig_30	12549	13841	+	GEGEGB_00255	1	persistent	2	0	0
PKJKAM_00154	contig_30	13925	14185	-	GEGEGB_00256	1	persistent	2	0	0
PKJKAM_00155	contig_30	14172	14372	-	GEGEGB_00257	1	persistent	2	0	0
PKJKAM_00156	contig_30	14570	15115	+	GEGEGB_00258	1	persistent	2	0	0
PKJKAM_00157	contig_30	15112	15534	+	GEGEGB_00259	1	persistent	2	0	0
PKJKAM_00158	contig_30	15566	16285	+	GEGEGB_00260	1	persistent	2	2	0
PKJKAM_00159	contig_30	16266	16949	-	LNHIMF_00818	3	shell	12	5	5
PKJKAM_00160	contig_30	17120	17521	-	LNHIMF_00819	4	shell	12	3	3
PKJKAM_00161	contig_30	17656	19374	-	GEGEGB_00264	1	persistent	2	1	1
PKJKAM_00162	contig_30	19485	20192	-	LNHIMF_00254	1	persistent	2	0	0
PKJKAM_00163	contig_30	20189	20593	-	GEGEGB_00266	1	persistent	2	0	0
PKJKAM_00164	contig_30	20712	21527	-	LNHIMF_00256	1	persistent	2	0	0
PKJKAM_00165	contig_30	21566	22219	-	LNHIMF_00257	1	persistent	2	0	0
PKJKAM_00166	contig_30	22212	23243	-	LNHIMF_00258	1	persistent	2	0	0
PKJKAM_00167	contig_30	23433	23999	+	GEGEGB_00270	1	persistent	3	0	0
PKJKAM_00168	contig_31	24	647	+	LNHIMF_01531	1	persistent	2	0	2
PKJKAM_00169	contig_31	946	2328	+	GEGEGB_01423	1	persistent	2	0	2
PKJKAM_00170	contig_31	2390	2725	-	GEGEGB_01422	1	persistent	2	0	0
PKJKAM_00171	contig_31	2852	3583	+	LNHIMF_01528	1	persistent	2	0	0
PKJKAM_00172	contig_31	4063	5226	+	LNHIMF_01527	1	persistent	2	0	0
PKJKAM_00173	contig_31	5385	7085	+	LNHIMF_01526	1	persistent	2	0	0
PKJKAM_00174	contig_31	7196	8497	+	LNHIMF_01525	1	persistent	2	0	1
PKJKAM_00175	contig_31	8573	9502	+	LNHIMF_01524	1	persistent	2	0	1
PKJKAM_00176	contig_31	9499	10902	-	LNHIMF_01523	1	persistent	2	0	0
PKJKAM_00177	contig_31	11070	12716	-	GEGEGB_01415	2	persistent	4	0	0
PKJKAM_00178	contig_31	12916	14091	+	GEGEGB_01414	1	persistent	2	0	0
PKJKAM_00179	contig_31	14194	15702	+	GEGEGB_01413	1	persistent	2	0	2
PKJKAM_00180	contig_31	16408	17409	+	GEGEGB_01411	1	persistent	2	0	2
PKJKAM_00181	contig_31	17484	18524	-	GEGEGB_01410	1	persistent	2	0	0
PKJKAM_00182	contig_31	19158	19373	+	GEGEGB_01409	1	persistent	2	0	0
PKJKAM_00183	contig_31	19462	19902	+	GEGEGB_01408	1	persistent	2	0	0
PKJKAM_00184	contig_31	19979	20560	+	GEGEGB_01407	1	persistent	2	0	0
PKJKAM_00185	contig_31	20560	21138	+	GEGEGB_01406	1	persistent	2	0	0
PKJKAM_00186	contig_31	21131	23338	+	BEJGEH_01628	1	persistent	2	0	0
PKJKAM_00187	contig_31	23339	24397	+	GEGEGB_01404	1	persistent	2	0	0
PKJKAM_00188	contig_31	24401	25021	+	GEGEGB_01403	1	persistent	2	0	0
PKJKAM_00189	contig_31	25024	25716	+	GEGEGB_01402	1	persistent	2	0	0
PKJKAM_00190	contig_31	25716	26351	+	LNHIMF_01506	1	persistent	2	0	0
PKJKAM_00191	contig_31	26953	28458	+	BEJGEH_01633	1	persistent	2	0	0
PKJKAM_00192	contig_31	28563	29168	+	LNHIMF_01504	1	persistent	2	0	0
PKJKAM_00193	contig_31	29227	30087	-	LNHIMF_01503	1	persistent	2	0	0
PKJKAM_00194	contig_31	30147	31421	-	GEGEGB_01397	1	persistent	2	0	0
PKJKAM_00195	contig_31	31548	32204	-	GEGEGB_01396	1	persistent	2	0	0
PKJKAM_00196	contig_31	32263	32625	-	LNHIMF_01500	1	persistent	2	0	0
PKJKAM_00197	contig_31	32680	33312	-	GEGEGB_01394	1	persistent	2	0	0
PKJKAM_00201	contig_32	3326	4915	+	BEJGEH_04235	1	persistent	3	0	0
PKJKAM_00202	contig_32	4931	6220	+	GEGEGB_03642	1	persistent	2	0	0
PKJKAM_00203	contig_32	6217	7542	-	LNHIMF_04220	1	persistent	2	0	0
PKJKAM_00204	contig_32	7548	9134	-	BEJGEH_04232	1	persistent	2	0	0
PKJKAM_00205	contig_32	9199	9654	+	GEGEGB_03645	1	persistent	2	0	0
PKJKAM_00206	contig_32	9696	10388	-	GEGEGB_03646	1	persistent	2	0	0
PKJKAM_00207	contig_32	10400	10672	-	GEGEGB_03647	1	persistent	2	0	0
PKJKAM_00208	contig_32	10859	11449	-	GEGEGB_03648	1	persistent	2	0	0
PKJKAM_00209	contig_32	11491	12162	-	GEGEGB_03649	1	persistent	2	0	0
PKJKAM_00210	contig_32	12172	13236	-	GEGEGB_03650	1	persistent	2	0	0
PKJKAM_00211	contig_32	13277	14050	-	LNHIMF_04212	1	persistent	2	0	0
PKJKAM_00212	contig_32	14143	14631	+	LNHIMF_04211	1	persistent	2	0	0
PKJKAM_00213	contig_32	14995	16890	+	LNHIMF_04210	1	persistent	2	0	0
PKJKAM_00214	contig_32	16890	17525	+	LNHIMF_04209	1	persistent	2	0	0
PKJKAM_00215	contig_32	17518	18276	+	LNHIMF_04208	1	persistent	3	0	0
PKJKAM_00216	contig_32	18257	18457	+	ODDLKH_00019	1	persistent	2	0	0
PKJKAM_00217	contig_32	18459	19229	+	LNHIMF_04206	1	persistent	3	0	0
PKJKAM_00218	contig_32	19226	20359	+	LNHIMF_04205	1	persistent	1	2	2
PKJKAM_00219	contig_32	20580	21590	-	BEJGEH_04217	1	shell	1	2	1
PKJKAM_00220	contig_32	21898	22332	+	ONMMKP_02631	1	cloud	2	1	1
PKJKAM_00221	contig_32	22334	22615	-	LNHIMF_04203	1	persistent	1	2	1
PKJKAM_00222	contig_32	22702	26925	-	GEGEGB_03661	1	persistent	2	1	1
PKJKAM_00223	contig_32	27002	31030	-	GEGEGB_03662	1	persistent	2	0	0
PKJKAM_00225	contig_32	31348	31713	-	GEGEGB_03664	1	persistent	2	0	0
PKJKAM_00226	contig_32	31780	32277	-	GEGEGB_03665	1	persistent	2	0	0
PKJKAM_00227	contig_32	32697	33401	-	GEGEGB_03666	1	persistent	2	0	0
PKJKAM_00228	contig_33	446	3058	-	LNHIMF_01091	1	persistent	2	1	2
PKJKAM_00229	contig_33	3485	3691	+	GEGEGB_01974	1	cloud	1	0	2
PKJKAM_00230	contig_33	4686	4967	+	PKJKAM_00230	1	cloud	1	1	1
PKJKAM_00231	contig_33	5447	6169	+	GEGEGB_04549	1	shell	1	1	5
PKJKAM_00232	contig_33	6365	6940	-	AJBGEP_02770	1	shell	0	9	5
PKJKAM_00233	contig_33	6940	9378	-	AJBGEP_02772	2	shell	0	8	0
PKJKAM_00235	contig_33	9432	9674	-	LNHIMF_00690	1	shell	0	3	1
PKJKAM_00236	contig_33	9713	13075	-	LNHIMF_00689	1	shell	0	2	0
PKJKAM_00237	contig_33	13138	13644	-	AJBGEP_01301	1	shell	0	2	2
PKJKAM_00238	contig_33	13683	14420	-	ODDLKH_01699	1	shell	0	2	0
PKJKAM_00239	contig_33	14427	15125	-	AJBGEP_01299	1	shell	0	2	1
PKJKAM_00240	contig_33	15135	15464	-	LNHIMF_00685	1	shell	0	2	0
PKJKAM_00241	contig_33	15467	18562	-	LNHIMF_00684	1	shell	0	4	0
PKJKAM_00242	contig_33	18534	18848	-	LNHIMF_00683	1	shell	0	2	0
PKJKAM_00243	contig_33	18869	19264	-	LNHIMF_00682	1	shell	0	2	0
PKJKAM_00244	contig_33	19315	20058	-	LNHIMF_00681	1	shell	0	2	0
PKJKAM_00245	contig_33	20069	20470	-	LNHIMF_00680	1	shell	0	3	2
PKJKAM_00246	contig_33	20467	21045	-	AJBGEP_01291	1	shell	0	3	1
PKJKAM_00247	contig_33	21032	21409	-	AJBGEP_01290	1	shell	0	2	0
PKJKAM_00248	contig_33	21420	21785	-	ODDLKH_01689	1	shell	0	2	1
PKJKAM_00249	contig_33	21843	22871	-	AJBGEP_01287	1	shell	0	2	1
PKJKAM_00250	contig_33	22926	23273	-	AJBGEP_01286	1	shell	0	2	0
PKJKAM_00251	contig_33	23286	24782	-	AJBGEP_01285	1	shell	0	2	0
PKJKAM_00252	contig_33	24772	26391	-	AJBGEP_01284	1	shell	0	2	0
PKJKAM_00253	contig_33	26349	26552	-	AJBGEP_01283	1	shell	0	2	0
PKJKAM_00254	contig_33	26536	28467	-	AJBGEP_01282	1	shell	0	2	0
PKJKAM_00255	contig_33	28439	28984	-	AJBGEP_01281	1	shell	0	2	0
PKJKAM_00256	contig_33	29270	29671	+	AJBGEP_01280	1	shell	0	2	2
PKJKAM_00257	contig_33	29928	30431	-	LNHIMF_04299	1	cloud	0	2	3
PKJKAM_00258	contig_33	30760	31230	-	ODDLKH_01680	1	shell	0	2	2
PKJKAM_00259	contig_33	31227	31679	-	HFCAGB_01373	1	shell	0	2	1
PKJKAM_00260	contig_33	31663	31998	-	HFCAGB_01372	1	shell	0	2	0
PKJKAM_00261	contig_33	32481	32954	+	AJBGEP_01023	1	shell	0	3	4
PKJKAM_00262	contig_33	32961	33098	-	HFCAGB_01370	1	shell	0	2	0
PKJKAM_00263	contig_33	33315	33764	+	GEGEGB_02010	1	shell	0	2	2
PKJKAM_00264	contig_33	33900	34025	-	GEGEGB_02011	1	shell	0	3	1
PKJKAM_00266	contig_33	34220	34909	-	AJBGEP_02810	1	shell	0	2	3
PKJKAM_00267	contig_33	34906	35046	-	LNHIMF_02186	1	shell	0	2	2
PKJKAM_00268	contig_33	35043	35654	-	GEGEGB_02013	1	shell	0	3	0
PKJKAM_00269	contig_33	35657	35863	-	GEGEGB_02014	1	shell	0	2	1
PKJKAM_00270	contig_33	35863	36465	-	GEGEGB_02015	1	shell	0	2	2
PKJKAM_00271	contig_33	36881	37114	-	PKJKAM_00271	1	cloud	0	1	1
PKJKAM_00272	contig_33	37706	38302	+	PKJKAM_00272	1	cloud	0	0	2
PKJKAM_00273	contig_33	38314	39291	+	PKJKAM_00273	1	cloud	0	0	2
PKJKAM_00274	contig_33	39346	39606	-	PKJKAM_00274	1	cloud	0	0	2
PKJKAM_00275	contig_33	39603	40247	-	PKJKAM_00275	1	cloud	0	0	2
PKJKAM_00276	contig_33	40251	40484	-	LNHIMF_04275	1	cloud	0	0	3
PKJKAM_00277	contig_34	61	387	+	PKJKAM_00277	1	cloud	1	0	0
PKJKAM_00278	contig_34	1089	2174	-	GEGEGB_03186	1	persistent	2	0	1
PKJKAM_00279	contig_34	2287	2562	-	GEGEGB_03185	1	persistent	2	0	0
PKJKAM_00280	contig_34	2590	3642	-	LNHIMF_03155	1	persistent	2	0	0
PKJKAM_00281	contig_34	3797	4516	+	LNHIMF_03154	1	persistent	2	0	0
PKJKAM_00282	contig_34	4516	4842	+	GEGEGB_03182	1	persistent	2	0	0
PKJKAM_00283	contig_34	4892	5611	+	GEGEGB_03181	1	persistent	2	1	0
PKJKAM_00284	contig_34	5800	6846	+	GEGEGB_03178	1	persistent	2	1	0
PKJKAM_00285	contig_34	6979	7986	+	GEGEGB_03177	1	persistent	2	0	0
PKJKAM_00286	contig_34	8078	9214	-	GEGEGB_03176	1	persistent	2	0	0
PKJKAM_00287	contig_34	9207	9800	-	LNHIMF_03148	1	persistent	2	0	0
PKJKAM_00288	contig_34	9808	10098	-	GEGEGB_03174	1	persistent	2	0	0
PKJKAM_00289	contig_34	10095	10661	-	GEGEGB_03173	1	persistent	2	0	0
PKJKAM_00290	contig_34	10680	11384	-	GEGEGB_03172	1	persistent	2	0	0
PKJKAM_00291	contig_34	11402	12382	+	LNHIMF_03144	1	persistent	2	0	0
PKJKAM_00292	contig_34	12514	13200	+	LNHIMF_03143	1	persistent	2	0	0
PKJKAM_00293	contig_34	13247	13663	-	GEGEGB_03169	1	persistent	2	0	0
PKJKAM_00294	contig_34	13663	14226	-	GEGEGB_03168	1	persistent	2	0	0
PKJKAM_00295	contig_34	14442	15389	-	LNHIMF_03140	1	persistent	2	0	0
PKJKAM_00296	contig_34	15409	16140	-	GEGEGB_03166	1	persistent	2	0	0
PKJKAM_00297	contig_34	16217	16924	-	LNHIMF_03138	1	persistent	2	0	0
PKJKAM_00298	contig_34	17020	17475	-	GEGEGB_03164	1	persistent	2	0	0
PKJKAM_00299	contig_34	17596	18990	-	GEGEGB_03163	1	persistent	2	0	0
PKJKAM_00300	contig_34	19483	20637	-	GEGEGB_03162	1	persistent	2	0	0
PKJKAM_00301	contig_34	21427	23403	+	GEGEGB_03161	2	persistent	2	1	1
PKJKAM_00302	contig_34	23547	24278	+	BEJGEH_03102	1	shell	1	1	0
PKJKAM_00303	contig_34	24483	25232	+	BEJGEH_03101	1	shell	0	2	0
PKJKAM_00304	contig_34	26465	27937	+	BEJGEH_03100	1	shell	0	2	0
PKJKAM_00305	contig_34	27940	28956	+	BEJGEH_03099	1	shell	0	2	0
PKJKAM_00306	contig_34	28970	29977	+	BEJGEH_03098	1	shell	0	2	0
PKJKAM_00307	contig_34	30016	30510	+	BEJGEH_03097	1	shell	0	2	1
PKJKAM_00308	contig_34	30769	31659	+	AJBGEP_03256	1	shell	1	1	0
PKJKAM_00309	contig_34	31864	32784	+	GEGEGB_03160	1	persistent	2	1	1
PKJKAM_00310	contig_34	32885	33643	-	GEGEGB_03159	1	persistent	2	0	0
PKJKAM_00311	contig_34	33919	35910	+	GEGEGB_03158	1	persistent	2	1	1
PKJKAM_00312	contig_34	35953	36609	-	LNHIMF_03124	1	persistent	2	1	1
PKJKAM_00313	contig_34	36603	37280	-	LNHIMF_03123	1	persistent	2	0	0
PKJKAM_00314	contig_34	37268	37975	-	LNHIMF_03122	1	persistent	2	0	0
PKJKAM_00315	contig_34	37976	38554	-	GEGEGB_03152	1	persistent	2	0	0
PKJKAM_00316	contig_34	38580	39005	-	GEGEGB_03151	1	persistent	2	0	0
PKJKAM_00317	contig_34	39379	40425	+	GEGEGB_03150	1	persistent	2	0	0
PKJKAM_00318	contig_34	40447	41610	+	GEGEGB_03149	1	persistent	2	0	0
PKJKAM_00319	contig_34	41712	42791	+	GEGEGB_03148	1	persistent	2	0	1
PKJKAM_00320	contig_34	43024	43884	+	GEGEGB_03144	1	persistent	2	1	0
PKJKAM_00321	contig_34	44085	44720	+	LNHIMF_03115	1	persistent	2	0	0
PKJKAM_00322	contig_34	44814	45560	+	GEGEGB_03142	1	persistent	2	0	0
PKJKAM_00323	contig_34	45826	46719	-	GEGEGB_03141	1	persistent	2	0	0
PKJKAM_00324	contig_34	46873	47532	+	GEGEGB_03140	1	persistent	2	0	0
PKJKAM_00325	contig_34	47799	49031	+	GEGEGB_03139	1	persistent	2	0	0
PKJKAM_00327	contig_34	49412	49960	-	BEJGEH_03077	1	persistent	2	0	0
PKJKAM_00329	contig_34	50254	50583	-	GEGEGB_03135	1	persistent	2	0	0
PKJKAM_00330	contig_34	50750	51328	+	LNHIMF_03106	1	persistent	2	0	0
PKJKAM_00331	contig_34	51354	52670	+	GEGEGB_03133	1	persistent	2	0	1
PKJKAM_00332	contig_34	52667	53845	+	GEGEGB_03132	1	persistent	2	0	1
PKJKAM_00333	contig_35	87	440	+	LNHIMF_00832	1	persistent	2	0	0
PKJKAM_00334	contig_35	538	1941	+	GEGEGB_02304	1	persistent	2	0	0
PKJKAM_00335	contig_35	1928	3067	+	BEJGEH_00703	1	persistent	2	0	0
PKJKAM_00336	contig_35	3118	4422	+	GEGEGB_02306	1	persistent	2	0	0
