gene	contig	start	stop	strand	family	nb_copy_in_genome	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
OEKLIE_00084	contig_42	703	2424	+	LNHIMF_01045	1	persistent	2	0	0
OEKLIE_00085	contig_42	2469	3173	+	GEGEGB_02090	1	persistent	2	0	0
OEKLIE_00086	contig_42	3485	3703	+	GEGEGB_02091	1	persistent	2	0	0
OEKLIE_00087	contig_42	3794	4705	-	GEGEGB_02092	1	persistent	2	0	0
OEKLIE_00088	contig_42	4814	5674	+	LNHIMF_01041	1	persistent	2	0	0
OEKLIE_00089	contig_42	5694	6371	+	GEGEGB_03971	2	persistent	5	2	3
OEKLIE_00091	contig_43	64	1797	-	OEKLIE_00091	1	cloud	0	0	2
OEKLIE_00092	contig_43	1794	2288	-	HFCAGB_02198	1	cloud	0	0	2
OEKLIE_00093	contig_43	2414	2764	-	OEKLIE_00093	1	cloud	0	0	4
OEKLIE_00094	contig_43	2825	3127	-	OEKLIE_00094	1	cloud	0	0	2
OEKLIE_00095	contig_43	3347	3766	-	OEKLIE_00095	1	cloud	0	0	2
OEKLIE_00096	contig_43	3979	4464	-	BENMGJ_01252	2	cloud	0	2	3
OEKLIE_00097	contig_43	4461	5075	-	LNHIMF_04297	1	cloud	0	1	5
OEKLIE_00098	contig_43	5078	5416	-	LNHIMF_00667	1	cloud	0	0	3
OEKLIE_00099	contig_43	5948	6205	-	OEKLIE_00099	1	cloud	0	0	2
OEKLIE_00100	contig_43	6338	6961	-	OEKLIE_00100	1	cloud	0	1	1
OEKLIE_00101	contig_43	6972	7133	-	AJBGEP_02407	2	shell	0	1	5
OEKLIE_00102	contig_44	133	828	+	OEKLIE_00102	1	cloud	0	0	3
OEKLIE_00103	contig_44	1481	2014	+	OEKLIE_00103	1	cloud	0	0	4
OEKLIE_00104	contig_44	2072	2899	+	OEKLIE_00104	1	cloud	0	0	3
OEKLIE_00105	contig_44	3036	3575	+	HFCAGB_02224	1	cloud	0	0	5
OEKLIE_00106	contig_44	3646	3876	+	OEKLIE_00106	1	cloud	0	0	2
OEKLIE_00107	contig_44	3873	4388	+	OEKLIE_00107	1	cloud	0	0	2
OEKLIE_00108	contig_44	4385	5002	+	OEKLIE_00108	1	cloud	0	0	2
OEKLIE_00109	contig_44	4999	5832	+	OEKLIE_00109	1	cloud	0	0	2
OEKLIE_00110	contig_44	5836	6405	+	OEKLIE_00110	1	cloud	0	0	3
OEKLIE_00111	contig_44	6445	6672	+	HFCAGB_02229	1	cloud	0	0	2
OEKLIE_00112	contig_44	6809	7663	+	OEKLIE_00112	1	cloud	0	1	2
OEKLIE_00114	contig_44	8174	8488	-	OEKLIE_00114	1	cloud	1	0	1
OEKLIE_00115	contig_45	100	1062	+	OEKLIE_00115	1	cloud	0	0	2
OEKLIE_00116	contig_45	1062	1997	+	OEKLIE_00116	1	cloud	1	0	2
OEKLIE_00117	contig_45	2799	3986	+	LNHIMF_03897	1	persistent	2	0	4
OEKLIE_00118	contig_45	3955	4914	+	LNHIMF_03898	1	persistent	2	0	0
OEKLIE_00119	contig_45	5072	5827	+	GEGEGB_03881	1	persistent	2	0	0
OEKLIE_00120	contig_45	5845	6411	+	HFCAGB_04099	1	persistent	2	0	1
OEKLIE_00121	contig_45	6456	7793	-	LNHIMF_03901	1	persistent	2	0	2
OEKLIE_00122	contig_45	7962	8627	+	LNHIMF_03902	1	persistent	2	0	1
OEKLIE_00123	contig_46	64	342	+	HFCAGB_02262	1	shell	0	3	4
OEKLIE_00125	contig_46	818	1516	+	AJBGEP_02166	1	shell	0	2	2
OEKLIE_00126	contig_46	1859	4027	+	HFCAGB_02266	1	shell	0	2	2
OEKLIE_00127	contig_46	4084	5814	+	HFCAGB_02267	1	shell	0	2	0
OEKLIE_00128	contig_46	6024	6197	+	BEJGEH_02009	1	shell	1	2	0
OEKLIE_00129	contig_46	6719	8173	-	GEGEGB_00920	1	persistent	2	3	1
OEKLIE_00130	contig_46	8369	8695	-	LNHIMF_02081	1	persistent	2	0	1
OEKLIE_00131	contig_47	388	861	+	AJBGEP_01023	2	shell	0	3	4
OEKLIE_00133	contig_47	1076	1264	-	AJBGEP_02803	1	cloud	0	1	1
OEKLIE_00136	contig_47	1771	2334	-	AJBGEP_02806	1	cloud	0	1	1
OEKLIE_00140	contig_47	2607	3284	-	AJBGEP_02810	1	shell	0	2	3
OEKLIE_00141	contig_47	3281	3421	-	LNHIMF_02186	1	shell	0	2	2
OEKLIE_00142	contig_47	3418	4029	-	GEGEGB_02013	2	shell	0	3	0
OEKLIE_00143	contig_47	4032	4238	-	GEGEGB_02014	2	shell	0	2	1
OEKLIE_00144	contig_47	4238	4840	-	GEGEGB_02015	2	shell	0	2	2
OEKLIE_00145	contig_47	5240	5473	-	GEGEGB_02016	2	shell	0	2	9
OEKLIE_00146	contig_47	5743	6735	+	ALJMDI_01560	1	cloud	0	1	2
OEKLIE_00147	contig_47	6762	7280	-	OEKLIE_00147	1	cloud	0	1	1
OEKLIE_00148	contig_47	7277	7594	-	GEGEGB_02023	2	shell	0	1	4
OEKLIE_00149	contig_47	7635	8384	-	GEGEGB_02024	2	shell	0	2	0
OEKLIE_00150	contig_47	8387	9469	-	GEGEGB_02025	3	shell	0	2	0
OEKLIE_00151	contig_47	9560	9880	-	GEGEGB_02026	2	shell	0	1	10
OEKLIE_00152	contig_47	9894	10136	-	OEKLIE_00152	1	cloud	0	1	1
OEKLIE_00153	contig_47	10209	10622	+	OEKLIE_00153	1	cloud	0	0	2
OEKLIE_00154	contig_48	18	140	-	OEKLIE_00154	1	cloud	1	0	0
OEKLIE_00155	contig_48	313	1536	+	LNHIMF_03772	1	persistent	2	0	1
OEKLIE_00156	contig_48	1514	1972	+	GEGEGB_04006	1	persistent	2	0	0
OEKLIE_00157	contig_48	2080	2676	+	LNHIMF_03774	1	persistent	2	0	0
OEKLIE_00158	contig_48	2754	3395	-	LNHIMF_03775	1	persistent	2	0	0
OEKLIE_00159	contig_48	3474	4190	-	GEGEGB_04003	1	persistent	2	0	0
OEKLIE_00160	contig_48	4316	5179	+	GEGEGB_04002	1	persistent	2	0	1
OEKLIE_00161	contig_48	5229	6131	-	GEGEGB_04001	1	persistent	2	0	1
OEKLIE_00162	contig_48	6205	7086	+	ODDLKH_04192	1	persistent	2	0	0
OEKLIE_00163	contig_48	7337	7954	+	LNHIMF_03790	1	persistent	2	0	0
OEKLIE_00164	contig_48	7951	9636	-	LNHIMF_03791	1	persistent	2	0	0
OEKLIE_00165	contig_48	9893	10516	+	GEGEGB_03996	1	persistent	2	0	0
OEKLIE_00166	contig_48	10571	10846	+	GEGEGB_03995	1	persistent	2	0	0
OEKLIE_00167	contig_49	20	1060	-	LNHIMF_03907	1	persistent	2	0	1
OEKLIE_00168	contig_49	1129	1230	+	BEJGEH_03909	1	cloud	2	0	0
OEKLIE_00169	contig_49	1227	2600	-	LNHIMF_03908	1	persistent	2	0	1
OEKLIE_00170	contig_49	2649	3467	-	GEGEGB_03871	1	persistent	2	0	0
OEKLIE_00171	contig_49	3529	5319	+	GEGEGB_03870	1	persistent	2	0	1
OEKLIE_00172	contig_49	5470	7299	-	LNHIMF_03911	1	persistent	2	0	1
OEKLIE_00173	contig_49	7488	8858	-	GEGEGB_03863	1	persistent	2	0	0
OEKLIE_00175	contig_49	9178	9876	-	LNHIMF_03914	1	persistent	2	0	0
OEKLIE_00176	contig_49	10106	10525	-	GEGEGB_03860	1	persistent	2	0	0
OEKLIE_00177	contig_49	10546	10971	-	GEGEGB_03859	1	persistent	2	0	0
OEKLIE_00178	contig_50	125	679	+	GEGEGB_04339	1	persistent	3	0	0
OEKLIE_00179	contig_50	655	912	-	LNHIMF_03453	1	persistent	2	0	0
OEKLIE_00180	contig_50	909	1730	-	LNHIMF_03454	1	persistent	2	0	0
OEKLIE_00181	contig_50	1732	2304	-	LNHIMF_03455	1	persistent	2	0	0
OEKLIE_00182	contig_50	2309	2851	-	LNHIMF_03456	1	persistent	2	0	0
OEKLIE_00183	contig_50	2878	3351	-	GEGEGB_04334	1	persistent	2	0	0
OEKLIE_00184	contig_50	3323	4447	-	LNHIMF_03458	1	persistent	2	0	0
OEKLIE_00185	contig_50	4579	5088	+	GEGEGB_04332	1	persistent	2	0	0
OEKLIE_00186	contig_50	5104	6051	+	GEGEGB_04331	1	persistent	2	0	0
OEKLIE_00187	contig_50	6103	7392	+	LNHIMF_03461	1	persistent	2	0	0
OEKLIE_00188	contig_50	7414	8790	+	GEGEGB_04329	1	persistent	2	0	0
OEKLIE_00189	contig_50	8932	9345	+	GEGEGB_04328	1	persistent	2	0	0
OEKLIE_00190	contig_50	9281	9550	-	GEGEGB_04327	1	persistent	2	0	0
OEKLIE_00191	contig_50	9608	10033	-	LNHIMF_03465	1	persistent	2	0	0
OEKLIE_00192	contig_50	10044	10412	-	LNHIMF_03466	1	persistent	2	0	0
OEKLIE_00193	contig_50	10520	10903	-	GEGEGB_04324	1	persistent	2	0	0
OEKLIE_00194	contig_50	10944	11210	-	GEGEGB_04323	1	persistent	1	1	0
OEKLIE_00195	contig_51	107	292	+	BENMGJ_00374	1	cloud	1	0	0
OEKLIE_00196	contig_51	371	568	-	GEGEGB_04660	1	persistent	2	0	1
OEKLIE_00197	contig_51	647	1651	-	GEGEGB_04659	1	persistent	2	0	0
OEKLIE_00199	contig_51	2205	2912	-	LNHIMF_04459	1	persistent	2	0	0
OEKLIE_00200	contig_51	3127	4407	-	LNHIMF_04458	1	persistent	2	0	0
OEKLIE_00201	contig_51	4479	4787	-	GEGEGB_04656	1	persistent	2	0	0
OEKLIE_00202	contig_51	4870	5820	-	LNHIMF_04456	1	persistent	2	0	0
OEKLIE_00203	contig_51	5813	7669	-	GEGEGB_04654	1	persistent	2	0	0
OEKLIE_00204	contig_51	7679	8998	-	GEGEGB_04653	1	persistent	2	0	0
OEKLIE_00205	contig_51	9015	9476	-	GEGEGB_04652	1	persistent	2	0	0
OEKLIE_00206	contig_51	9448	10992	-	LNHIMF_04452	1	persistent	2	0	0
OEKLIE_00207	contig_51	10994	12133	+	LNHIMF_04451	1	persistent	2	0	0
OEKLIE_00208	contig_52	405	506	+	OEKLIE_00208	1	cloud	0	0	1
OEKLIE_00209	contig_52	1284	1772	-	HFCAGB_04842	1	cloud	0	0	3
OEKLIE_00210	contig_52	2031	3146	+	HFCAGB_04841	1	cloud	0	0	2
OEKLIE_00211	contig_52	3139	3648	+	HFCAGB_04840	1	cloud	0	0	2
OEKLIE_00212	contig_52	3832	4167	+	HFCAGB_04839	1	cloud	0	0	2
OEKLIE_00213	contig_52	4224	4790	+	HFCAGB_04838	1	cloud	0	0	2
OEKLIE_00214	contig_52	4822	5763	-	AJBGEP_04874	1	cloud	0	0	3
OEKLIE_00215	contig_52	5904	6044	+	OEKLIE_00215	1	cloud	0	0	2
OEKLIE_00216	contig_52	6178	7383	+	OEKLIE_00216	1	cloud	0	0	2
OEKLIE_00217	contig_52	7383	8357	+	OEKLIE_00217	1	cloud	0	0	2
OEKLIE_00218	contig_52	8439	9713	-	AJBGEP_04878	1	cloud	0	0	6
OEKLIE_00219	contig_52	9713	10135	-	GEGEGB_04585	1	cloud	1	0	3
OEKLIE_00220	contig_52	10646	11116	+	OEKLIE_00220	1	cloud	0	0	2
OEKLIE_00221	contig_52	11109	11465	+	OEKLIE_00221	1	cloud	0	0	2
OEKLIE_00222	contig_52	11847	12527	+	OEKLIE_00222	1	cloud	0	0	2
OEKLIE_00223	contig_52	12527	12748	+	OEKLIE_00223	1	cloud	0	0	2
OEKLIE_00224	contig_52	12804	13217	+	OEKLIE_00224	1	cloud	0	0	2
OEKLIE_00225	contig_52	13289	14053	+	OEKLIE_00225	1	cloud	0	0	2
OEKLIE_00226	contig_53	361	750	+	OEKLIE_00226	1	cloud	1	0	0
OEKLIE_00227	contig_53	2420	3928	+	GEGEGB_01902	1	persistent	2	0	1
OEKLIE_00228	contig_53	4546	4842	+	LNHIMF_01157	1	persistent	2	0	0
OEKLIE_00229	contig_53	4821	5609	+	GEGEGB_01899	1	persistent	2	0	2
OEKLIE_00231	contig_53	5715	6596	-	GEGEGB_01898	1	persistent	2	0	0
OEKLIE_00233	contig_53	6881	8377	-	HFCAGB_01177	1	persistent	2	0	1
OEKLIE_00234	contig_53	8714	9394	-	GEGEGB_01894	1	persistent	2	0	1
OEKLIE_00235	contig_53	9912	11060	+	GEGEGB_01893	1	persistent	2	0	0
OEKLIE_00236	contig_53	11106	11798	+	LNHIMF_01165	1	persistent	2	0	0
OEKLIE_00237	contig_53	12081	13361	+	LNHIMF_01166	1	persistent	2	0	0
OEKLIE_00238	contig_53	13375	14478	+	GEGEGB_01890	1	persistent	2	0	1
OEKLIE_00239	contig_54	33	680	+	LNHIMF_04048	2	persistent	2	0	0
OEKLIE_00241	contig_54	847	894	+	GEGEGB_03822	1	persistent	2	0	0
OEKLIE_00242	contig_54	1015	1647	-	GEGEGB_03820	1	persistent	2	0	0
OEKLIE_00243	contig_54	1914	2111	+	GEGEGB_03819	1	persistent	2	0	0
OEKLIE_00245	contig_54	2230	2745	+	GEGEGB_03817	1	persistent	2	0	0
OEKLIE_00246	contig_54	2934	4307	+	GEGEGB_03816	1	persistent	2	0	0
OEKLIE_00247	contig_54	4397	4507	-	GEGEGB_03815	1	persistent	2	0	0
OEKLIE_00248	contig_54	4620	6029	-	GEGEGB_03814	1	persistent	2	0	0
OEKLIE_00249	contig_54	6038	7087	-	GEGEGB_03813	1	persistent	2	0	0
OEKLIE_00250	contig_54	7362	8771	-	GEGEGB_03812	1	persistent	2	0	0
OEKLIE_00252	contig_54	9147	10970	+	LNHIMF_04061	1	persistent	2	0	1
OEKLIE_00253	contig_54	11025	11759	-	GEGEGB_03809	1	persistent	2	0	0
OEKLIE_00254	contig_54	11744	12622	-	LNHIMF_04063	1	persistent	2	0	0
OEKLIE_00255	contig_54	12619	13860	-	BEJGEH_04070	1	persistent	2	0	0
OEKLIE_00256	contig_54	13862	14737	-	LNHIMF_04065	1	persistent	2	0	0
OEKLIE_00257	contig_54	14730	15716	-	AJBGEP_04224	1	persistent	2	0	0
OEKLIE_00259	contig_55	413	1216	+	LNHIMF_00267	1	persistent	3	0	0
OEKLIE_00260	contig_55	1237	2151	-	LNHIMF_00268	1	persistent	2	0	0
OEKLIE_00261	contig_55	2256	3431	+	LNHIMF_00269	1	persistent	2	0	0
OEKLIE_00262	contig_55	3563	4363	+	LNHIMF_00270	1	persistent	2	0	0
OEKLIE_00263	contig_55	4441	5211	+	LNHIMF_00271	1	persistent	2	0	0
OEKLIE_00264	contig_55	5267	6487	-	GEGEGB_02743	1	persistent	2	0	0
OEKLIE_00265	contig_55	6706	7461	-	LNHIMF_00273	1	persistent	2	0	0
OEKLIE_00266	contig_55	7496	8218	+	LNHIMF_00274	1	persistent	2	0	0
OEKLIE_00267	contig_55	8215	8682	-	GEGEGB_02740	1	persistent	2	0	0
OEKLIE_00268	contig_55	8737	9477	+	GEGEGB_02739	1	persistent	2	0	2
OEKLIE_00270	contig_55	10009	11064	-	HFCAGB_00281	1	persistent	1	1	1
OEKLIE_00271	contig_55	11075	12070	-	AJBGEP_00282	1	shell	1	1	0
OEKLIE_00272	contig_55	12067	13950	-	LNHIMF_00280	1	shell	0	2	0
OEKLIE_00273	contig_55	13966	14460	-	GEGEGB_02733	1	shell	0	2	0
OEKLIE_00274	contig_55	14457	15281	-	LNHIMF_00282	1	shell	0	2	0
OEKLIE_00275	contig_55	15268	16170	-	GEGEGB_02731	1	shell	0	3	1
OEKLIE_00276	contig_55	16538	17608	+	IKCLMC_02021	2	shell	0	2	1
OEKLIE_00277	contig_56	249	467	+	HFCAGB_04865	3	cloud	0	0	3
OEKLIE_00278	contig_56	469	774	+	HFCAGB_04864	2	cloud	0	0	2
OEKLIE_00279	contig_56	776	1066	+	HFCAGB_04863	1	cloud	0	0	2
OEKLIE_00280	contig_56	1063	1584	+	HFCAGB_04862	1	cloud	0	0	2
OEKLIE_00281	contig_56	1619	2401	+	HFCAGB_04861	1	cloud	0	0	3
OEKLIE_00282	contig_56	2410	2961	+	OEKLIE_00282	1	cloud	0	0	2
OEKLIE_00283	contig_56	3148	3636	+	HFCAGB_04859	1	cloud	0	0	4
OEKLIE_00284	contig_56	3630	4115	+	OEKLIE_00284	1	cloud	0	0	2
OEKLIE_00285	contig_56	4392	4679	-	OEKLIE_00285	1	cloud	0	0	2
OEKLIE_00286	contig_56	4835	5395	+	HFCAGB_04858	1	cloud	0	0	3
OEKLIE_00287	contig_56	5462	5812	-	OEKLIE_00287	1	cloud	0	0	3
OEKLIE_00288	contig_56	6051	6293	+	OEKLIE_00288	1	cloud	0	0	2
OEKLIE_00289	contig_56	6420	7070	-	HFCAGB_04855	1	cloud	0	0	3
OEKLIE_00290	contig_56	7331	8056	-	HFCAGB_04854	1	cloud	0	0	2
OEKLIE_00291	contig_56	8337	10112	-	OEKLIE_00291	1	cloud	0	0	2
OEKLIE_00292	contig_56	10143	10355	+	HFCAGB_04852	1	cloud	0	0	2
OEKLIE_00293	contig_56	10294	11061	-	OEKLIE_00293	1	cloud	0	0	2
OEKLIE_00294	contig_56	11235	11399	-	HFCAGB_04850	1	cloud	0	0	2
OEKLIE_00295	contig_56	11573	12466	-	OEKLIE_00295	1	cloud	0	0	2
OEKLIE_00296	contig_56	12736	12867	+	HFCAGB_04848	1	cloud	0	0	2
OEKLIE_00297	contig_56	13075	14112	+	OEKLIE_00297	1	cloud	0	0	2
OEKLIE_00298	contig_56	14301	15269	-	HFCAGB_04846	1	cloud	0	0	2
OEKLIE_00299	contig_56	15259	16923	-	HFCAGB_04845	1	cloud	0	0	2
OEKLIE_00300	contig_56	16907	17467	-	OEKLIE_00300	1	cloud	0	0	2
OEKLIE_00301	contig_56	17674	18096	-	AJBGEP_04868	1	cloud	0	0	2
OEKLIE_00302	contig_57	95	1306	+	GEGEGB_01342	1	persistent	2	0	0
OEKLIE_00303	contig_57	1314	1556	+	GEGEGB_01343	1	persistent	2	0	0
OEKLIE_00304	contig_57	1823	2146	+	GEGEGB_01344	1	persistent	2	0	0
OEKLIE_00305	contig_57	2153	2743	+	GEGEGB_01345	1	persistent	2	0	0
OEKLIE_00306	contig_57	2740	3213	+	LNHIMF_01450	1	persistent	2	0	0
OEKLIE_00307	contig_57	3216	4670	+	LNHIMF_01451	1	persistent	2	0	0
OEKLIE_00308	contig_57	4686	5273	+	GEGEGB_01348	1	persistent	2	0	0
OEKLIE_00309	contig_57	5276	5692	+	GEGEGB_01349	1	persistent	2	0	0
OEKLIE_00310	contig_57	5750	6178	+	LNHIMF_01454	1	persistent	2	0	0
OEKLIE_00311	contig_57	6194	6976	+	HFCAGB_01878	1	persistent	2	0	0
OEKLIE_00312	contig_57	6973	7662	+	LNHIMF_01456	1	persistent	2	0	0
OEKLIE_00313	contig_57	7756	7971	+	GEGEGB_01353	1	persistent	2	0	0
OEKLIE_00314	contig_57	7949	8239	+	GEGEGB_01354	1	persistent	2	0	0
OEKLIE_00315	contig_57	8236	8499	+	LNHIMF_01459	1	persistent	2	0	0
OEKLIE_00316	contig_57	8496	9245	+	BEJGEH_01677	1	persistent	2	0	0
OEKLIE_00317	contig_57	9560	9811	+	GEGEGB_01357	1	persistent	2	0	0
OEKLIE_00318	contig_57	9808	10482	+	GEGEGB_01358	1	persistent	2	0	0
OEKLIE_00319	contig_57	10472	11464	+	LNHIMF_01463	1	persistent	2	0	0
OEKLIE_00320	contig_57	11522	11890	+	LNHIMF_01464	1	persistent	2	0	0
OEKLIE_00321	contig_57	11875	13920	+	LNHIMF_01465	1	persistent	2	0	1
OEKLIE_00322	contig_57	13910	15211	+	GEGEGB_01362	1	persistent	2	0	1
OEKLIE_00323	contig_57	15160	15591	+	LNHIMF_01467	1	persistent	2	0	0
OEKLIE_00324	contig_57	15572	15946	+	GEGEGB_01364	1	persistent	2	0	0
OEKLIE_00325	contig_57	15927	16895	+	LNHIMF_01469	1	persistent	2	0	0
OEKLIE_00326	contig_57	16963	17610	+	LNHIMF_01470	1	persistent	2	0	0
OEKLIE_00327	contig_57	17607	17873	+	GEGEGB_01367	1	persistent	2	0	0
OEKLIE_00328	contig_57	17874	18653	+	GEGEGB_01368	1	persistent	2	0	0
OEKLIE_00329	contig_57	18650	19708	+	GEGEGB_01369	1	persistent	2	0	0
OEKLIE_00331	contig_58	172	1515	-	LNHIMF_01430	1	persistent	2	0	1
OEKLIE_00332	contig_58	1537	2430	-	BEJGEH_01706	1	persistent	2	0	0
OEKLIE_00333	contig_58	2489	3226	-	LNHIMF_01432	1	persistent	2	0	1
OEKLIE_00334	contig_58	3238	3834	-	BEJGEH_01704	2	persistent	2	0	0
OEKLIE_00335	contig_58	3809	4465	-	BEJGEH_01704	2	persistent	2	0	0
OEKLIE_00336	contig_58	4788	7850	-	GEGEGB_01330	1	persistent	2	0	0
