#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABAM02000001.1:1490449-1491417|- -            323 58708at91347         -            281  1.8e-151  501.0   0.2   1   1  2.2e-153  9.4e-151  498.7   0.2     1   280     5   316     5   317 0.93 NZ_ABAM02000001.1_1342 # 1490449 # 1491417 # -1 # ID=2_1342;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;gc_cont=0.545
NZ_ABAM02000001.1:3759950-3761968|+ -            673 58708at91347         -            281    0.0025   15.0   0.5   2   3   7.4e-05     0.032   11.4   0.0     2    46   374   419   373   452 0.84 NZ_ABAM02000001.1_3466 # 3759950 # 3761968 # 1 # ID=2_3466;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.587
NZ_ABAM02000001.1:3759950-3761968|+ -            673 58708at91347         -            281    0.0025   15.0   0.5   3   3     0.099        43    1.1   0.0   135   155   496   516   494   523 0.81 NZ_ABAM02000001.1_3466 # 3759950 # 3761968 # 1 # ID=2_3466;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.587
NZ_ABAM02000001.1:2740495-2741736|+ -            414 58708at91347         -            281    0.0072   13.5   2.2   1   2     0.008       3.5    4.7   0.0     2    20   124   142   123   165 0.81 NZ_ABAM02000001.1_2554 # 2740495 # 2741736 # 1 # ID=2_2554;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.507
NZ_ABAM02000001.1:2740495-2741736|+ -            414 58708at91347         -            281    0.0072   13.5   2.2   2   2    0.0007       0.3    8.2   0.6   205   280   339   409   246   410 0.78 NZ_ABAM02000001.1_2554 # 2740495 # 2741736 # 1 # ID=2_2554;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.507
NZ_ABAM02000001.1:3996816-3999359|+ -            848 58708at91347         -            281     0.011   13.0   0.0   1   2   9.2e-05      0.04   11.1   0.0    88   173    96   184    70   198 0.84 NZ_ABAM02000001.1_3717 # 3996816 # 3999359 # 1 # ID=2_3717;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.569
NZ_ABAM02000001.1:3996816-3999359|+ -            848 58708at91347         -            281     0.011   13.0   0.0   2   2      0.92     4e+02   -2.1   0.0    63   106   203   246   186   277 0.75 NZ_ABAM02000001.1_3717 # 3996816 # 3999359 # 1 # ID=2_3717;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.569
NZ_ABAM02000001.1:4449987-4451876|- -            630 58708at91347         -            281      0.02   12.1   0.4   1   2   0.00012     0.051   10.7   0.3     4    41     8    46     6    55 0.84 NZ_ABAM02000001.1_4109 # 4449987 # 4451876 # -1 # ID=2_4109;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552
NZ_ABAM02000001.1:4449987-4451876|- -            630 58708at91347         -            281      0.02   12.1   0.4   2   2       2.7   1.2e+03   -3.6   0.0   243   275   362   392   334   394 0.71 NZ_ABAM02000001.1_4109 # 4449987 # 4451876 # -1 # ID=2_4109;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/58708at91347.hmm
# Target file:     reports/busco-results/data/00-reads/GCF_000170215.1_ASM17021v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout reports/busco-results/data/00-reads/GCF_000170215.1_ASM17021v1_genomic.fna/run_enterobacterales_odb10/hmmer_output/58708at91347.out --cpu 1 /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/58708at91347.hmm reports/busco-results/data/00-reads/GCF_000170215.1_ASM17021v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /Users/dizzler/Projects/School/BIOL4600-Capstone
# Date:            Sat Feb 21 22:04:58 2026
# [ok]
