#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABEL01000033.1:2192-3562|+     -            457 47034at91347         -            399  1.5e-197  654.4   0.7   1   1  4.9e-200  1.8e-197  654.1   0.7     1   394     7   443     7   454 0.92 NZ_ABEL01000033.1_4 # 2192 # 3562 # 1 # ID=16_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.528
NZ_ABEL01000002.1:434674-435582|- -            303 47034at91347         -            399    0.0012   15.9   0.1   2   3      0.02       7.2    3.4   0.0    53    90   104   141    78   187 0.74 NZ_ABEL01000002.1_419 # 434674 # 435582 # -1 # ID=47_419;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.495
NZ_ABEL01000002.1:434674-435582|- -            303 47034at91347         -            399    0.0012   15.9   0.1   3   3         1   3.8e+02   -2.2   0.0   161   184   237   260   214   274 0.83 NZ_ABEL01000002.1_419 # 434674 # 435582 # -1 # ID=47_419;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.495
NZ_ABEL01000004.1:79048-79821|-   -            258 47034at91347         -            399     0.004   14.2   0.1   1   2   4.4e-05     0.016   12.1   0.0     2    41     3    45     2    62 0.87 NZ_ABEL01000004.1_79 # 79048 # 79821 # -1 # ID=45_79;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.434
NZ_ABEL01000004.1:79048-79821|-   -            258 47034at91347         -            399     0.004   14.2   0.1   2   2      0.28     1e+02   -0.4   0.0    55    86    97   129    74   154 0.76 NZ_ABEL01000004.1_79 # 79048 # 79821 # -1 # ID=45_79;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.434
NZ_ABEL01000005.1:89927-90637|-   -            237 47034at91347         -            399    0.0048   13.9   0.0   1   1   1.9e-05    0.0071   13.3   0.0     3    37    11    45     9    58 0.91 NZ_ABEL01000005.1_96 # 89927 # 90637 # -1 # ID=44_96;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.578
NZ_ABEL01000002.1:287026-288006|+ -            327 47034at91347         -            399      0.01   12.8   0.9   1   2   0.00034      0.12    9.2   0.1   218   285    63   126    49   181 0.68 NZ_ABEL01000002.1_276 # 287026 # 288006 # 1 # ID=47_276;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.515
NZ_ABEL01000002.1:287026-288006|+ -            327 47034at91347         -            399      0.01   12.8   0.9   2   2     0.061        22    1.8   0.1   234   278   238   284   221   302 0.57 NZ_ABEL01000002.1_276 # 287026 # 288006 # 1 # ID=47_276;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.515
NZ_ABEL01000004.1:84655-85548|-   -            298 47034at91347         -            399     0.014   12.3   0.2   1   3    0.0024      0.89    6.4   0.2     3    37     7    44     5    67 0.77 NZ_ABEL01000004.1_85 # 84655 # 85548 # -1 # ID=45_85;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.515
NZ_ABEL01000004.1:84655-85548|-   -            298 47034at91347         -            399     0.014   12.3   0.2   2   3     0.067        25    1.7   0.0    53    87    99   133    87   152 0.86 NZ_ABEL01000004.1_85 # 84655 # 85548 # -1 # ID=45_85;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.515
NZ_ABEL01000004.1:84655-85548|-   -            298 47034at91347         -            399     0.014   12.3   0.2   3   3      0.18        67    0.2   0.0   117   152   184   219   160   258 0.66 NZ_ABEL01000004.1_85 # 84655 # 85548 # -1 # ID=45_85;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.515
NZ_ABEL01000012.1:136558-137142|+ -            195 47034at91347         -            399     0.019   11.9   0.0   1   1   5.4e-05      0.02   11.8   0.0     3    38    10    44     8   123 0.77 NZ_ABEL01000012.1_130 # 136558 # 137142 # 1 # ID=37_130;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.554
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/47034at91347.hmm
# Target file:     reports/busco-results/GCF_000171315.1_ASM17131v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout reports/busco-results/GCF_000171315.1_ASM17131v1_genomic.fna/run_enterobacterales_odb10/hmmer_output/47034at91347.out --cpu 1 /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/47034at91347.hmm reports/busco-results/GCF_000171315.1_ASM17131v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /Users/dizzler/Projects/School/BIOL4600-Capstone
# Date:            Sat Feb 21 23:26:23 2026
# [ok]
