"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000007545.1_ASM754v1_genomic","GCF_000020745.1_ASM2074v1_genomic","GCF_000020885.1_ASM2088v1_genomic","GCF_000020925.1_ASM2092v1_genomic","GCF_000022165.1_ASM2216v1_genomic","GCF_000170215.1_ASM17021v1_genomic","GCF_000170255.1_ASM17025v1_genomic","GCF_000171255.1_ASM17125v1_genomic","GCF_000171275.1_ASM17127v1_genomic","GCF_000171315.1_ASM17131v1_genomic","GCF_000171415.1_ASM17141v1_genomic","GCF_000171515.1_ASM17151v1_genomic","GCF_000171535.2_ASM17153v2_genomic"
"group_1133","","","13","13","1","11","463","","","","140","140","140","GCF_000007545.1_ASM754v1_genomic_26136","GCF_000020745.1_ASM2074v1_genomic_26477","GCF_000020885.1_ASM2088v1_genomic_26445","GCF_000020925.1_ASM2092v1_genomic_27094","GCF_000022165.1_ASM2216v1_genomic_23815","GCF_000170215.1_ASM17021v1_genomic_22687","GCF_000170255.1_ASM17025v1_genomic_23623","GCF_000171255.1_ASM17125v1_genomic_24798","GCF_000171275.1_ASM17127v1_genomic_22365","GCF_000171315.1_ASM17131v1_genomic_22870","GCF_000171415.1_ASM17141v1_genomic_26941","GCF_000171515.1_ASM17151v1_genomic_22909","GCF_000171535.2_ASM17153v2_genomic_26711"
"group_1134","","","13","13","1","11","467","","","","845","890","886","GCF_000007545.1_ASM754v1_genomic_1657","GCF_000020745.1_ASM2074v1_genomic_29448","GCF_000020885.1_ASM2088v1_genomic_33199","GCF_000020925.1_ASM2092v1_genomic_37384","GCF_000022165.1_ASM2216v1_genomic_2233","GCF_000170215.1_ASM17021v1_genomic_22105","GCF_000170255.1_ASM17025v1_genomic_2206","GCF_000171255.1_ASM17125v1_genomic_28539","GCF_000171275.1_ASM17127v1_genomic_17242","GCF_000171315.1_ASM17131v1_genomic_23755","GCF_000171415.1_ASM17141v1_genomic_7016","GCF_000171515.1_ASM17151v1_genomic_35414","GCF_000171535.2_ASM17153v2_genomic_12211"
"group_1135","","","13","13","1","11","475","","","","800","800","800","GCF_000007545.1_ASM754v1_genomic_9628","GCF_000020745.1_ASM2074v1_genomic_36697","GCF_000020885.1_ASM2088v1_genomic_5086","GCF_000020925.1_ASM2092v1_genomic_20691","GCF_000022165.1_ASM2216v1_genomic_4370","GCF_000170215.1_ASM17021v1_genomic_22271","GCF_000170255.1_ASM17025v1_genomic_4296","GCF_000171255.1_ASM17125v1_genomic_13242","GCF_000171275.1_ASM17127v1_genomic_18562","GCF_000171315.1_ASM17131v1_genomic_8152","GCF_000171415.1_ASM17141v1_genomic_17817","GCF_000171515.1_ASM17151v1_genomic_8688","GCF_000171535.2_ASM17153v2_genomic_12167"
"group_1137","","","13","13","1","11","511","","","","422","422","422","GCF_000007545.1_ASM754v1_genomic_30398","GCF_000020745.1_ASM2074v1_genomic_1262","GCF_000020885.1_ASM2088v1_genomic_22648","GCF_000020925.1_ASM2092v1_genomic_23342","GCF_000022165.1_ASM2216v1_genomic_22431","GCF_000170215.1_ASM17021v1_genomic_21420","GCF_000170255.1_ASM17025v1_genomic_22243","GCF_000171255.1_ASM17125v1_genomic_33016","GCF_000171275.1_ASM17127v1_genomic_15209","GCF_000171315.1_ASM17131v1_genomic_29109","GCF_000171415.1_ASM17141v1_genomic_1742","GCF_000171515.1_ASM17151v1_genomic_21603","GCF_000171535.2_ASM17153v2_genomic_37180"
"group_1138","","","13","13","1","11","514","","","","701","719","702","GCF_000007545.1_ASM754v1_genomic_2546","GCF_000020745.1_ASM2074v1_genomic_11172","GCF_000020885.1_ASM2088v1_genomic_5083","GCF_000020925.1_ASM2092v1_genomic_6591","GCF_000022165.1_ASM2216v1_genomic_10178","GCF_000170215.1_ASM17021v1_genomic_9778","GCF_000170255.1_ASM17025v1_genomic_10076","GCF_000171255.1_ASM17125v1_genomic_11954","GCF_000171275.1_ASM17127v1_genomic_35068","GCF_000171315.1_ASM17131v1_genomic_36458","GCF_000171415.1_ASM17141v1_genomic_19225","GCF_000171515.1_ASM17151v1_genomic_17648","GCF_000171535.2_ASM17153v2_genomic_8514"
"group_1144","","","13","13","1","11","1498","","","","680","680","680","GCF_000007545.1_ASM754v1_genomic_3018","GCF_000020745.1_ASM2074v1_genomic_24614","GCF_000020885.1_ASM2088v1_genomic_19554","GCF_000020925.1_ASM2092v1_genomic_14633","GCF_000022165.1_ASM2216v1_genomic_2296","GCF_000170215.1_ASM17021v1_genomic_15278","GCF_000170255.1_ASM17025v1_genomic_2268","GCF_000171255.1_ASM17125v1_genomic_26653","GCF_000171275.1_ASM17127v1_genomic_25583","GCF_000171315.1_ASM17131v1_genomic_16879","GCF_000171415.1_ASM17141v1_genomic_10702","GCF_000171515.1_ASM17151v1_genomic_10169","GCF_000171535.2_ASM17153v2_genomic_17397"
"group_1145","","","13","13","1","11","1492","","","","752","899","887","GCF_000007545.1_ASM754v1_genomic_12005","GCF_000020745.1_ASM2074v1_genomic_6647","GCF_000020885.1_ASM2088v1_genomic_2690","GCF_000020925.1_ASM2092v1_genomic_27801","GCF_000022165.1_ASM2216v1_genomic_35228","GCF_000170215.1_ASM17021v1_genomic_11925","GCF_000170255.1_ASM17025v1_genomic_34935","GCF_000171255.1_ASM17125v1_genomic_7350","GCF_000171275.1_ASM17127v1_genomic_10461","GCF_000171315.1_ASM17131v1_genomic_33746","GCF_000171415.1_ASM17141v1_genomic_37856","GCF_000171515.1_ASM17151v1_genomic_19467","GCF_000171535.2_ASM17153v2_genomic_19244"
"group_1146","","","13","13","1","11","1467","","","","470","905","871","GCF_000007545.1_ASM754v1_genomic_7297","GCF_000020745.1_ASM2074v1_genomic_36996","GCF_000020885.1_ASM2088v1_genomic_13593","GCF_000020925.1_ASM2092v1_genomic_3612","GCF_000022165.1_ASM2216v1_genomic_4951","GCF_000170215.1_ASM17021v1_genomic_4723","GCF_000170255.1_ASM17025v1_genomic_4880","GCF_000171255.1_ASM17125v1_genomic_22403","GCF_000171275.1_ASM17127v1_genomic_5038","GCF_000171315.1_ASM17131v1_genomic_13036","GCF_000171415.1_ASM17141v1_genomic_21071","GCF_000171515.1_ASM17151v1_genomic_23555","GCF_000171535.2_ASM17153v2_genomic_10437"
"group_1147","","","13","13","1","11","1455","","","","551","551","551","GCF_000007545.1_ASM754v1_genomic_28642","GCF_000020745.1_ASM2074v1_genomic_9519","GCF_000020885.1_ASM2088v1_genomic_24779","GCF_000020925.1_ASM2092v1_genomic_8111","GCF_000022165.1_ASM2216v1_genomic_38047","GCF_000170215.1_ASM17021v1_genomic_24501","GCF_000170255.1_ASM17025v1_genomic_37725","GCF_000171255.1_ASM17125v1_genomic_26144","GCF_000171275.1_ASM17127v1_genomic_30800","GCF_000171315.1_ASM17131v1_genomic_36468","GCF_000171415.1_ASM17141v1_genomic_13081","GCF_000171515.1_ASM17151v1_genomic_22789","GCF_000171535.2_ASM17153v2_genomic_19118"
"group_1148","","","13","13","1","11","1454","","","","1427","1544","1535","GCF_000007545.1_ASM754v1_genomic_9464","GCF_000020745.1_ASM2074v1_genomic_24097","GCF_000020885.1_ASM2088v1_genomic_33034","GCF_000020925.1_ASM2092v1_genomic_27446","GCF_000022165.1_ASM2216v1_genomic_12929","GCF_000170215.1_ASM17021v1_genomic_25715","GCF_000170255.1_ASM17025v1_genomic_11154","GCF_000171255.1_ASM17125v1_genomic_1242","GCF_000171275.1_ASM17127v1_genomic_5906","GCF_000171315.1_ASM17131v1_genomic_10930","GCF_000171415.1_ASM17141v1_genomic_4826","GCF_000171515.1_ASM17151v1_genomic_37929","GCF_000171535.2_ASM17153v2_genomic_32623"
"group_1149","","","13","13","1","11","1437","","","","728","986","966","GCF_000007545.1_ASM754v1_genomic_8677","GCF_000020745.1_ASM2074v1_genomic_22438","GCF_000020885.1_ASM2088v1_genomic_36898","GCF_000020925.1_ASM2092v1_genomic_37489","GCF_000022165.1_ASM2216v1_genomic_26186","GCF_000170215.1_ASM17021v1_genomic_24858","GCF_000170255.1_ASM17025v1_genomic_25972","GCF_000171255.1_ASM17125v1_genomic_18287","GCF_000171275.1_ASM17127v1_genomic_6949","GCF_000171315.1_ASM17131v1_genomic_4190","GCF_000171415.1_ASM17141v1_genomic_36507","GCF_000171515.1_ASM17151v1_genomic_30328","GCF_000171535.2_ASM17153v2_genomic_39055"
