#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABEI01000004.1:261072-262040|- -            323 58708at91347         -            281  1.8e-151  501.0   0.2   1   1  2.2e-153  9.5e-151  498.7   0.2     1   280     5   316     5   317 0.93 NZ_ABEI01000004.1_246 # 261072 # 262040 # -1 # ID=50_246;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;gc_cont=0.549
NZ_ABEI01000012.1:21354-23897|+   -            848 58708at91347         -            281     0.011   13.0   0.0   1   2   9.2e-05      0.04   11.1   0.0    88   173    96   184    70   198 0.84 NZ_ABEI01000012.1_28 # 21354 # 23897 # 1 # ID=42_28;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.568
NZ_ABEI01000012.1:21354-23897|+   -            848 58708at91347         -            281     0.011   13.0   0.0   2   2      0.92     4e+02   -2.1   0.0    63   106   203   246   186   277 0.75 NZ_ABEI01000012.1_28 # 21354 # 23897 # 1 # ID=42_28;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.568
NZ_ABEI01000001.1:207365-208606|+ -            414 58708at91347         -            281     0.014   12.5   1.8   1   2     0.016       6.9    3.7   0.0     4    20   126   142   123   165 0.79 NZ_ABEI01000001.1_197 # 207365 # 208606 # 1 # ID=53_197;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.504
NZ_ABEI01000001.1:207365-208606|+ -            414 58708at91347         -            281     0.014   12.5   1.8   2   2   0.00089      0.39    7.8   0.5   207   280   341   409   247   410 0.77 NZ_ABEI01000001.1_197 # 207365 # 208606 # 1 # ID=53_197;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.504
NZ_ABEI01000032.1:6822-8711|-     -            630 58708at91347         -            281      0.02   12.1   0.4   1   2   0.00012     0.052   10.7   0.3     4    41     8    46     6    55 0.84 NZ_ABEI01000032.1_10 # 6822 # 8711 # -1 # ID=22_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.553
NZ_ABEI01000032.1:6822-8711|-     -            630 58708at91347         -            281      0.02   12.1   0.4   2   2       2.7   1.2e+03   -3.6   0.0   243   275   362   392   334   394 0.71 NZ_ABEI01000032.1_10 # 6822 # 8711 # -1 # ID=22_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.553
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /Users/dizzler/Projects/School/BIOL4600-Capstone/databases/lineages/enterobacterales_odb10/hmms/58708at91347.hmm
# Target file:     /Users/dizzler/Projects/School/BIOL4600-Capstone/reports/busco-results/GCF_000171275.1_ASM17127v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /Users/dizzler/Projects/School/BIOL4600-Capstone/reports/busco-results/GCF_000171275.1_ASM17127v1_genomic.fna/run_enterobacterales_odb10/hmmer_output/58708at91347.out --cpu 1 /Users/dizzler/Projects/School/BIOL4600-Capstone/databases/lineages/enterobacterales_odb10/hmms/58708at91347.hmm /Users/dizzler/Projects/School/BIOL4600-Capstone/reports/busco-results/GCF_000171275.1_ASM17127v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /Users/dizzler/Projects/School/BIOL4600-Capstone
# Date:            Wed Feb 25 22:53:56 2026
# [ok]
