#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_ABEL01000008.1:91575-92891|-   -            439 38133at91347         -            376  5.7e-180  596.2   0.0   1   1  1.5e-182  8.4e-180  595.7   0.0     1   376     1   438     1   438 0.90 NZ_ABEL01000008.1_82 # 91575 # 92891 # -1 # ID=41_82;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.581
NZ_ABEL01000007.1:55974-57935|-   -            654 38133at91347         -            376    0.0028   14.7   0.0   1   2   4.6e-05     0.025   11.6   0.0     5    38   326   359   322   367 0.91 NZ_ABEL01000007.1_59 # 55974 # 57935 # -1 # ID=42_59;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.586
NZ_ABEL01000007.1:55974-57935|-   -            654 38133at91347         -            376    0.0028   14.7   0.0   2   2     0.088        49    0.8   0.0     5    31   467   493   463   512 0.81 NZ_ABEL01000007.1_59 # 55974 # 57935 # -1 # ID=42_59;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.586
NZ_ABEL01000004.1:380210-381478|- -            423 38133at91347         -            376     0.015   12.3   0.0   1   3   0.00086      0.48    7.4   0.0    91   121    50    80    23    85 0.81 NZ_ABEL01000004.1_349 # 380210 # 381478 # -1 # ID=45_349;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.584
NZ_ABEL01000004.1:380210-381478|- -            423 38133at91347         -            376     0.015   12.3   0.0   2   3     0.033        18    2.1   0.0   133   173   140   181   131   219 0.81 NZ_ABEL01000004.1_349 # 380210 # 381478 # -1 # ID=45_349;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.584
NZ_ABEL01000004.1:380210-381478|- -            423 38133at91347         -            376     0.015   12.3   0.0   3   3       1.9   1.1e+03   -3.7   0.0   227   265   257   293   250   295 0.59 NZ_ABEL01000004.1_349 # 380210 # 381478 # -1 # ID=45_349;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.584
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/38133at91347.hmm
# Target file:     reports/busco-results/data/00-reads/GCF_000171315.1_ASM17131v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout reports/busco-results/data/00-reads/GCF_000171315.1_ASM17131v1_genomic.fna/run_enterobacterales_odb10/hmmer_output/38133at91347.out --cpu 1 /Users/dizzler/Projects/School/BIOL4600-Capstone/busco_downloads/lineages/enterobacterales_odb10/hmms/38133at91347.hmm reports/busco-results/data/00-reads/GCF_000171315.1_ASM17131v1_genomic.fna/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /Users/dizzler/Projects/School/BIOL4600-Capstone
# Date:            Sat Feb 21 22:05:58 2026
# [ok]
